areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00000037,57.1,31.6,8.2,3.1
E00000038,48.7,33,13,5.2
E00000039,51.4,39.9,8,0.7
E00000040,65.1,34.3,0.6,0
E00000041,38.8,43.5,14.1,3.5
E00000042,63.6,31,3.1,2.3
E00000043,51.2,41.3,5,2.5
E00000045,44.2,41.3,12.5,1.9
E00000046,54.4,38.6,7,0
E00000048,53.3,36,8,2.7
E00000049,24.1,46.6,21.6,7.8
E00000050,52.3,34.2,12.1,1.3
E00000051,53.1,35.2,6.1,5.6
E00000052,44.3,47.7,6,2
E00000053,28.2,46.8,18.5,6.5
E00000054,33.3,40.4,19.3,7
E00000056,48.4,38.9,10.3,2.4
E00000057,55,41.1,3.9,0
E00000061,57.8,36.3,4.9,1
E00000063,43.8,43.8,12.4,0
E00000064,34.7,42.1,18.9,4.2
E00000066,53.2,34.6,11.5,0.6
E00000067,57.1,32.5,9.5,0.8
E00000068,43.7,37.9,14.6,3.9
E00000069,54.3,42.1,3,0.6
E00000236,36.4,43.2,18.6,1.7
E00000238,47,43.6,6.8,2.6
E00000240,50.6,39.1,9,1.3
E00000243,46,37.9,11.3,4.8
E00000244,43.8,50.4,5,0.8
E00000245,36.1,40.2,18.6,5.2
E00000246,41,46,10,3
E00000247,31.4,55.4,10.7,2.5
E00000249,52.2,37,8,2.9
E00000251,51.8,42.7,5.5,0
E00000253,35.6,62.2,0,2.2
E00000256,54.5,39.4,6.1,0
E00000257,38.3,46.1,14.2,1.4
E00000258,47.2,46.2,5.7,0.9
E00000260,48.8,41.9,9.3,0
E00000263,50.2,40.3,7.6,1.9
E00017603,47.2,36.2,16.5,0
E00017604,58,34.7,4.7,2.7
E00017605,42.7,43.3,9.8,4.3
E00017607,33.6,41.6,21.9,2.9
E00017608,32.5,47.9,17.9,1.7
E00017609,42,39.3,16.1,2.7
E00017610,38.8,42.9,11.2,7.1
E00017611,44.3,44.8,7.8,3.1
E00017612,44.1,42.2,10.8,2.9
E00017614,39.8,49,7.1,4.1
E00017616,40.8,49,10.2,0
E00017617,35.8,53.2,11,0
E00017618,27.4,39.3,25,8.3
E00017619,35.3,50.4,11.8,2.5
E00017620,44.9,48.3,6.1,0.7
E00017621,43.8,45.5,9.9,0.8
E00017623,30.8,41,23.9,4.3
E00017624,51.9,39.3,8.9,0
E00017625,45.9,41,13.1,0
E00017627,25,48.1,20.4,6.5
E00017628,34.5,46.6,14.9,4.1
E00017629,43.9,48.8,6.5,0.8
E00017630,31,44.4,18.3,6.3
E00017631,44.9,44.9,8.8,1.5
E00017632,51.6,35.9,10.9,1.6
E00017633,35,46.3,7.5,11.3
E00017634,32.3,50,14.5,3.2
E00017635,51,41,8,0
E00017636,43.7,44.8,9.2,2.3
E00017637,50,40.7,9.3,0
E00017638,50.6,37.6,10.6,1.2
E00017639,31.1,52.7,13.5,2.7
E00017640,49.4,40.3,10.4,0
E00017641,43.2,38.9,15.8,2.1
E00017642,31.8,54.5,13.6,0
E00017644,49.6,32.5,14.6,3.3
E00017645,58.6,33.6,4.7,3.1
E00017646,49.1,39.3,8.9,2.7
E00017647,47.9,35.9,9.9,6.3
E00017649,56.6,32.4,9.8,1.2
E00017650,42.8,41.6,13.9,1.8
E00017654,27.7,49.6,20.2,2.5
E00017655,46.6,40.8,9.7,2.9
E00017656,32.5,50,13.3,4.2
E00017657,35,49.6,13.8,1.6
E00017658,33.3,36.1,26.9,3.7
E00017659,25.2,55.7,17.4,1.7
E00017660,32.5,51.6,13.4,2.5
E00017661,38.1,46,13.3,2.7
E00017662,26,52.7,19.9,1.4
E00017663,52.9,41.3,3.8,1.9
E00017664,48.4,44,6.6,1.1
E00017665,64.9,31.6,3.5,0
E00017666,66.3,25,6.3,2.5
E00017668,87.5,11.6,0.9,0
E00017669,49.2,38.5,10,2.3
E00017671,54.5,30.6,14.2,0.7
E00017672,38.7,46.2,11.8,3.4
E00017673,49.6,41.9,7.7,0.9
E00017674,54.1,39.1,6.8,0
E00017676,51.9,38.6,8.2,1.3
E00017677,42.3,45.4,9.3,3.1
E00017678,40.5,39.7,14.5,5.3
E00017679,46.3,36.2,13.4,4
E00017680,41.2,41.2,12.4,5.2
E00017682,56.1,38.1,4.8,1.1
E00017683,60.8,35,3.5,0.7
E00017684,50,40,10,0
E00017685,63,27.7,7.6,1.7
E00017686,59,32.1,7.5,1.5
E00017687,35.1,54.1,10.8,0
E00017688,59.5,36,3.6,0.9
E00017689,58.3,32.4,7.2,2.2
E00017690,65.4,27.8,6,0.8
E00017691,48.7,40,9.3,2
E00017692,44.2,39.1,14.5,2.2
E00017693,51.3,35.9,8.3,4.5
E00017694,51.3,39.5,8.4,0.8
E00017695,61.7,31.7,5.8,0.8
E00017696,60.2,37.3,1.7,0.8
E00017697,46.8,41,10.8,1.4
E00017698,49.7,38.8,8.7,2.7
E00017699,44.6,45.5,9.9,0
E00017700,42.1,48.6,6.5,2.8
E00017701,57,37.1,5.3,0.7
E00017702,65.1,27.1,5.7,2.1
E00017703,46.5,43.9,7.9,1.8
E00017704,43.4,45.7,9.3,1.6
E00017705,37,44.8,16.9,1.3
E00017706,43.2,47.5,9.3,0
E00017707,65,26.6,7,1.4
E00017708,53,38.1,5.5,3.3
E00017709,63.6,33.9,1.7,0.8
E00017710,51.5,40.6,6.9,1
E00017711,58.6,36.8,4.6,0
E00017712,53.2,42.2,4.6,0
E00017713,54.2,36.6,6.1,3.1
E00017715,53.4,35.6,8.5,2.5
E00017718,71.7,24.4,3.9,0
E00017719,50.3,40.6,7,2.1
E00017720,70.8,29.2,0,0
E00017721,58.8,36.8,4.4,0
E00017722,56,36.6,6.9,0.5
E00017725,43.5,43.5,10.2,2.8
E00017728,43.2,38.9,16.7,1.2
E00017729,59.5,32.2,7.4,0.8
E00017733,40.6,51.9,5.7,1.9
E00017734,49.3,36,13.3,1.3
E00017735,49.5,38.8,11.7,0
E00017736,46.3,43.2,9.5,1.1
E00017738,44.1,38.2,15.7,2
E00017739,52.8,35.9,10.6,0.7
E00017740,63.2,31.6,4.2,1.1
E00017741,41.6,46.6,9.6,2.2
E00017742,64.3,29.3,5.7,0.6
E00017743,61.9,34,3.4,0.7
E00017744,48.1,42.9,5.8,3.2
E00017745,63.2,34.6,2.3,0
E00017746,49.3,41.9,8.8,0
E00017747,55.3,33.6,9.2,2
E00017748,41.2,44.3,12.2,2.3
E00017751,52.9,39.7,6.4,1
E00017754,44.2,47.9,7.4,0.6
E00017758,60.7,35,4.4,0
E00017759,78.9,19.1,1.9,0
E00017760,53.6,39.1,7.3,0
E00017761,49.6,39.8,8.8,1.8
E00017762,43.9,43,12.1,0.9
E00017763,34.7,45.2,16.9,3.2
E00017764,31.8,56.4,10.9,0.9
E00017765,45.6,45,8.1,1.3
E00017766,37.3,46.3,11.9,4.5
E00017767,55.7,36.1,8.2,0
E00017768,74,23.8,1.7,0.6
E00017769,54.4,35.2,8.8,1.6
E00017770,42.4,34.3,22.2,1
E00017771,26.2,52.4,20.6,0.8
E00017772,39.1,45.5,13.6,1.8
E00017773,32,54,14,0
E00017774,38.6,45.8,13.3,2.4
E00017775,33.9,41.3,22.9,1.8
E00017776,36.3,40.3,20.2,3.2
E00017777,33.1,45.3,18.2,3.4
E00017778,60.2,32.3,6.5,1.1
