geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00009587,80,3.6,16,0.4
E00009588,79.5,3.4,13.2,3.9
E00009591,85.7,0.4,13.4,0.4
E00009592,84.6,0,13.1,2.3
E00009593,93.9,0.4,5.7,0
E00009594,86.1,0.6,11,2.4
E00009596,77.8,0.3,16.3,5.6
E00009597,83.3,0,14.8,1.9
E00012793,94,0.3,2.7,3
E00012794,86.3,1.3,10,2.3
E00012795,89.9,0,10.1,0
E00012796,91.7,0.3,5.8,2.2
E00019092,86.5,0,12.4,1
E00019093,91.5,0,7.9,0.6
E00019094,90.1,1.1,6,2.8
E00019095,94.6,1.3,2.7,1.3
E00019096,85.6,0.2,11.6,2.6
E00019097,89.9,0.6,7.8,1.7
E00019098,85.3,0,10.3,4.3
E00019099,96.3,0,3.4,0.3
E00019100,91,0.3,7.8,0.9
E00019101,92.4,0.6,6.2,0.8
E00019102,91,0.3,6.6,2.1
E00019103,87.6,0,11.1,1.3
E00019104,88,0.3,11.3,0.3
E00019105,85.5,0,14.1,0.4
E00019106,90.9,0.5,7.4,1.1
E00019107,84.2,0.3,14.3,1.2
E00019110,94.6,0.6,4.5,0.3
E00019112,87.5,0.7,9.3,2.4
E00019114,90.3,0.9,8.8,0
E00019118,91.9,0.8,6.7,0.6
E00019120,91.6,0.4,7.7,0.4
E00019121,80.8,1,17.2,1
E00019122,82.8,1.5,14.2,1.5
E00019123,87.3,0.3,9.6,2.8
E00019124,93.1,1.2,4.9,0.9
E00019127,87.8,0,8.3,3.9
E00019370,83.3,0.4,16,0.4
E00019371,87.9,0.3,10.1,1.7
E00019372,86.5,0,11,2.5
E00019373,79.7,0.3,17,3
E00019374,89.3,0.3,7.7,2.7
E00019375,90.3,0,8.2,1.4
E00019377,85.9,0,12.1,2
E00019378,85.5,0,12.7,1.8
E00019379,84.2,1.3,13.2,1.3
E00019380,83.9,0,14.3,1.8
E00019382,89.6,0,10.4,0
E00019383,87.8,0,9.8,2.4
E00019386,83.1,0,13.7,3.2
E00019387,91.5,0,7,1.5
E00019389,83.4,0,15.2,1.4
E00019390,90.8,0.5,7.2,1.4
E00019391,88.2,0,8.9,2.8
E00019392,87.8,0.4,10.6,1.2
E00019393,82.6,0,14.7,2.7
E00019394,81.9,1.2,13.5,3.4
E00019395,89.6,0,7.1,3.2
E00019396,76.2,0,22.1,1.7
E00019397,81.2,1.3,13.2,4.3
E00019398,90.1,0.4,8.5,1.1
E00019399,86,0,10.3,3.7
E00019400,89.7,1,8.2,1
E00019401,89.6,1.1,8.6,0.7
E00019402,88.2,0,9,2.8
E00019403,81,0,17.7,1.3
E00019404,85.5,0.3,13.7,0.6
E00019405,77.6,0.9,19,2.6
E00019406,82.5,0,16.6,1
E00019407,87.6,0.8,11.6,0
E00022629,85.8,0,13.5,0.7
E00022630,81.4,0,16.3,2.3
E00022636,84.7,0.8,13.7,0.8
E00022639,88.8,0.8,8.1,2.3
E00022667,80.2,1.1,15.7,3
E00022668,82.5,0,15.9,1.7
E00022672,86.8,2.3,8.9,2
E00022675,73,2,20.3,4.7
E00023002,90.9,0,9.1,0
E00023003,89.2,0.8,8.9,1.2
E00023032,60.8,9.4,23.3,6.5
E00023033,89.6,1,8.9,0.5
E00023034,86,1.7,10.8,1.4
E00023035,93.6,0.4,6,0
E00023036,79.6,0.9,15,4.5
E00023037,86.5,1.4,10.9,1.1
E00023038,71,5.7,20.6,2.7
E00023191,86.5,0.3,11.7,1.5
E00023192,86.5,1.2,9.6,2.7
E00023209,84.3,0.7,14,1
E00023210,87.4,0.9,11.7,0
E00023211,85.8,0.4,11.7,2.1
E00023212,73.6,0,24.8,1.6
E00023213,84.4,0.3,13.6,1.7
E00023214,79.5,0,20.1,0.4
E00023216,75.5,0.6,21.8,2.1
E00023217,80.1,0.8,18.8,0.4
E00023218,93,0.8,6.2,0
E00023219,88.5,0.3,10.8,0.3
E00023220,92.6,0.3,6.4,0.7
E00023221,76.7,0.3,20.3,2.7
E00023222,83.1,0.3,15.9,0.7
E00023224,74.5,0.7,24.1,0.7
E00023227,89.2,0.4,8.6,1.8
E00023228,79.7,0.3,17.9,2.1
E00023231,85,0,12.9,2.1
E00023232,93.5,0.3,5.7,0.5
E00023233,81.6,0,16.9,1.6
E00023368,85.1,1.1,12.7,1.1
E00023369,95.8,0,3.3,0.9
E00023370,89.5,0.3,7.3,2.9
E00023371,90.8,0.3,7.9,1.1
E00023372,93,0,6.7,0.3
E00023373,88.4,0.3,11.3,0
E00023374,85.5,0,12.6,2
E00023375,84.1,0,15,1
E00023376,87.8,0.9,10.1,1.2
E00023377,86.2,0.2,11.7,1.9
E00023378,91.6,0.5,6,1.9
E00023379,89.2,0.7,9.3,0.7
E00023380,88.8,1.2,9.6,0.4
E00023381,89.6,0.3,9.6,0.6
E00023382,92.4,0,7.6,0
E00023383,85.5,0.7,12.6,1.3
E00023384,80,0,18.9,1.1
E00023386,83.2,0,16.4,0.3
E00023387,88,0.6,9.5,1.9
E00023389,87.1,0,9.6,3.4
E00023390,88.2,0.9,8.7,2.1
E00023395,76.6,0,22.2,1.2
E00023396,87,0.7,11.3,1
E00023397,86.9,0,12.8,0.3
E00023398,81.3,0,17,1.6
E00023399,86,0,13.2,0.7
E00023400,84.3,0.6,13.2,1.9
E00023401,78.8,0,15.5,5.8
E00023402,90.6,0,9.1,0.4
E00023403,84.2,0,15.1,0.7
E00023404,84.6,0.9,9.7,4.7
E00023405,89.6,0.7,9.7,0
E00023406,85.7,0,14.3,0
E00023407,91.1,0.3,8.1,0.5
E00023408,81.4,0,16.3,2.3
E00023409,83.2,1.3,13.9,1.6
E00023410,87.3,1.1,9.8,1.8
E00023411,91.8,0,7.7,0.6
E00170903,33.6,12.4,40.2,13.8
E00170907,89.3,0,8.4,2.2
