areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00123460,55.9,1.9,42.1
E00123461,74.7,2.2,23
E00123462,50.2,2.2,47.6
E00123463,60.3,2,37.7
E00123464,70.7,2,27.4
E00123465,61.4,2.2,36.4
E00123466,63.6,0.9,35.5
E00123467,48.4,0.5,51.1
E00123468,39.2,3.8,57.1
E00123469,48.8,1.9,49.2
E00123471,38.2,2.4,59.4
E00123472,30.5,0.5,69
E00123473,56.4,0,43.6
E00123474,44.7,1.7,53.6
E00123475,56.9,1.5,41.5
E00123476,32.7,0.5,66.8
E00123477,64.6,2.8,32.6
E00123478,36.9,2.6,60.5
E00123479,55.1,2.7,42.2
E00123480,49.3,1.7,48.9
E00123482,62.5,0.8,36.8
E00123483,49.6,1.9,48.5
E00123484,63,3.1,33.9
E00123485,53.3,1.2,45.5
E00123486,38.4,1.8,59.9
E00123487,50.6,1.2,48.2
E00123488,52.5,2.3,45.2
E00123489,43,0.7,56.3
E00123550,68.3,5.3,26.4
E00123551,59.9,3.5,36.6
E00123552,74.9,2.7,22.4
E00123553,48.4,1.9,49.7
E00123554,66.9,2.7,30.4
E00123555,56.1,5.5,38.5
E00123556,64.1,2.8,33.1
E00123557,65.7,1.1,33.2
E00123558,59.4,3.5,37.1
E00123559,56.8,2.2,41
E00123560,46.6,1.1,52.3
E00123562,34,0.9,65.1
E00123563,55.6,3.8,40.6
E00123564,64.6,2.4,33
E00123565,67.9,0,32.1
E00123567,41.4,5.8,52.9
E00123568,58.7,1.2,40.1
E00123569,60.3,1.7,38
E00123570,69.6,1.1,29.3
E00123571,58.5,2.6,38.9
E00123572,68.7,1.9,29.4
E00123573,56.9,2.8,40.2
E00123574,56.5,2.5,41
E00123575,42.9,1.8,55.3
E00123576,50.9,0,49.1
E00123577,56.2,3.7,40.1
E00123578,55.5,2.1,42.4
E00123579,38.6,4.6,56.9
E00123580,62.5,1.2,36.4
E00123581,57.3,1.9,40.8
E00123582,58.6,1.7,39.7
E00123583,61.5,3.3,35.3
E00123584,57,2.3,40.7
E00123585,65.3,1,33.7
E00123586,63,0.6,36.4
E00123587,65.9,4.4,29.7
E00123588,61.6,1.5,36.9
E00123610,62.8,3.3,33.8
E00123615,64.3,7.2,28.5
E00123616,46.5,1,52.5
E00123629,75.5,2.1,22.4
E00123631,48.9,6.7,44.4
E00123636,71.3,3.9,24.9
E00123637,73,4.9,22.1
E00123638,71.7,0.4,27.9
E00123639,55.4,0,44.6
E00123640,60.4,0.8,38.9
E00123641,76.5,1,22.4
E00123642,67.7,3.8,28.5
E00123643,49.3,6,44.7
E00123644,55.6,2.8,41.7
E00123645,76.8,4.1,19.1
E00123646,53.6,3.9,42.4
E00123647,63.8,5.5,30.7
E00123648,68.6,6.1,25.3
E00123649,76.7,3.4,19.8
E00123650,68.2,2.1,29.7
E00123652,69.4,3.4,27.2
E00123653,64,3.3,32.7
E00123654,65.9,2.2,31.8
E00123655,75.8,2.6,21.6
E00123656,50.7,1.8,47.5
E00123657,77,1.9,21.1
E00123658,66.4,2.7,30.9
E00123659,66.5,5.3,28.3
E00123660,77.6,2.3,20.1
E00123661,55.1,8.4,36.4
E00123662,73,4.8,22.2
E00123697,63.9,2.7,33.5
E00123698,55.7,6.7,37.7
E00123699,55.7,3.6,40.7
E00123701,67.9,3.4,28.7
E00123702,64.3,1.9,33.7
E00123703,50.9,3,46.2
E00123704,50.9,4,45.1
E00123706,57,3.2,39.8
E00123707,62.4,2,35.6
E00123708,67.4,2.5,30.1
E00123709,69.8,3.9,26.4
E00123710,58.4,2.4,39.2
E00123711,66.3,2.1,31.6
E00123713,71.4,5,23.6
E00123714,71.6,3.2,25.3
E00123717,59.9,3.9,36.3
E00123718,48.1,6.9,45
E00123719,54.3,9.7,36
E00123729,54.4,5.5,40.1
E00123732,59.3,3.4,37.4
E00123734,71.3,5.5,23.2
E00123736,65.1,3,31.9
E00123744,57.3,3.5,39.2
E00123745,58.8,1.2,40.1
E00123746,56.5,1.3,42.3
E00123747,59.8,1.5,38.7
E00123748,63.4,2,34.6
E00123749,53.6,1.8,44.6
E00123750,58.4,2.2,39.3
E00123751,60.4,1.9,37.7
E00123761,53.8,3.8,42.5
E00123762,63.9,2,34.1
E00123763,65.2,2.2,32.6
E00123764,55.2,2.3,42.6
E00123765,57.1,0.9,41.9
E00123766,55.2,2.5,42.3
E00123767,50.7,3.2,46.1
E00123768,61,3,36
E00123769,53.2,1.5,45.3
E00123770,52.5,2.9,44.6
E00123771,71.3,1.7,27.1
E00123772,49.7,1,49.3
E00123773,65,2.3,32.7
E00123774,61.8,1.6,36.5
E00123777,47.3,4.3,48.3
E00123780,72.8,6,21.3
E00123782,72,0.3,27.7
E00123783,52.9,3.9,43.2
E00123785,67.5,4.4,28.1
E00123786,81.9,2.1,16
E00123787,73.8,2.5,23.6
E00123789,76.3,4,19.6
E00123796,56,3.2,40.8
E00123799,49.7,6.5,43.7
E00123869,61.3,0.8,38
E00123870,65.4,2.7,31.9
E00123871,52.5,0.8,46.6
E00123872,65.6,1.3,33.1
E00123873,43.5,1.4,55.1
E00123874,47.3,2.8,49.8
E00123878,60.7,1.8,37.6
E00123880,39,0.9,60.1
E00123881,57.8,0.7,41.5
E00123883,68,2.6,29.4
E00123884,60.7,2.5,36.8
E00123885,55.9,1.4,42.7
E00123887,66.2,0.9,32.9
E00123888,64.4,3.5,32.1
E00123889,66.5,3.5,30
E00123890,58.3,3.5,38.3
E00123892,71.5,4.1,24.4
E00123893,72.3,4.4,23.4
E00125579,61.4,1.4,37.2
E00125580,60,1.5,38.5
E00125581,58.9,0.7,40.4
E00125582,53,2.3,44.6
E00125583,62.2,1.9,35.9
E00125592,51.8,4,44.2
E00125593,47.3,5.4,47.3
E00125594,52.5,2.5,45.1
E00125595,58.4,2.7,38.9
E00125596,56.1,4.5,39.4
E00125597,65.4,1.5,33.1
E00125598,56.7,4.5,38.8
E00125599,54.3,2.1,43.6
E00125600,57.9,4.7,37.4
E00125601,62.5,2.9,34.6
E00125602,57.1,2.5,40.4
E00125616,58.2,1.6,40.3
E00125617,64.5,2.4,33.1
E00125676,52.8,6.7,40.4
E00125677,59.9,4.6,35.4
E00125678,65.6,0.4,34
E00125680,58.9,1.5,39.6
E00125681,58,3.3,38.7
E00125682,64.3,2.7,32.9
E00125683,67.4,2.3,30.2
E00125779,69.8,3.2,27
E00125780,57.7,2.1,40.2
E00125781,62.4,1.9,35.7
E00125782,57.8,2,40.2
E00125783,50.2,2.2,47.6
E00125784,58.1,2.8,39.1
E00125785,56.7,2.2,41
E00125786,54.8,2.4,42.9
E00125797,54,1.5,44.5
E00125864,65.5,2.7,31.9
E00125865,58.8,1.2,40
E00125866,56.4,1.7,41.9
E00125936,67,2.1,30.9
E00125939,53.7,2.2,44.1
E00125940,61.8,3.8,34.4
E00125947,69.6,2.8,27.6
E00125948,70.7,1.6,27.7
E00125949,76.8,0,23.2
E00125954,59.3,2.6,38.1
E00125955,59.3,3.7,36.9
E00125956,62,2.5,35.5
E00125957,54.4,1.8,43.8
E00167610,72.8,1.6,25.7
E00167611,71.4,1.9,26.7
E00167612,72.6,0.4,27
E00167614,68.6,4.8,26.7
E00167615,71,3.1,25.9
E00167616,67,1.4,31.5
E00167617,65,5,30
E00167618,64.1,1.1,34.7
E00167627,69.8,3.2,27
E00167628,64.3,3.9,31.8
