areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00123460,35.2,12.4,37.9,14.5
E00123461,32.2,15.8,35.1,16.8
E00123462,31.3,21.7,23.5,23.5
E00123463,42.7,14.7,34,8.7
E00123464,31.3,22.1,27.2,19.4
E00123465,34.8,15.9,29.7,19.6
E00123466,30.7,18.5,35.5,15.3
E00123467,31.5,20.4,28.7,19.4
E00123468,32.1,15.4,26.9,25.6
E00123469,23.8,18.3,39.7,18.3
E00123471,32.1,23.5,25.9,18.5
E00123472,28.6,25,32.1,14.3
E00123473,19.1,19.1,43.5,18.3
E00123474,28,19.6,33.6,18.7
E00123475,29.1,21.6,33.1,16.2
E00123476,26.8,29.6,21.1,22.5
E00123477,30.8,14.6,37.8,16.8
E00123478,36.1,15.7,30.1,18.1
E00123479,31.7,17.2,34.5,16.6
E00123480,31.9,15.5,40.5,12.1
E00123482,34.6,20.8,28.3,16.4
E00123483,26.1,20.9,32.8,20.1
E00123484,30.7,16.4,38.2,14.7
E00123485,29.1,21.5,35.5,14
E00123486,23.1,19.4,33.3,24.1
E00123487,23.2,24,38.4,14.4
E00123488,30.2,16.4,34.6,18.9
E00123489,17.4,26.1,36.5,20
E00123550,44,17.6,21.2,17.2
E00123551,24.2,24.2,38.8,12.8
E00123552,40.7,21.1,19.6,18.6
E00123553,32,22.9,31.4,13.7
E00123554,37,19.1,25.4,18.5
E00123555,42.1,16.9,25.1,15.8
E00123556,26.5,18.2,44.2,11
E00123557,23.3,16.7,45,15
E00123558,29,18.1,38.2,14.7
E00123559,25.8,20.8,43.4,10.1
E00123560,29.7,19.2,37.8,13.4
E00123562,27.5,21.3,31.3,20
E00123563,31.3,17.2,35,16.6
E00123564,39.5,21.1,23.2,16.3
E00123565,42.3,24.2,17,16.5
E00123567,44.4,21,17.3,17.3
E00123568,33.1,20.3,33.8,12.8
E00123569,30.3,24.6,24.6,20.4
E00123570,30.8,15.4,33.1,20.8
E00123571,28.3,16.2,28.8,26.8
E00123572,32.1,16.3,26.5,25.1
E00123573,34.5,16.5,23,25.9
E00123574,39.9,17.7,22.2,20.3
E00123575,47.3,7.7,27.5,17.6
E00123576,24.1,19.8,37.1,19
E00123577,34.8,15.6,19.3,30.4
E00123578,26,21.3,38.6,14.2
E00123579,18.8,11.6,55.1,14.5
E00123580,24.7,18.4,40.5,16.5
E00123581,34.7,17.3,29.3,18.7
E00123582,29,17.8,38.5,14.8
E00123583,26.5,17.1,41.8,14.7
E00123584,19.8,22.7,43,14.5
E00123585,28.1,18.8,29.7,23.4
E00123586,20.3,23.5,35.5,20.7
E00123587,34.5,22.4,27.6,15.5
E00123588,21.2,20.1,47.5,11.2
E00123610,37.1,15.9,20,27.1
E00123615,34.8,26.1,21.1,18
E00123616,37,19.6,21.7,21.7
E00123629,45.9,16.4,25.7,12
E00123631,46.4,22.7,10,20.9
E00123636,36.1,25.2,20.6,18.1
E00123637,44.8,20.6,19.4,15.2
