areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00123460,12,36.8,37.6,13.5
E00123461,5.7,36.4,40.7,17.1
E00123462,11.3,54,28.2,6.5
E00123463,8.7,30.4,40,20.9
E00123464,9.3,41,41.6,8.1
E00123465,15.3,42.4,31.4,11
E00123466,7,33.8,46.9,12.3
E00123467,16.7,47.5,27.5,8.3
E00123468,20.3,47.5,22.9,9.3
E00123469,9.2,46.2,30.8,13.8
E00123471,27.7,43.8,24.6,3.8
E00123472,22.5,48.6,25.2,3.6
E00123473,15.3,36.9,27.9,19.8
E00123474,13.2,38.8,37.2,10.7
E00123475,16.8,36.8,32,14.4
E00123476,15.9,55.6,22.2,6.3
E00123477,5.4,40.3,36.4,17.8
E00123478,17.7,41.1,30.6,10.5
E00123479,6.7,36.7,40.8,15.8
E00123480,9.8,47.3,33,9.8
E00123482,8.1,28.5,44.7,18.7
E00123483,11.2,37.3,40.3,11.2
E00123484,5.6,33.3,40.7,20.4
E00123485,4.6,33.6,36.8,25
E00123486,16.1,46.6,26.1,11.2
E00123487,12.7,39.7,28.6,19
E00123488,9,39.4,36.1,15.5
E00123489,9,35.4,41.7,13.9
E00123550,31.3,50.9,14.5,3.3
E00123551,19.2,40.7,26.9,13.2
E00123552,14.2,52.5,27,6.4
E00123553,16,44.7,24.7,14.7
E00123554,15.5,53.5,23.3,7.8
E00123555,40.2,42.5,13.8,3.4
E00123556,9.8,18.9,48.4,23
E00123557,5.8,32.5,40,21.7
E00123558,14.2,41.6,33.7,10.5
E00123559,9.4,40.2,28.3,22
E00123560,9,46.7,35.3,9
E00123562,11.9,50,26.2,11.9
E00123563,5.3,38.3,35.3,21.1
E00123564,27.1,43.5,22.6,6.8
E00123565,20.7,40,29.3,10
E00123567,35,41.7,18.3,5
E00123568,9.7,33.1,37.9,19.4
E00123569,7.5,49.3,35.1,8.2
E00123570,2.9,32.6,47.4,17.1
E00123571,10,44.7,32.1,13.2
E00123572,6.2,31.5,42.5,19.9
E00123573,10.3,44.4,31,14.3
E00123574,7.1,29.1,42.5,21.3
E00123575,12.6,45.4,30.3,11.8
E00123576,8.6,42.2,35.3,13.8
E00123577,24.1,36.2,29.3,10.3
E00123578,10.3,29.1,46.2,14.5
E00123579,10.2,51.9,28.7,9.3
E00123580,6.3,30.2,36.5,27
E00123581,6.7,37,37.8,18.5
E00123582,2.3,26.3,42.1,29.3
E00123583,4.2,22.5,45,28.3
E00123584,4.3,29.3,34.3,32.1
E00123585,16.7,35.4,37.5,10.4
E00123586,8.9,29.3,30.6,31.2
E00123587,0,41.3,34.8,23.9
E00123588,6.9,24.9,43.8,24.4
E00123610,31.9,49.6,16.3,2.1
E00123615,45.9,46.5,5.7,1.9
E00123616,42.2,39.3,17,1.5
E00123629,19.5,54.5,23.6,2.4
