areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00123460,57.6,34.8,6.8,0.8,0
E00123461,37.4,42.4,19.4,0.7,0
E00123462,34.1,45.5,20.3,0,0
E00123463,54.3,38.8,6.9,0,0
E00123464,35.8,43.4,17,3.8,0
E00123465,31.9,51.7,16.4,0,0
E00123466,47.6,34.9,16.2,1.3,0
E00123467,24.4,60.5,15.1,0,0
E00123468,21,53.8,18.5,6.7,0
E00123469,50,40,9.2,0.8,0
E00123471,15.5,66.7,17.1,0.8,0
E00123472,26.3,67.5,5.3,0,0.9
E00123473,53.6,37.5,8,0.9,0
E00123474,50.4,40.2,9.4,0,0
E00123475,46.8,33.1,19.4,0.8,0
E00123476,34.9,55,7.8,2.3,0
E00123477,53.9,34.4,10.9,0.8,0
E00123478,33.1,54.8,8.9,3.2,0
E00123479,62.1,29,8.9,0,0
E00123480,37.4,50.4,12.2,0,0
E00123482,60.8,30.8,8.3,0,0
E00123483,56.7,33.6,9,0.7,0
E00123484,59.3,25.3,14.2,1.2,0
E00123485,65.3,28,6,0,0.7
E00123486,37.9,44.1,17.4,0.6,0
E00123487,57.4,32.6,7.8,2.3,0
E00123488,38.5,38.5,21.2,1.3,0.6
E00123489,66.9,26.2,5.5,1.4,0
E00123550,5.6,28.5,59.8,6.1,0
E00123551,44.9,25.7,27.5,1.2,0.6
E00123552,17,46.8,31.2,4.3,0.7
E00123553,41.3,24,31.3,2.7,0.7
E00123554,23.1,43.1,28.5,4.6,0.8
E00123555,7.5,23.1,57.8,10.4,1.2
E00123556,56.5,29.8,13.7,0,0
E00123557,47.1,41.3,9.9,1.7,0
E00123558,48.7,27.5,21.7,2.1,0
E00123559,53.9,33.6,12.5,0,0
E00123560,50,34.3,14.5,1.2,0
E00123562,42.9,44.4,11.1,1.6,0
E00123563,68.2,25.8,3.8,1.5,0.8
E00123564,21.7,22.9,50.3,5.1,0
E00123565,23.8,47,27.8,1.3,0
E00123567,15.1,20.2,59.7,5,0
E00123568,40.9,38.6,18.1,2.4,0
E00123569,29.9,32.8,36.6,0.7,0
E00123570,58.4,29.5,11.6,0.6,0
E00123571,42.9,41.8,13.2,2.1,0
E00123572,47.3,33.6,17.1,2.1,0
E00123573,43,38.3,15.6,3.1,0
E00123574,59.5,32.5,7.9,0,0
E00123575,37.1,56,6,0.9,0
E00123576,62.4,29.1,7.7,0.9,0
E00123577,19.3,46.2,24.4,10.1,0
E00123578,53,30.8,13.7,2.6,0
E00123579,26.9,53.7,19.4,0,0
E00123580,58.7,31.7,9.5,0,0
E00123581,35.1,34.4,29.8,0,0.8
E00123582,67.2,22.4,9.7,0.7,0
E00123583,50,26.7,20,2.5,0.8
E00123584,55.7,26.4,15,1.4,1.4
E00123585,35.4,25,33.3,6.3,0
E00123586,46.8,32.1,14.7,1.9,4.5
E00123587,53.5,34.9,11.6,0,0
E00123588,57.6,29,12,0.9,0.5
E00123610,11.3,31.9,46.8,8.5,1.4
E00123615,6.3,21.9,68.1,2.5,1.3
E00123616,5.2,34.8,54.1,5.2,0.7
E00123629,6.5,51.2,38.2,3.3,0.8
E00123631,15,29.2,45.1,9.7,0.9
E00123636,22.2,37.7,32.3,7.2,0.6
E00123637,11.3,42.1,40.6,5.3,0.8
E00123638,34.8,41.7,21.2,2.3,0
E00123639,58.4,29.6,10.4,0.8,0.8
E00123640,53.4,32.8,11.2,1.7,0.9
E00123641,14.6,43.9,37.4,4.1,0
E00123642,20.6,41.9,25.7,8.1,3.7
E00123643,39.4,20.4,33.1,7,0
E00123644,31.1,26.1,38.7,4.2,0
E00123645,25,29.7,40.6,4.7,0
E00123646,28.7,28,39.2,2.8,1.4
E00123647,11.8,41,42.7,4.5,0
E00123648,34.2,35.1,28.1,2.6,0
E00123649,26.3,39.4,27.7,6.6,0
E00123650,28.4,36.9,27.7,7.1,0
E00123652,26.5,37.2,25.7,8.8,1.8
E00123653,13.4,37.8,37,8.7,3.1
E00123654,39.6,34.9,21.5,3.4,0.7
E00123655,18.2,37.2,39.9,4.1,0.7
E00123656,12.5,26.7,58.3,2.5,0
E00123657,21.3,27.9,45.6,2.9,2.2
E00123658,34.7,43.5,20.2,1.6,0
E00123659,18,37.3,38.5,5.6,0.6
E00123660,13.6,33.1,48.1,3.9,1.3
E00123661,11.6,23.3,58.1,5.4,1.6
E00123662,13.6,40.9,36.4,9.1,0
E00123697,39.5,28.7,29.5,2.3,0
E00123698,13.7,28.1,47.3,8.9,2.1
E00123699,55.3,34.1,10.6,0,0
E00123701,9.6,48.5,35.3,5.4,1.2
E00123702,30.9,24.8,38.3,4,2
E00123703,47.9,27.4,21.9,1.4,1.4
E00123704,43.1,37.4,15.5,1.1,2.9
