geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00045166,80.3,12.4,7.4
E00045167,77.8,12.2,10
E00045168,77.5,12.7,9.8
E00045169,84.1,9.2,6.7
E00045171,84,11.3,4.8
E00045172,80.5,12.9,6.6
E00045173,79.2,16.3,4.6
E00045174,72.8,16.6,10.7
E00045175,80.5,13.8,5.8
E00045176,77,15.8,7.2
E00045178,75.9,17.1,7
E00045180,78.8,11.9,9.3
E00045181,78.4,17.7,3.9
E00045182,77.2,14.5,8.4
E00045183,79.7,11.8,8.5
E00045184,78.2,15.3,6.5
E00045186,78,14.1,7.9
E00045187,83.8,10.8,5.4
E00045188,83.2,10.8,6
E00045189,72.8,16.4,10.8
E00045190,83.5,12.6,3.9
E00045191,75.9,15.5,8.6
E00045193,84.6,11.3,4
E00045196,84.8,11.6,3.6
E00045197,87.2,9.2,3.6
E00045198,64.6,22.4,12.9
E00045199,82.2,13.6,4.2
E00045200,64.6,22.5,12.9
E00045201,83,12.5,4.5
E00045202,80.6,12.4,7
E00045204,86.2,8.6,5.1
E00045205,84.1,11.9,4.1
E00045206,77.5,15.8,6.7
E00045207,84.5,11.2,4.3
E00045208,87.8,9,3.2
E00045210,81.6,14.2,4.2
E00045212,86.3,10.7,3.1
E00045213,84.8,11.1,4.1
E00045214,85.5,10.5,4
E00045215,89.1,8.6,2.3
E00045216,87.3,8,4.7
E00045217,78.9,6.9,14.2
E00045218,85,11.1,3.9
E00045219,87.1,8.9,4
E00045220,79.2,13,7.7
E00045221,84.9,10.8,4.4
E00045222,85,9.7,5.3
E00045223,79.9,13.4,6.7
E00045224,81.5,15,3.5
E00045225,82,11.9,6.1
E00045226,74.9,13.9,11.2
E00045227,72.9,15.4,11.6
E00045228,80.8,13,6.2
E00045231,79.4,13.8,6.8
E00045232,83.2,9.2,7.6
E00045233,79.5,13.6,6.9
E00045234,78.1,15.4,6.6
E00045235,82.8,11.2,6.1
E00045236,73.4,16.2,10.4
E00045237,76.8,16.4,6.8
E00045238,82.3,11.1,6.6
E00045239,83.4,10.1,6.5
E00045240,84.5,10.2,5.3
E00045241,81.9,12.8,5.2
E00045242,78.1,16,5.9
E00045244,78.9,13.9,7.2
E00045245,81.5,12.7,5.8
E00045247,84.3,12.3,3.4
E00045704,72.4,20.9,6.7
E00045707,63.2,22.1,14.7
E00045709,67.4,19.1,13.5
E00045730,84.9,10.8,4.3
E00045901,83.8,12.4,3.8
E00045902,83.5,12.3,4.2
E00045904,84.5,11.2,4.4
E00045905,85.7,9.3,5.1
E00045906,72.4,19.6,8
E00045907,81,12.5,6.5
E00045909,81.9,14.3,3.8
E00045910,80,14.4,5.6
E00045911,82.6,13,4.4
E00045912,79.2,16.1,4.7
E00045913,77,16.5,6.5
E00045914,79.3,13.8,6.9
E00045915,84.4,10.4,5.2
E00045916,84.4,11.1,4.4
E00045917,80.7,12.9,6.4
E00045918,79.3,14.5,6.2
E00045919,81.7,14.2,4
E00045920,81.2,13.4,5.4
E00045921,80.7,12.7,6.6
E00045922,76.3,17.5,6.2
E00045923,79.7,15.1,5.2
E00045924,81.4,13,5.6
E00045925,77.2,15.9,6.9
E00045926,78.5,14.3,7.2
E00045927,74.3,15.4,10.3
E00045928,81.7,13,5.3
E00045929,81.8,11.4,6.8
E00045930,77.2,18.4,4.4
E00045931,82,13.6,4.4
E00045932,81.7,14.2,4.1
E00045935,72.6,21.3,6.1
E00045937,77.9,15.8,6.3
E00045939,85.5,9.7,4.8
E00045940,77,16.9,6.1
E00045941,71.9,19.8,8.3
E00045943,81.4,13.4,5.3
E00045944,82,11,7
E00045945,81.4,10.6,7.9
E00045948,77.4,15.2,7.5
E00045949,85.9,9.9,4.3
E00045950,83,11.9,5.1
E00045951,72.8,19,8.3
E00045952,84,10.1,6
E00045953,87.2,6.9,5.9
E00045954,79.7,15.1,5.2
E00045955,76.9,15.7,7.4
E00045956,82.8,10.5,6.7
E00045957,81.7,11.7,6.5
E00045959,81.2,11.1,7.7
E00045960,83.2,11,5.9
E00045961,79,16.9,4.1
E00045962,79.8,13.2,7
E00045963,82.1,11.8,6.1
E00045964,80.7,11.3,8
E00045965,86.3,9.1,4.6
E00045966,86.6,10.5,2.9
E00045967,83.5,12.3,4.2
E00045969,85.3,10.6,4.1
E00046265,80.7,14,5.3
E00046266,75.3,17.4,7.3
E00046285,82.1,11.8,6.1
E00046286,72,16.9,11
E00046287,82.1,13.9,3.9
E00046288,80.8,12.3,7
E00046289,76.9,14.2,8.9
E00046290,82.4,11.3,6.3
E00046291,83.6,12.6,3.8
E00046292,85.1,9.5,5.4
E00046293,80.2,13.7,6
E00046294,79.9,14.4,5.6
E00046295,79.2,12.2,8.6
E00046296,75.8,17.1,7.2
E00046297,85.3,11,3.8
E00046298,65.8,23.8,10.3
E00046299,82,11.2,6.8
E00046300,80.3,13.1,6.6
E00046301,87.1,9.4,3.5
E00046302,87.1,9.8,3.1
E00046349,80.9,14,5.1
E00046352,78.6,16,5.3
E00046423,83.2,12,4.8
E00046425,77.3,13.6,9.2
E00046426,78.4,11,10.6
E00046607,82.8,11.5,5.7
E00046609,83.9,9.9,6.1
E00046610,81.3,11.6,7.1
E00046611,80.6,12.6,6.8
E00046612,79.4,14.6,6
E00046617,80,15.8,4.3
E00046618,77.8,16,6.2
E00046619,78.6,12.8,8.5
E00046622,72,17.6,10.4
E00046624,74.2,15.1,10.8
E00046625,80.6,13.1,6.3
E00046626,82,13.2,4.8
E00046627,87,8.2,4.9
E00046628,85.1,9.2,5.7
E00046631,74.6,17.5,7.9
E00046635,79.9,12.8,7.3
E00046636,79.7,14.1,6.2
E00046637,84.3,10.2,5.5
E00046638,74.8,15.7,9.5
E00046641,83.4,12.2,4.3
E00046662,86.4,8.7,4.8
E00046663,79,12.6,8.4
E00046664,84.7,11.3,4
E00046665,79.9,9.9,10.2
E00046666,73.8,17.3,8.8
E00046667,81,12.1,6.9
E00046668,77.3,14,8.7
E00046669,81.5,12.2,6.3
E00046670,85.8,9.4,4.8
E00046671,77.5,14.8,7.7
E00046672,82.7,11.8,5.6
E00046673,81.5,12.8,5.8
E00046674,79.9,13.3,6.8
E00046675,80.7,11.6,7.6
E00046676,82.4,13,4.7
E00046677,79.1,11.5,9.5
E00046773,62.2,24.8,13
E00046777,80.7,13.9,5.3
E00046778,79,15,6.1
E00046779,77.4,17.4,5.2
E00046780,77.3,17.6,5.2
E00046781,82.2,13.6,4.2
E00046782,75.3,17.1,7.6
E00046783,81.4,12.7,5.9
E00046784,70.4,11.7,17.9
E00046785,84.9,11.8,3.4
E00046786,83.8,11.6,4.6
E00046834,85.4,10.9,3.7
E00046835,79.5,11.7,8.7
E00046837,81.3,13.4,5.3
E00046840,84.3,10.9,4.7
E00046841,85.1,11,3.9
E00046842,84.2,11.1,4.6
E00046843,81.6,14.9,3.5
E00046845,78.4,14.6,7
E00046846,77.8,15.6,6.7
E00046847,87.2,7.8,5
E00046848,66.8,19.7,13.5
E00046849,83.7,11.9,4.4
E00046850,76.4,15.1,8.6
E00046851,85.6,10,4.3
E00046852,79.9,10.5,9.6
E00046853,84.3,12.3,3.4
E00046854,82.5,13.6,4
E00046855,73.6,15.1,11.3
E00046856,87.3,9.2,3.5
E00046857,84.7,10.5,4.8
E00046858,85,8.9,6.1
E00046859,87.6,9.1,3.3
E00046860,85.2,8.3,6.5
E00046861,82.7,13.4,4
E00046862,82.9,10.4,6.8
E00046863,83.1,15.1,1.8
E00046864,85.5,10.4,4.1
E00046865,81.9,15.5,2.6
E00046866,83.5,11.2,5.3
E00046867,87.4,9.9,2.7
E00046868,81.7,13.7,4.7
E00046869,85.2,9.3,5.6
E00046870,83.6,11.3,5.1
E00046871,82.8,13.4,3.9
E00046873,84,11,5
E00046874,86.1,10.6,3.3
E00046903,81.8,12.8,5.4
E00046904,84.9,12.3,2.8
E00046979,82.7,13.4,3.8
E00046990,82,13.3,4.8
E00046993,78.7,17.3,4
E00046998,84.1,10.7,5.2
E00047001,80.3,15.2,4.4
E00047002,85,11.6,3.4
E00047003,81.2,14.1,4.7
E00047005,76.6,17.1,6.3
E00047007,83.1,14.1,2.8
E00047010,83.9,11.6,4.5
E00047011,89,8.3,2.8
E00047012,84,10.6,5.5
E00047014,72.7,18.6,8.7
E00047016,83.2,13.9,2.8
E00047017,85.8,10.7,3.4
E00047019,78.6,14.2,7.2
E00047021,80.3,14.8,4.9
E00047025,80.9,16.7,2.4
E00047026,80.4,15.9,3.7
E00047035,81.3,12.9,5.8
E00047041,74,20.4,5.6
E00047051,78.9,14.9,6.2
E00047055,81.7,13.2,5.2
E00047372,79.9,14.6,5.5
E00047373,67,20.3,12.6
E00047376,78.9,15.9,5.2
E00047380,80,14.9,5.2
E00047381,81.7,13,5.2
E00047382,76.7,15.9,7.4
E00047389,85.7,11.4,2.9
E00047390,85,11.9,3.1
E00047391,77.8,16.5,5.7
E00047392,84.3,10.8,5
E00047393,81.1,11.3,7.6
E00047396,78.7,16.4,4.9
E00047399,80.2,14.2,5.5
E00047403,77,17.2,5.7
E00047404,78.5,16,5.5
E00047408,78.7,14.4,6.9
E00047410,82.6,12.9,4.5
E00047411,82.2,11.4,6.4
E00047414,79.7,15.7,4.6
E00047415,76,18.4,5.6
E00047417,77.8,17.7,4.4
E00047421,83.9,9.7,6.4
E00047423,82.5,10.8,6.7
E00047424,79,13.6,7.4
E00047425,81.4,10.7,7.8
E00047431,81.2,9.5,9.3
E00047435,85.7,11.1,3.2
E00047440,83.1,13.1,3.8
E00047443,71.9,17.6,10.5
E00047444,77.8,14.1,8
E00047599,80.5,11.9,7.6
E00047601,78.7,12.8,8.4
E00047602,79.5,15.6,4.9
E00047603,81.6,15.4,3
E00047604,80,13.1,6.9
E00047605,80.3,13.9,5.8
E00047606,77.3,15.2,7.5
E00047607,81,14.8,4.3
E00047608,73.6,15.4,11
E00047609,71.6,23.3,5.1
E00047610,82.1,12.2,5.8
E00047611,79,14.8,6.2
E00047612,76.2,12.5,11.3
E00047614,70.9,20.9,8.2
E00047616,65,23.4,11.5
E00047617,72.8,18.7,8.5
E00047618,75,17.3,7.7
E00047619,85.6,11.5,3
E00047620,78,15,7
E00047621,70.3,20.3,9.4
E00047622,70.7,18.2,11.1
E00047623,69.1,19.3,11.5
E00047624,79.3,16.2,4.5
E00047625,87.2,9.2,3.6
E00047626,81.1,13.5,5.3
E00047627,79.7,11.6,8.7
E00047628,78.9,16.9,4.1
E00047629,80.8,11.4,7.9
