areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00083820,8.6,26.1,2.3,60.4,2.7
E00083822,5.2,28.3,2.8,62.2,1.6
E00083823,7.2,30.2,1.4,58.7,2.6
E00083824,19.4,33.3,5.1,38.1,4
E00083828,22.1,29.9,2.7,42.5,2.7
E00083829,17.2,45.8,6.2,29.1,1.8
E00083830,12,33.9,5.6,44,4.5
E00083831,9,34.1,2.4,52.5,2
E00083832,8.7,31.1,2.6,56.1,1.6
E00083833,8.1,37,4.5,47.6,2.8
E00083834,14.7,35.9,1.2,47.6,0.6
E00083835,8.3,30.6,2.4,55.9,2.8
E00083836,7.4,28.8,2.2,58.7,2.9
E00083837,4.8,33.1,2,58.6,1.4
E00083848,6.1,31.9,3.9,55.2,2.9
E00083850,11.2,32.9,3.1,50.2,2.7
E00083851,5.7,32.1,2.7,56.5,3
E00155432,2.2,29.9,2.6,61.6,3.7
E00155433,5.9,36.4,2.6,53.1,2
E00155434,18.3,34.1,2.6,44,1.1
E00155436,5.9,49.5,7.7,34.7,2.3
E00155437,16.9,50.7,5.3,27.1,0
E00155438,7.4,57.4,5.4,28.1,1.7
E00155439,14.3,40.9,4.7,37.9,2.3
E00155446,12.3,31.4,7.8,46.1,2.5
E00155450,8.3,36,4.1,48.8,2.9
E00155451,17.2,40.5,6.2,33.5,2.6
E00155453,14.7,33.8,4.9,44.6,2
E00156448,9.3,28.6,5.2,54.4,2.4
E00156449,21.8,32.6,5.7,37.1,2.8
E00156450,13.6,43,5.7,36.8,0.9
E00156452,12.3,37.9,5.5,39.5,4.7
E00156453,23.4,34.3,5.1,32.6,4.6
E00156454,17.2,37.5,3.9,38.9,2.5
E00156455,6,48.9,3.4,39.8,1.9
E00156458,14.6,41.7,4.5,36,3.2
E00156459,18,36.3,4.3,36,5.3
E00156462,12.7,19.8,3.4,60.8,3.4
E00156463,20.7,35,4.6,37.6,2.1
E00156464,8.3,44.2,3.9,43.1,0.6
E00156465,16.3,45.5,5.1,31.5,1.6
E00156505,13.5,32.1,5.8,45.5,3.2
E00156515,11.3,28.8,5.4,53.2,1.4
E00156516,8.2,35.5,1.6,52.3,2.3
E00156517,6.8,32.1,2.5,56.8,1.8
E00156519,10.2,32.6,2.3,52,3
E00156520,9.9,29.8,4.3,54.3,1.8
E00156521,11.4,32.5,4.1,50.4,1.6
E00156522,8.7,30.7,2.5,56.3,1.8
E00156848,13.7,40.1,6.6,35.2,4.4
E00156849,5.8,44.7,5.1,41,3.4
E00156850,7.3,39.9,6.4,42.9,3.4
E00156852,24.1,34.2,7.5,29.9,4.3
E00156853,14.5,39.2,7.9,36.6,1.8
E00156854,10.5,38.8,5.3,43.5,1.9
E00156855,13.5,44.7,5.5,35,1.3
E00156856,8.4,46.4,6,37.6,1.6
E00156857,16.1,35.9,4.3,42.2,1.4
E00156858,8.1,41.3,4.2,44.4,1.9
E00156859,6.3,50,5.5,34.4,3.9
E00156861,17.1,38.3,4.6,35.1,4.9
E00156862,13.6,41.2,4.4,36.4,4.4
E00156863,19.2,37.8,7,32.6,3.5
E00156864,23.5,45.6,3.7,23.5,3.7
E00156865,13.1,43,4.5,36.9,2.5
E00156866,18.9,48.6,6.6,24.5,1.4
E00156867,11.1,42.5,8.8,35.4,2.2
E00156868,7.8,42,6.5,41.6,2
E00156869,13.4,44.8,4,36.5,1.4
E00156870,14,47.1,7,28.1,3.7
E00156871,8.9,46.7,4.2,36.4,3.7
E00156872,11.7,41.9,5.6,37.5,3.2
E00156875,17.9,35.4,7,36.1,3.6
E00156876,17.6,41.2,7.7,32.2,1.2
E00156877,7.1,38.1,1.3,52.2,1.3
E00156878,24.2,39.5,4.5,29.1,2.7
E00156879,11.2,32.7,2.9,51.3,1.9
E00156880,16.4,32.4,6.3,43.2,1.7
E00156881,24.2,38.2,3.4,32.7,1.5
E00156882,17.4,39.7,5,35.5,2.5
E00156883,17.2,29.1,4.4,44.9,4.4
E00156884,8.2,37.7,3.2,47.7,3.2
E00156885,13.2,35.9,3.7,45.4,1.7
E00156886,9.4,41.6,6.1,40.4,2.4
E00156887,8.3,39,4.8,45.2,2.6
E00156888,9.6,33.6,4.4,51.2,1.2
E00156889,20.9,43.3,7.9,26.4,1.4
E00156890,27.2,46.5,4.7,19.7,1.9
E00156929,8,37,3.3,48.9,2.9
E00156930,9.9,46.2,5.1,34.8,4
E00156933,10.5,45.4,2.9,39.1,2.1
E00156936,6.8,43.8,4.5,44.9,0
E00156937,5.9,48.3,3.8,41.1,0.8
E00156939,8.3,41.4,5.1,43.8,1.4
E00156940,12.7,44,5.2,35.7,2.4
E00156943,5.9,52.1,2.9,38.7,0.4
E00156944,10.2,43,4.1,41.4,1.2
E00156946,13.3,40.7,2.6,40.4,3
E00156947,8.9,36.6,2.3,52.1,0
E00156948,27.5,32.1,9.3,27.5,3.6
E00156949,12.4,39.1,4,40.5,4
E00156950,7.3,30.4,3.1,57.8,1.4
E00156951,13.9,37.5,5.6,39.7,3.4
E00156952,9.8,44.4,6,35,4.7
E00156953,23,44.4,4.6,25.1,2.9
E00156954,13.8,41.1,4.5,40.2,0.4
E00156955,7.6,44.7,5.1,39.6,2.9
