areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00083820,4.6,22,73.4
E00083822,6.1,26.5,67.4
E00083823,8.2,30.9,60.9
E00083824,4.8,42.4,52.8
E00083828,8.2,28.8,63
E00083829,6.4,27.3,66.4
E00083830,2.2,51.9,45.9
E00083831,2.5,18.2,79.3
E00083832,5.9,30.7,63.4
E00083833,11.3,20.9,67.8
E00083834,8.4,33.7,57.9
E00083835,1.3,31.6,67.1
E00083836,6.5,13.7,79.9
E00083837,5.5,15.2,79.3
E00083848,3.1,16.2,80.8
E00083850,8.1,16.2,75.7
E00083851,4.1,8.1,87.8
E00155432,5.7,17.9,76.4
E00155433,4.6,25.2,70.2
E00155434,5.3,21.8,72.9
E00155436,4.5,9.9,85.6
E00155437,9.8,9.8,80.4
E00155438,10.3,5.2,84.5
E00155439,2.4,34.8,62.8
E00155446,7.5,20.8,71.7
E00155450,7.4,24.8,67.8
E00155451,6.7,18.1,75.2
E00155453,3.8,28.6,67.6
E00156448,8.3,16.5,75.2
E00156449,7.4,45.1,47.4
E00156450,2.6,21.9,75.4
E00156452,3.3,18.2,78.5
E00156453,0,57.5,42.5
E00156454,7.1,12.4,80.5
E00156455,6.1,18.3,75.6
E00156458,6.4,32.8,60.8
E00156459,9.5,27.9,62.6
E00156462,15,36.1,48.9
E00156463,4.5,24.1,71.4
E00156464,0,43.5,56.5
E00156465,6.3,28.3,65.4
E00156505,8.7,24.6,66.7
E00156515,4.6,25.9,69.4
E00156516,7.7,19.7,72.6
E00156517,4.6,24.8,70.6
E00156519,5.5,14.5,80
E00156520,8.1,24.4,67.4
E00156521,4.3,15.5,80.2
E00156522,9.6,19.2,71.2
E00156848,8.5,15.4,76.1
E00156849,7.1,28.4,64.5
E00156850,3.5,16.8,79.6
E00156852,4.2,56.7,39.2
E00156853,4.2,34.2,61.7
E00156854,2.5,35.3,62.2
E00156855,6,19.7,74.4
E00156856,2.2,26.3,71.5
E00156857,5.6,16.7,77.8
E00156858,5.8,26.6,67.6
E00156859,12.2,30.6,57.1
E00156861,7,28.2,64.8
E00156862,5.7,28.4,66
E00156863,3.3,66.7,30.1
E00156864,3.2,37.3,59.5
E00156865,4.6,29.8,65.6
E00156866,6.1,31.3,62.6
E00156867,4.1,27.6,68.3
E00156868,3.6,29.7,66.7
E00156869,5.4,20.9,73.6
E00156870,3.8,32.3,63.8
E00156871,6.3,27,66.7
E00156872,2.4,26.6,71
E00156875,6.9,14.9,78.2
E00156876,3.7,14.8,81.5
E00156877,3.5,25.2,71.3
E00156878,3.4,29.9,66.7
E00156879,3.5,18.3,78.2
E00156880,4.7,23.3,72
E00156881,8.3,21.8,69.9
E00156882,7,25.8,67.2
E00156883,3.3,34.1,62.6
E00156884,4.6,34.6,60.8
E00156885,6.4,22.7,70.9
E00156886,5.3,19.8,74.8
E00156887,0,32.3,67.7
E00156888,7,26.6,66.4
E00156889,3.9,31.2,64.9
E00156890,9.2,34.2,56.7
E00156929,8.7,18.3,73
E00156930,5.1,12.7,82.2
E00156933,4,23,73
E00156936,1.5,11.5,86.9
E00156937,0.7,45.6,53.7
E00156939,0.9,22.7,76.4
E00156940,3.2,17.5,79.4
E00156943,7.7,17.1,75.2
E00156944,2.4,26.2,71.4
E00156946,4.9,32.8,62.3
E00156947,3.2,42.6,54.2
E00156948,2.3,57.8,39.8
E00156949,2.9,28.7,68.4
E00156950,4.6,10.8,84.6
E00156951,5.8,18.2,76
E00156952,6.3,25.2,68.5
E00156953,3.3,25.8,70.8
E00156954,1.9,25,73.1
E00156955,4.8,16.1,79
E00156956,2.3,22.3,75.4
E00156957,8,10.4,81.6
E00156958,5,19.3,75.6
E00156959,6.8,15.4,77.8
E00156960,5.6,22.6,71.8
E00156961,0.8,38.7,60.5
E00156962,0.8,48.4,50.8
E00156963,3.3,20.7,76
E00156964,7.9,21.3,70.9
E00156965,2.1,29.1,68.8
E00156966,3.1,36.2,60.8
E00156967,6.1,16.8,77.1
E00156968,5,12,83
E00157077,4.1,13.9,82
E00157078,0.8,8.6,90.6
E00157080,6.6,14.5,78.9
E00157081,4,18.3,77.8
E00157082,5.6,23.1,71.3
E00157083,5,15,80
E00157084,6.1,14,79.8
E00157085,0.8,10.7,88.5
E00157087,1.7,31.9,66.4
E00157088,2.9,27.9,69.2
E00157089,5.9,17.6,76.5
E00157090,6,14.5,79.5
E00157091,4.6,28.5,66.9
E00157092,2.2,42,55.8
E00157093,1.6,20.8,77.6
E00157094,2.3,19.5,78.2
E00157095,0,21.4,78.6
E00157096,3.4,20.5,76.1
E00157097,4.7,20.3,75
E00157098,2.8,23.9,73.4
E00157099,2.1,36.4,61.4
E00157100,5.3,18.8,75.9
E00157101,3.1,22.7,74.2
E00157102,6.5,32.6,60.9
E00157103,3.3,14.9,81.8
E00157104,5.3,28.3,66.4
E00157750,5.8,11.5,82.7
E00157751,4.5,15.9,79.5
E00157752,6.6,5.7,87.7
E00157753,5.3,25.4,69.3
E00157754,5.1,16.1,78.8
E00157755,7.2,26.1,66.7
E00157756,1.1,26.1,72.7
E00157757,11.9,9.5,78.6
E00157758,8.4,12.9,78.7
E00157759,7.9,30.3,61.8
E00157784,8.9,22.6,68.5
E00157785,10.2,25.2,64.6
E00157786,6.6,39.3,54.1
E00157787,7.4,21.3,71.3
E00157788,11.3,23.6,65.1
E00157789,3.1,26.2,70.8
E00157790,6.2,16.2,77.7
E00157791,5.6,27.9,66.5
E00157792,0.9,38.1,61.1
E00157793,1.7,28.2,70.1
E00157794,9.7,35.8,54.5
E00157795,7,32.8,60.2
E00157796,1.9,35.8,62.3
E00157797,4.2,25.4,70.3
E00157798,3.1,59.5,37.4
E00157799,8.3,28.9,62.8
E00157800,10.3,22.2,67.5
E00157801,5.6,39.3,55.1
E00157802,5.7,24.5,69.8
E00157803,5,34.5,60.4
E00157804,1.8,44,54.1
E00157806,2.9,40.2,56.9
E00157807,1.5,43.8,54.7
E00157808,2.9,25.5,71.5
E00157810,8.2,19.7,72.1
E00157811,5.8,22.5,71.7
E00157812,8.2,24.5,67.3
E00157813,3.1,38.8,58.1
E00157814,3.4,24.1,72.4
E00157815,7,24.8,68.2
E00157816,7.8,19.1,73
E00157817,4.8,32.8,62.4
E00157818,4.6,32.8,62.6
E00157819,2,57.4,40.6
E00157820,3.9,33.1,63
E00157821,5.8,26.7,67.5
E00157822,2.5,27.9,69.7
E00157823,5.7,39,55.3
E00157824,6.7,9.2,84
E00157825,2.3,28.1,69.5
E00157826,4.3,38.3,57.4
E00157827,4.8,20,75.2
E00157828,4.3,17.9,77.8
E00157829,5,16.7,78.3
E00157830,4.5,21.6,73.9
E00157831,8.3,19.3,72.5
E00157832,3.2,19.4,77.4
E00157833,6.7,33.3,60
E00157834,3.2,30.4,66.4
E00157835,2.7,38.7,58.6
