areacd,disability_3a-001,disability_3a-002
E00083820,6.9,93.1
E00083822,9,91
E00083823,9.8,90.2
E00083824,28.9,71.1
E00083828,18.1,81.9
E00083829,15.3,84.7
E00083830,18.6,81.4
E00083831,10.2,89.8
E00083832,14.5,85.5
E00083833,12.7,87.3
E00083834,11.3,88.7
E00083835,9,91
E00083836,7.6,92.4
E00083837,8.6,91.4
E00083848,10.1,89.9
E00083850,15.5,84.5
E00083851,7,93
E00155432,8.4,91.6
E00155433,11.6,88.4
E00155434,15.2,84.8
E00155436,7.2,92.8
E00155437,13.8,86.2
E00155438,7.9,92.1
E00155439,17.6,82.4
E00155446,15.6,84.4
E00155450,14.5,85.5
E00155451,19.8,80.2
E00155453,11.7,88.3
E00156448,11,89
E00156449,14.4,85.6
E00156450,14.9,85.1
E00156452,13.2,86.8
E00156453,19.3,80.7
E00156454,17.1,82.9
E00156455,11.6,88.4
E00156458,16.6,83.4
E00156459,13.4,86.6
E00156462,5.5,94.5
E00156463,17.7,82.3
E00156464,6.9,93.1
E00156465,16.1,83.9
E00156505,9.1,90.9
E00156515,10.3,89.7
E00156516,9.1,90.9
E00156517,7.1,92.9
E00156519,10.8,89.2
E00156520,11.4,88.6
E00156521,12,88
E00156522,12.9,87.1
E00156848,16.4,83.6
E00156849,11.9,88.1
E00156850,11.5,88.5
E00156852,26.5,73.5
E00156853,14.5,85.5
E00156854,8.2,91.8
E00156855,8.5,91.5
E00156856,11.8,88.2
E00156857,11.5,88.5
E00156858,7.5,92.5
E00156859,7.8,92.2
E00156861,23.3,76.7
E00156862,13.9,86.1
E00156863,22.8,77.2
E00156864,20.3,79.7
E00156865,11.9,88.1
E00156866,16.2,83.8
E00156867,13.5,86.5
E00156868,10.4,89.6
E00156869,15.2,84.8
E00156870,19.5,80.5
E00156871,14.2,85.8
E00156872,9.3,90.7
E00156875,37.2,62.8
E00156876,14.4,85.6
E00156877,8,92
E00156878,16.7,83.3
E00156879,10.1,89.9
E00156880,13.9,86.1
E00156881,12.9,87.1
E00156882,13.4,86.6
E00156883,16.9,83.1
E00156884,9.9,90.1
