areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00083820,56.1,2.2,41.7
E00083822,59.5,2,38.5
E00083823,52.3,3,44.7
E00083824,33,2.9,64.1
E00083828,60.8,3.7,35.5
E00083829,58.7,4,37.3
E00083830,44.5,1.4,54.1
E00083831,55.5,2.3,42.2
E00083832,48.4,2.2,49.4
E00083833,65.3,2.1,32.6
E00083834,66.1,1.8,32.2
E00083835,59.2,0.3,40.4
E00083836,54,1.9,44.1
E00083837,54.9,1.4,43.7
E00083848,63.3,1.1,35.6
E00083850,43.3,1.7,54.9
E00083851,55.2,3.4,41.4
E00155432,65.6,3.3,31.1
E00155433,59.7,3.3,37
E00155434,55.9,3,41.1
E00155436,70.3,4.5,25.2
E00155437,76.1,6.2,17.7
E00155438,78,2.9,19.1
E00155439,63.7,3.3,33
E00155446,54.1,1,44.9
E00155450,66.1,1.7,32.2
E00155451,59.1,1.3,39.6
E00155453,66.3,3,30.7
E00156448,52.4,1.6,46
E00156449,58.9,2.9,38.3
E00156450,58.8,2.2,39
E00156452,49.6,2.8,47.6
E00156453,48.6,1.7,49.7
E00156454,55.7,2.1,42.2
E00156455,65,1.9,33.1
E00156458,45.1,3.7,51.2
E00156459,60.1,2.7,37.2
E00156462,83,3.4,13.6
E00156463,63.4,3.4,33.2
E00156464,82.7,4.5,12.8
E00156465,58.6,2.7,38.7
E00156505,65,3.2,31.8
E00156515,49.3,2.7,48
E00156516,63.5,0.4,36.1
E00156517,66.8,4.6,28.6
E00156519,69.1,2.6,28.3
E00156520,60.9,2.5,36.6
E00156521,56,0,44
E00156522,53.7,3.6,42.7
E00156848,62.4,4.4,33.2
E00156849,66.2,2,31.7
E00156850,51.1,1.7,47.2
E00156852,53.2,2.1,44.7
E00156853,58.4,4,37.6
E00156854,76.3,1.9,21.7
E00156855,66.4,2.5,31.1
E00156856,71.4,2.4,26.2
E00156857,62.4,2.3,35.3
E00156858,72.4,2,25.6
E00156859,65.6,2.3,32
E00156861,56.4,2,41.6
E00156862,65.8,3.3,30.9
E00156863,52,2.3,45.6
E00156864,62.3,2.8,34.9
E00156865,62.4,3.7,33.9
E00156866,61.5,5.6,32.9
E00156867,72,1.3,26.7
E00156868,72.5,2.9,24.6
E00156869,68.2,1.8,30
E00156870,50.2,2.9,46.9
E00156871,74.5,1.9,23.6
E00156872,58.5,2.4,39
E00156875,44.7,3,52.3
E00156876,56.9,3.4,39.7
E00156877,70.2,0.4,29.4
E00156878,57.9,4.5,37.6
E00156879,54.5,2.9,42.6
E00156880,57.3,3.1,39.5
E00156881,56.7,1.8,41.4
E00156882,58.5,4.1,37.3
E00156883,50.7,0.4,48.9
E00156884,57.7,1.1,41.2
E00156885,52.7,2,45.2
E00156886,59.8,1.2,38.9
E00156887,51.3,2.6,46.1
E00156888,58.2,2,39.8
E00156889,55.3,1.4,43.3
