areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00081833,85.6,10.7,3.7
E00081834,75.6,12.4,12
E00081835,82,11.2,6.8
E00081836,87.8,10.8,1.4
E00081837,77.2,17,5.8
E00081838,87.5,8.4,4.2
E00081839,85.1,11.7,3.3
E00081840,88.3,9.1,2.6
E00081841,90.3,9,0.7
E00081842,89.5,8.2,2.4
E00081843,82.2,13.7,4.1
E00081844,86.7,9.5,3.7
E00081845,83.6,13,3.4
E00081846,86.7,9.7,3.6
E00081847,85.4,12,2.5
E00081848,82.3,14.1,3.6
E00081849,84.1,9.8,6.1
E00081850,89.8,6.7,3.5
E00081851,83.2,12.8,4.1
E00081852,86.3,9.1,4.6
E00081853,90.7,8,1.3
E00081854,84.7,11.3,4
E00081855,95.4,4.6,0
E00081856,84.5,12.2,3.3
E00081857,86.4,11.8,1.8
E00081858,84.9,12.7,2.4
E00081859,86.4,11.7,1.9
E00081860,89.3,7.3,3.4
E00081862,88.9,9.1,2
E00081863,90.3,9.1,0.6
E00081864,88.2,8.4,3.4
E00081865,84.4,13.6,1.9
E00081866,90.9,7.6,1.5
E00081872,89.3,7.9,2.8
E00081873,84.6,8.3,7.1
E00081874,85.5,10.2,4.3
E00081875,79.4,15.6,4.9
E00081876,81,15.7,3.3
E00081877,83,12.2,4.8
E00081878,77,15.4,7.5
E00081879,80.8,14.1,5.1
E00081880,87,11.3,1.7
E00081884,89.8,8.8,1.4
E00081885,87.8,9.9,2.3
E00081886,93.4,4.8,1.8
E00081890,89.1,8.2,2.7
E00081891,65.1,21.5,13.4
E00081892,86.1,8.7,5.3
E00081893,87.2,10,2.8
E00081894,92.3,5.5,2.2
E00081895,86.3,8.3,5.4
E00081896,91.3,6.5,2.3
E00081897,75.1,16.3,8.6
E00081898,83.1,11.7,5.2
E00081900,81.3,13.1,5.7
E00081901,92.3,6.9,0.8
E00081902,84.5,11,4.4
E00081903,83.7,12.3,4
E00081904,87.3,10.6,2.1
E00081905,85.6,11.1,3.3
E00081906,89.8,8.8,1.4
E00081907,88.7,9,2.3
E00081908,88.4,9.6,2
E00081910,87.6,8.8,3.6
E00081911,84.7,12.9,2.4
E00081912,83.1,12.2,4.7
E00081919,79.9,15,5.1
E00081921,79.9,16.4,3.7
E00081922,87.1,10,2.9
E00081923,85.4,11.4,3.1
E00081924,85.4,10.9,3.6
E00081925,67.6,20.6,11.8
E00081926,81.7,12.8,5.5
E00081927,80.1,14.2,5.7
E00081928,85.2,12.4,2.4
E00081929,84.6,11,4.4
E00081930,83.2,12.3,4.5
E00081931,85.4,11.4,3.2
E00081932,86.1,12.2,1.7
E00081933,89.3,7.3,3.4
E00081934,82.4,15,2.7
E00081935,83.1,13,3.9
E00081936,87.3,11.5,1.2
E00081937,85.1,10.9,4
E00081938,89,9.4,1.6
E00081939,83.3,14.3,2.3
E00081940,81.5,13.7,4.8
E00081941,81.7,13.9,4.4
E00081942,86.4,10.1,3.6
E00081943,80.3,15.6,4.1
E00081944,86.9,10.1,3
E00081945,81.4,16.5,2.1
E00081946,88.7,8.4,2.9
E00081947,83,13.1,3.9
E00081948,84.5,12.2,3.3
E00081949,86.6,9.3,4
E00081950,85.2,9.5,5.2
E00081951,85.5,11.7,2.7
E00081952,81.6,11.9,6.5
E00081953,88.7,9.2,2.1
E00081954,89.2,9,1.7
E00081955,87.7,9.8,2.5
E00081956,79,14.2,6.8
E00081957,88.1,6.3,5.6
E00081958,81.7,14.8,3.5
E00081959,79.9,15.4,4.8
E00081960,88,9.3,2.7
E00081961,81.5,15.5,3
E00081962,83.2,13.4,3.4
E00081963,75.9,18.7,5.4
E00081964,81.8,11.4,6.8
E00081965,70,19.4,10.6
E00081966,87.9,8.9,3.1
E00081967,86.3,9.7,4
E00081993,70.6,19.5,9.9
E00081994,88.6,6.4,5
E00081995,85.9,10.4,3.7
E00081996,94.6,5.1,0.3
E00081997,90.5,7.3,2.2
E00081998,88.3,9.6,2
E00081999,87.2,10.5,2.3
E00082000,93.8,4.9,1.2
E00082001,89.8,7.1,3.2
E00082002,87.5,9.2,3.4
E00082003,91.5,6.5,2.1
E00082004,87.1,11.4,1.6
E00082005,88.4,8.8,2.8
E00082006,78.8,18.6,2.7
E00082008,80.5,15.2,4.3
E00082010,83.8,13.2,2.9
E00082018,82.8,11.6,5.6
E00082019,82.7,14.3,3.1
E00082020,81.9,14.5,3.6
E00082024,87.5,8.6,3.9
E00082025,89.4,8.5,2.1
E00082026,89.5,9,1.4
E00082027,86.4,11,2.6
E00082028,87.9,9.8,2.3
E00082029,87.7,8.3,4
E00082030,89.9,7.9,2.2
E00082031,90.7,6.6,2.7
E00082032,79.9,13.8,6.3
E00082033,87.4,8.7,3.9
E00082034,89,9.4,1.7
E00082035,87.5,11.1,1.5
E00082036,91.9,8.1,0
E00082037,88.7,9.4,1.9
E00082038,88.2,9.7,2.1
E00082039,85,9.5,5.5
E00082040,88.1,8.5,3.4
E00083955,92.7,7.3,0
E00083969,89.1,8.7,2.2
E00083970,93,6,1
E00083978,95,3.8,1.2
E00083979,81,14.7,4.4
E00083980,91.4,7.4,1.2
E00083981,84.7,13.5,1.8
E00083982,92.2,7.3,0.5
E00083983,82,14.6,3.4
E00083984,89.8,7.7,2.6
E00083985,86.9,9.7,3.5
E00083986,89,8.4,2.6
E00083987,88.5,9.4,2.1
E00083988,93.3,6.1,0.6
E00083989,90.1,7,2.9
E00083990,92.8,5.9,1.3
E00083991,91.7,6.7,1.6
E00083992,90.2,8.3,1.5
E00083993,87,9.3,3.8
E00083994,89.9,7.5,2.5
E00083995,92.3,4.9,2.9
E00083996,85.3,8.5,6.2
E00083997,91.3,7.2,1.6
E00083998,80.7,15,4.3
E00083999,86.2,8.6,5.3
E00084000,73.4,16.9,9.7
E00084003,77.5,15.1,7.4
E00084004,87.2,10.2,2.6
E00084005,80.5,14.7,4.8
E00084006,89.7,8,2.4
E00084007,85.7,11.2,3.1
E00084009,91.3,6.4,2.3
E00084010,87.3,9.4,3.2
E00084011,86.3,12.6,1.1
E00084261,90.3,7.3,2.3
E00084276,95.6,4.4,0
E00084301,88.6,9.8,1.5
E00084302,84.5,11.7,3.8
E00084303,91.1,6.2,2.7
E00084304,90,8.1,1.9
E00084305,89.1,7.3,3.6
E00084306,91,7.5,1.6
E00084307,89.5,9,1.4
E00084308,88.5,9.1,2.4
E00084309,92.5,6.6,0.9
E00084310,85.1,10,5
E00084311,80.7,14,5.3
E00084312,91.1,8,0.9
E00084313,89.6,8,2.5
E00084314,93.9,4.8,1.3
E00084315,92.9,5.7,1.3
E00084316,83.9,12.2,3.9
E00084317,90,8.6,1.4
E00084318,86.3,9.5,4.1
E00084319,87.8,11.5,0.8
E00084320,87.9,9.4,2.7
E00084321,83.8,14,2.2
E00084322,88.6,8.9,2.5
E00084323,89.5,8.3,2.2
E00084324,92.2,5.9,2
E00116092,85.8,11,3.2
E00116094,88.5,7.6,3.8
E00116096,83.2,11.9,4.9
E00116097,86.6,10.4,3
E00116098,76.1,19.3,4.6
E00116099,82.5,11.9,5.6
E00116100,83.6,10.9,5.6
E00116101,83.8,12.9,3.2
E00116102,82.7,13.3,4
E00116103,82.4,14.8,2.8
E00116104,90.1,8.5,1.4
E00116105,88,10.6,1.4
E00116151,91.6,6.3,2.1
E00116152,84.2,11.3,4.5
E00116154,88.5,8.6,2.9
E00116155,92.5,6.6,1
E00116191,91.5,8,0.6
E00116192,89.9,8.3,1.8
E00116194,88.9,7.7,3.4
E00116195,89.9,8.2,1.9
E00116197,91.2,6.3,2.4
E00116198,88.8,6.4,4.8
E00116199,91.9,7.7,0.4
E00116200,90.9,6.7,2.4
E00116230,83.1,13.7,3.2
E00116231,81.7,12.4,5.9
E00116232,85.2,11.2,3.6
E00116233,81.5,13.4,5.1
E00116234,88.1,9.8,2.2
E00116235,81.4,13.3,5.3
E00116236,78.8,17.7,3.5
E00116237,87.4,9.2,3.4
E00116238,84.3,14.2,1.6
E00116239,89.4,7.3,3.3
E00116240,90,8.9,1.1
E00116241,89.4,8.3,2.3
E00116242,86.2,11.5,2.3
E00116243,79.8,14.6,5.6
E00116244,87.9,9.9,2.2
E00116245,88.9,8.8,2.3
E00116309,79.9,13.2,6.9
E00116310,79.5,15.3,5.1
E00116311,84.4,11.7,3.8
E00116312,91.4,7.2,1.4
E00116313,86.4,10.5,3
E00116314,86.5,9.7,3.9
E00116315,89,7.4,3.5
E00116316,90.3,8.6,1.1
E00116317,90.1,9,0.9
E00116318,85.3,10.8,3.9
E00116319,83.4,9.3,7.3
E00116320,84.7,9.4,5.9
E00116321,81.3,15.6,3.1
E00116322,78.6,15.8,5.6
E00116323,82.8,12.3,4.9
E00116324,80.1,11.4,8.5
E00116325,87.4,10.8,1.7
E00116326,91.6,7.4,1.1
E00116327,82.2,12.9,4.9
E00116328,89.6,8.2,2.2
E00116329,89.1,8.5,2.5
E00116330,83.4,12.1,4.5
E00116331,87.7,9.8,2.6
E00116332,86.2,11.5,2.3
E00116333,83.4,11.7,4.9
E00116334,87.2,8.2,4.6
E00116335,79.5,15.5,5
E00116336,89.2,8.7,2.1
E00116337,94.5,4.8,0.7
