areacd,in_full_time_education-001,in_full_time_education-002
E00155231,16.5,83.5
E00155232,14.5,85.5
E00155233,18.5,81.5
E00155234,15.4,84.6
E00155235,10.6,89.4
E00155236,21.7,78.3
E00155237,27.1,72.9
E00155238,26.1,73.9
E00155239,21,79
E00155240,26.5,73.5
E00155241,19.2,80.8
E00155242,25.5,74.5
E00155243,24.8,75.2
E00155244,25.5,74.5
E00155245,28.3,71.7
E00155246,24.5,75.5
E00155247,18.3,81.7
E00155248,29.6,70.4
E00155249,11.6,88.4
E00155250,18.1,81.9
E00155251,24.8,75.2
E00155252,25.2,74.8
E00155253,26.6,73.4
E00155254,19.2,80.8
E00155255,20.1,79.9
E00155256,22.9,77.1
E00155257,21.9,78.1
E00155259,25.6,74.4
E00155260,23.7,76.3
E00155261,21.2,78.8
E00155262,21.3,78.7
E00155263,23.1,76.9
E00155264,25.2,74.8
E00155303,30.8,69.2
E00155304,14.9,85.1
E00155305,31.2,68.8
E00155306,24,76
E00155307,19,81
E00155309,28.6,71.4
E00155310,23.5,76.5
E00155311,32.6,67.4
E00155312,18.9,81.1
E00155313,27.5,72.5
E00155314,24,76
E00155315,48.8,51.2
E00155316,28.5,71.5
E00155317,37.7,62.3
E00155318,22.1,77.9
E00155319,30.4,69.6
E00155320,32.5,67.5
E00155321,25.7,74.3
E00155322,19.1,80.9
E00155323,19.6,80.4
E00155324,16.9,83.1
E00155325,12.9,87.1
E00155326,17.9,82.1
E00155327,28.9,71.1
E00155328,18.3,81.7
E00155329,25.4,74.6
E00155330,30.6,69.4
E00155331,34.9,65.1
E00155332,19.2,80.8
E00155333,24.5,75.5
E00155334,19.1,80.9
E00155335,19.7,80.3
E00155336,19.8,80.2
E00155337,17.9,82.1
E00155338,17.4,82.6
E00155339,28.9,71.1
E00155340,15,85
E00155341,18.3,81.7
E00155342,15.2,84.8
E00155343,26.1,73.9
E00155344,21.5,78.5
E00155345,19.4,80.6
E00155346,20.7,79.3
E00155347,16.8,83.2
E00155348,18.5,81.5
E00155349,12.9,87.1
E00155350,14.3,85.7
E00155351,12.6,87.4
E00155352,13.8,86.2
E00155353,13.3,86.7
E00155354,25.2,74.8
E00155355,20.4,79.6
E00155356,9.1,90.9
E00155357,21.9,78.1
E00155358,17,83
E00155359,17.9,82.1
E00155368,24.8,75.2
E00155369,21.2,78.8
E00155370,28,72
E00155371,22.9,77.1
E00155372,21.9,78.1
E00155373,30.8,69.3
E00155374,22.4,77.6
E00155375,19.9,80.1
E00155376,26.8,73.2
E00155378,33.8,66.2
E00155379,26,74
E00155381,20.3,79.7
E00155382,22.8,77.2
E00155384,24.7,75.3
E00155385,20.5,79.5
E00155386,26.4,73.6
E00155387,23.4,76.6
E00155388,13.1,86.9
E00155389,21.7,78.3
E00155390,18.1,81.9
E00155391,21.3,78.7
E00155392,16.2,83.8
E00155393,20.2,79.8
E00155394,19,81
E00155395,21.6,78.4
E00155396,26.7,73.3
E00155397,14.2,85.8
E00155398,18,82
E00155399,17.5,82.5
E00155400,10.9,89.1
E00155401,16.8,83.2
E00155402,15.1,84.9
E00155403,0.4,99.6
E00155404,25,75
E00155405,26.8,73.2
E00155406,27.4,72.6
E00155407,28.2,71.8
E00155409,47.3,52.7
E00155410,54.9,45.1
E00155412,67.7,32.3
E00155413,41.6,58.4
E00155415,31,69
E00155416,22.1,77.9
E00155417,33,67
E00155418,23.2,76.8
E00155419,26.9,73.1
E00155420,25.6,74.4
E00155421,16.6,83.4
E00155422,17.2,82.8
E00155426,18.6,81.4
E00155427,25.4,74.6
E00155428,27.2,72.8
E00155429,17.2,82.8
E00155430,16,84
E00155435,28.3,71.7
E00155440,18.7,81.3
E00155441,23.1,76.9
E00155448,22.1,77.9
E00155454,17.7,82.3
E00155455,23.6,76.4
E00155456,21.4,78.6
E00155457,18.4,81.6
E00155458,19.6,80.4
E00155459,23.4,76.6
E00155460,14.3,85.7
E00155461,16.7,83.3
E00155462,18.8,81.3
E00155463,22.6,77.4
E00155464,19,81
E00155465,20.8,79.2
E00155466,14,86
E00155467,19.1,80.9
E00155468,25,75
E00155469,10.4,89.6
E00155470,16.5,83.5
E00155471,31.5,68.5
E00155472,15.6,84.4
E00155473,18.5,81.5
E00155474,26.6,73.4
E00155475,23.9,76.1
E00155476,25.5,74.5
E00155477,23.9,76.1
E00155478,16.5,83.5
E00155479,18.1,81.9
E00155480,18,82
E00155481,24.3,75.7
E00155482,22.6,77.4
E00155483,27.1,72.9
E00155484,21.9,78.1
E00155485,28.9,71.1
E00155486,16.6,83.4
E00155487,18.8,81.2
E00155488,18.1,81.9
E00155489,14.5,85.5
E00155490,17.7,82.3
E00155491,30.9,69.1
E00155492,25.8,74.2
E00155493,16.6,83.4
E00155495,50.2,49.8
E00155497,18,82
E00155498,13.1,86.9
E00155499,23.4,76.6
E00155501,20.6,79.4
E00155502,15.8,84.2
E00155503,18.9,81.1
E00155504,21.3,78.7
E00155505,25.1,74.9
E00155506,21.4,78.6
E00155507,21.5,78.5
E00155508,24.8,75.2
E00155509,28.5,71.5
E00155510,28.1,71.9
E00155511,19.3,80.7
E00155512,21.4,78.6
E00155513,22.5,77.5
E00155514,25.2,74.8
E00155515,26.7,73.3
E00155521,15.9,84.1
E00155535,26.3,73.7
E00155536,32.2,67.8
E00155537,26.7,73.3
E00155538,33.3,66.7
E00155539,26.1,73.9
E00155540,26.5,73.5
E00155541,31,69
E00155542,27,73
E00155543,35.9,64.1
E00155544,31.6,68.4
E00155545,23.7,76.3
E00155546,26.6,73.4
E00155547,46.9,53.1
E00155548,27.4,72.6
E00155549,25.7,74.3
E00155550,17.9,82.1
E00155551,23.4,76.6
E00155552,35.7,64.3
E00155553,28.1,71.9
E00155554,27.4,72.6
E00155555,43.8,56.2
E00155556,47,53
E00155557,25.9,74.1
E00155558,47.5,52.5
E00155559,39.6,60.4
E00155560,26.4,73.6
E00155561,38.9,61.1
E00155562,50.7,49.3
E00155563,17.1,82.9
E00155564,22.5,77.5
E00155565,21.7,78.3
E00155566,31.7,68.3
E00155567,17.8,82.2
E00155568,22.1,77.9
E00155569,16.9,83.1
E00155570,21.9,78.1
E00155571,26,74
E00155572,14.1,85.9
E00155573,20.1,79.9
E00155574,19.2,80.8
E00155575,22.4,77.6
E00155576,20.7,79.3
E00155577,12.4,87.6
E00155578,18.2,81.8
E00155579,16.9,83.1
E00155580,25.6,74.4
E00155581,12,88
E00155582,15.8,84.2
E00155583,14.8,85.2
E00155584,10.7,89.3
E00155585,15.7,84.3
E00155586,15.9,84.1
E00155587,16.1,83.9
E00155588,15.6,84.4
E00155589,17.3,82.7
E00157371,16.4,83.6
E00157373,16.8,83.2
E00157374,17.1,82.9
E00157375,29,71
E00157376,24.1,75.9
E00157377,20.7,79.3
E00157378,12.8,87.2
E00157379,22.4,77.6
E00157380,19.5,80.5
E00157381,22.8,77.2
E00157383,16.7,83.3
E00157384,19.9,80.1
E00157385,25.2,74.8
E00157386,33.9,66.1
E00157387,13.9,86.1
E00157441,12.3,87.7
E00157443,19.7,80.3
E00157446,15,85
E00157447,20.7,79.3
E00157593,15.7,84.3
E00157594,16.6,83.4
E00157595,13.8,86.2
E00157596,18.1,81.9
E00157597,15.2,84.8
E00157598,25.5,74.5
E00157599,22.4,77.6
E00157600,20.9,79.1
E00157601,14.4,85.6
E00157602,19.2,80.8
E00157603,17.7,82.3
E00157604,23,77
E00157605,16.4,83.6
E00157606,15,85
E00157607,17.9,82.1
E00157608,17,83
E00157609,13.3,86.7
E00157610,22.3,77.7
E00157611,12.6,87.4
E00157613,22.2,77.8
E00157616,8.3,91.8
E00157618,12.2,87.8
E00157619,24.8,75.2
E00157620,17.2,82.8
E00157621,21.7,78.3
E00157622,9.3,90.7
E00157623,18.5,81.5
E00157625,10.2,89.8
E00157626,23.5,76.5
E00157627,17.8,82.2
E00157628,18.8,81.2
E00157629,13.6,86.4
E00157630,16.4,83.6
E00157631,17.5,82.5
E00157632,19.4,80.6
E00157633,11.8,88.2
E00157634,22.1,77.9
E00157635,16.8,83.2
E00157636,16.1,83.9
E00157637,12.8,87.2
E00157638,22.8,77.2
E00157639,14.2,85.8
E00157640,14.8,85.2
E00157641,13.5,86.5
E00157642,13.8,86.2
E00157643,18.2,81.8
E00157645,11.6,88.4
E00157646,8.9,91.1
E00157647,11.2,88.8
E00157648,15.5,84.5
E00157654,21,79
E00157658,21.3,78.7
E00157659,17.2,82.8
E00157660,23.9,76.1
E00157733,25.2,74.8
E00157735,20.2,79.8
E00157737,21.6,78.4
E00157953,19.8,80.2
E00157955,17.3,82.7
E00167772,24.1,75.9
E00167773,25.5,74.5
E00167774,18,82
E00167775,26.3,73.7
E00167776,22.1,77.9
E00167777,20.6,79.4
E00167778,26.4,73.6
E00190470,15.9,84.1
E00190471,88.6,11.4
E00190472,91.2,8.8
E00190474,77.3,22.7
E00190479,32.3,67.7
E00190482,23,77
E00190485,28.4,71.6
E00190493,13.7,86.3
E00190499,29.3,70.7
E00190503,13.4,86.6
E00190506,63,37
E00190509,38.6,61.4
E00190513,20.9,79.1
E00190515,22.3,77.7
E00190521,31.9,68.1
