areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00155231,21.3,15.4,51.5,11.8
E00155232,30,16.8,40,13.2
E00155233,25.8,16.3,47.4,10.5
E00155234,30.5,17.2,35.2,17.2
E00155235,33.5,15.2,36.7,14.6
E00155236,28.4,14.2,47.3,10.1
E00155237,13.8,11.6,65.2,9.4
E00155238,24.4,9.8,59.8,6.1
E00155239,19.7,16.9,54.5,8.9
E00155240,30.4,16.1,47.8,5.8
E00155241,25.7,17.6,44.6,12.2
E00155242,30.2,11.9,50.9,6.9
E00155243,16.6,9,63.4,11
E00155244,37.5,9.2,35.9,17.4
E00155245,24.6,10.2,59.3,5.9
E00155246,21.7,18.5,53.3,6.5
E00155247,32.8,15.1,43.2,8.9
E00155248,22.7,15.7,52.9,8.7
E00155249,30.2,17.3,34.5,18
E00155250,34.7,10.7,45.9,8.7
E00155251,25.3,11.3,59.3,4
E00155252,28.3,16.4,47.8,7.5
E00155253,25.2,15.2,53.6,6
E00155254,28.8,10,55.6,5.6
E00155255,27.5,13,50,9.4
E00155256,20.2,24.7,52.2,2.8
E00155257,25.6,7.3,61,6.1
E00155259,27,10.6,53.2,9.2
E00155260,14.9,9.5,72,3.6
E00155261,16.8,13.6,64,5.6
E00155262,21.5,10,62,6.5
E00155263,18,14,63.5,4.5
E00155264,27.1,12.4,54.1,6.5
E00155303,37.6,12.7,40.6,9.1
E00155304,26,12.3,54.8,6.8
E00155305,38.4,18.5,36.6,6.5
E00155306,38,9.9,39.4,12.7
E00155307,32.1,15.7,43.3,9
E00155309,23.4,16.3,53.2,7.1
E00155310,30.6,14,45.7,9.7
E00155311,33.8,14.5,43.2,8.5
E00155312,42.2,7.4,34.8,15.6
E00155313,44.2,15.4,32.7,7.7
E00155314,36.7,9,45.7,8.6
E00155315,37,10.9,49.1,3
E00155316,19.8,13.6,58.8,7.9
E00155317,29.7,12.4,51.5,6.4
E00155318,34.1,15.9,38.9,11.1
E00155319,25.7,11.4,58.4,4.5
E00155320,15.6,9.4,66.7,8.3
E00155321,13.8,13.2,70.4,2.5
E00155322,26.6,8.1,60.5,4.8
E00155323,26.3,15.8,54.7,3.2
E00155324,9.7,13.7,73.4,3.2
E00155325,25.3,11.6,60.3,2.7
E00155326,13.8,10.6,70.7,4.9
E00155327,27,11.4,54,7.6
E00155328,34.4,11.9,41.9,11.9
E00155329,26.1,18.2,50,5.7
E00155330,34,15.2,44,6.8
E00155331,34.8,13.1,38.5,13.6
E00155332,20.9,14.5,58.1,6.4
E00155333,20,16.2,55.7,8.1
E00155334,29.1,8.3,57,5.7
E00155335,23.2,14.7,56.3,5.8
E00155336,17.6,16.2,62,4.2
E00155337,22.9,18.5,48.4,10.2
E00155338,26.3,13.2,53.3,7.2
E00155339,17.8,8,70.7,3.4
E00155340,29.3,8.6,55,7.1
E00155341,12.3,7.4,72.8,7.4
E00155342,13.5,12.3,69.3,4.9
E00155343,8.3,13.4,73.2,5.1
E00155344,29.3,11.7,51,7.9
E00155345,36,14,39.9,10.1
E00155346,35,10.6,47.5,6.9
E00155347,38.5,11,42.3,8.2
E00155348,27.5,18.8,43.8,10
E00155349,27,15.8,45.4,11.8
E00155350,25.4,18.8,44.9,10.9
E00155351,41.1,17.7,32.3,8.9
E00155352,40.4,14.7,40.4,4.5
E00155353,19.2,9.9,62.3,8.6
E00155354,16.7,13.9,65.3,4.2
E00155355,32.3,13.4,45.3,9
E00155356,29.7,14.9,48.6,6.8
E00155357,14.8,7.4,73,4.9
E00155358,33.6,16.1,39.4,10.9
E00155359,18.9,10.4,63.4,7.3
E00155368,19.3,12.9,62.6,5.3
E00155369,22,16.5,53,8.5
E00155370,37.4,12.9,30.2,19.4
E00155371,29.4,13.1,51.3,6.3
E00155372,24.7,11.6,55.5,8.2
E00155373,36.2,14.3,34.8,14.8
E00155374,33.1,13.4,41.7,11.8
E00155375,24.1,12.8,58.9,4.3
E00155376,37.7,14.2,27.8,20.4
E00155378,42.4,14.1,28.3,15.2
E00155379,31.1,13.3,40.7,14.8
E00155381,25.2,13.3,53.3,8.1
E00155382,18.8,12.5,55.1,13.6
E00155384,23.4,10.2,61.7,4.7
E00155385,15.7,15.7,60.9,7.8
E00155386,25.9,11.2,54.8,8.1
E00155387,22.3,12.2,59,6.5
E00155388,36.2,19.6,28.2,16
E00155389,29.9,8.2,55.8,6.1
E00155390,22.8,14.2,53.1,9.9
E00155391,26.8,15.3,45.2,12.7
E00155392,35.6,16.9,23.1,24.4
E00155393,25.7,17.4,46.7,10.2
E00155394,20.5,13,52.5,14
E00155395,28,21.7,28,22.4
E00155396,24.5,13.8,38.3,23.4
E00155397,23.6,22,37.8,16.5
E00155398,23.2,8.5,52.5,15.8
E00155399,28.9,16.8,41.6,12.8
E00155400,24.1,13.9,46,16.1
E00155401,17.7,13.5,53.2,15.6
E00155402,19.9,17.5,48.8,13.7
E00155403,43.2,17.6,17.6,21.6
E00155404,37.1,8.6,47,7.3
E00155405,20.8,13.4,61.7,4
E00155406,22,10.7,61.6,5.6
E00155407,24.1,14.7,55.5,5.8
E00155409,41,19.4,23,16.5
E00155410,38.4,17.6,41.6,2.4
E00155412,44.2,15.4,28.2,12.2
