geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00039621,85.5,10.1,4.4
E00039641,82.2,12.3,5.6
E00039642,82.5,12.2,5.3
E00039643,73.8,16.5,9.6
E00039644,86.8,9.3,4
E00039647,80.3,13.1,6.6
E00039800,90.5,7.1,2.5
E00039801,85.4,10.3,4.3
E00039802,85.4,11.2,3.4
E00039804,90.7,7.7,1.6
E00039807,89.4,8.1,2.5
E00039808,92.5,6.5,1.1
E00039810,89.8,7.8,2.4
E00039812,84.1,12.1,3.8
E00039813,85.2,9.9,4.9
E00039814,85.1,11.7,3.2
E00039815,87.6,10.6,1.8
E00039817,81.1,12,6.9
E00039818,91,7.6,1.4
E00039819,77.9,15.3,6.8
E00039820,87.9,8.9,3.2
E00039821,92.2,5.1,2.7
E00039822,89.4,8.5,2
E00039823,94.1,5.9,0
E00039824,80.3,13.3,6.4
E00039825,89.1,6.9,3.9
E00039826,88.3,9.2,2.5
E00039827,86.9,11.3,1.8
E00039828,89.2,8.5,2.3
E00039829,82.9,15.3,1.9
E00039830,89.2,7,3.8
E00039831,89,8.3,2.8
E00039832,80.5,17.3,2.3
E00039833,87.3,10.2,2.4
E00039834,87.4,11,1.6
E00039836,91.4,8.6,0
E00039838,93.1,5.3,1.6
E00039839,93.1,5,1.9
E00039840,83.9,10.7,5.4
E00039841,89.8,8.2,2
E00039842,90.6,7.7,1.7
E00039843,93.5,5.8,0.8
E00039844,67.5,10.9,21.6
E00039845,85.2,10,4.8
E00039846,59.7,21,19.4
E00039847,88.4,9.3,2.3
E00039849,85,9.8,5.1
E00039850,90.4,6.7,2.8
E00040095,87.2,9.3,3.5
E00040106,86.9,9.3,3.8
E00040153,92.2,6.2,1.6
E00040154,85.2,11.1,3.7
E00040155,89.7,8.4,1.9
E00040156,89.7,6.6,3.7
E00040157,93,7,0
E00040158,91.8,5.6,2.6
E00040159,89.5,7.7,2.8
E00040160,86.7,9.2,4
E00040161,83.3,13.5,3.2
E00040162,89.9,8.3,1.9
E00040164,82.3,12.8,4.9
E00040165,92.2,5.9,1.8
E00040166,81.9,14.1,4
E00040167,87.6,10.1,2.3
E00040168,90.5,9.2,0.3
E00040169,92.3,5.7,2
E00040170,87.2,8.5,4.3
E00040171,81.5,10.9,7.6
E00040172,91.7,6.2,2.2
E00040173,85.1,11.3,3.6
E00040174,86.9,11.2,1.9
E00040175,89.7,8.3,1.9
E00040176,90.8,7.5,1.7
E00040177,88.7,9.8,1.5
E00040178,88.9,8.5,2.5
E00040179,79.6,10.2,10.2
E00040180,88.3,9.1,2.6
E00040181,86.9,10.4,2.8
E00040182,92.1,4,4
E00040183,91.6,6.7,1.7
E00040184,88.1,9.1,2.8
E00040185,88.5,8.9,2.6
E00040186,88.2,7.8,4.1
E00040187,88.3,10.1,1.5
E00040188,91,7.8,1.2
E00040189,91.4,7.4,1.2
E00040190,86.3,10.3,3.4
E00040191,87.9,10.7,1.4
E00040192,93.8,4.2,1.9
E00040193,90.2,8,1.8
E00040194,79.8,16.8,3.4
E00040195,88.6,10.5,0.9
E00040196,81.9,12.6,5.5
E00040197,78.2,12,9.7
E00040198,84.2,12,3.8
E00040199,91.3,6.5,2.2
E00040200,90.8,7.2,2
E00040201,90.2,8.7,1.1
E00040202,91.8,7.4,0.8
E00040203,88.7,8.4,2.9
E00040204,86.8,9.2,4
E00040205,88.6,9,2.5
E00040206,89,9.1,1.9
E00040207,91,6.3,2.8
E00040208,86.2,10.5,3.2
E00040209,89.3,9.6,1.2
E00040210,88.6,10.2,1.2
E00040211,75.9,20.1,4
E00040212,87.7,10,2.3
E00040213,92,5.8,2.2
E00040214,86.8,8.4,4.8
E00040215,90.4,8.1,1.5
E00040272,82.4,13.5,4.1
E00040273,90.7,6.3,3
E00040274,82.8,13.6,3.7
E00040275,59.8,28.5,11.7
E00040276,81.2,13.2,5.6
E00040277,85.6,10.2,4.1
E00040278,89.2,7.9,2.9
E00040279,88.5,7.4,4.1
E00040280,89.1,9,1.9
E00040281,87,9.3,3.7
E00040282,87,9.4,3.6
E00040283,84.7,12.1,3.2
E00040284,79.5,13.9,6.5
E00040285,90.3,7.6,2.1
E00040286,78.5,16.3,5.2
E00040287,56.8,29,14.2
E00040289,89,9.6,1.4
E00040290,85.2,13,1.8
E00040291,84.7,11.6,3.6
E00040292,90.6,9.1,0.3
E00040293,80.2,13.4,6.4
E00040294,91.8,4.3,4
E00040295,91.1,6.4,2.5
E00040296,82.2,11.9,5.9
E00040297,89.3,8.4,2.3
E00040298,89.8,7.9,2.3
E00040299,88,8,4
E00040300,91.4,7,1.6
E00040301,87.5,8.5,3.9
E00040302,90.7,6.3,3
E00040303,86.4,12.2,1.4
E00040304,90,8.5,1.5
E00040305,85.3,12.7,2
E00040306,90.9,7.1,2
E00040308,87.7,9.6,2.6
E00040312,87.4,10.2,2.4
E00040315,87.1,9.4,3.6
E00040316,87.9,8.7,3.4
E00040317,81,12.6,6.3
E00040318,88.9,11.1,0
E00040319,89.1,8.5,2.4
E00040320,85.9,9.2,4.9
E00040321,87.5,10.5,2
E00040322,82.4,11.5,6.2
E00040323,87,11.4,1.6
E00040325,87.4,9.8,2.8
E00040326,87.4,9.8,2.8
E00040327,89.1,8.9,2
E00040328,79.7,14.9,5.4
E00040329,91.1,7.2,1.7
E00040331,90.3,8.6,1.1
E00040332,78.8,15.5,5.8
E00040333,87.1,8.7,4.2
E00040746,87.1,10,2.9
E00040748,89.6,7.5,2.9
E00040754,88.6,9.6,1.8
E00040755,87.7,8.3,4
E00040756,88.6,9,2.5
E00040757,84,10.4,5.6
E00040758,88.1,7.7,4.2
E00040760,87.6,8.8,3.5
E00040761,85.4,11.9,2.8
E00040763,84.8,11.9,3.3
E00040766,88,10.3,1.7
E00040772,88.7,7.9,3.4
E00040773,85,12.1,2.8
E00040775,90.4,7.6,2
E00040776,89.6,7,3.4
E00040778,87.6,10,2.4
E00040779,92.7,5.1,2.1
E00040780,87.1,7.9,5
E00040782,89.7,8.7,1.5
E00040783,83.9,11.4,4.7
E00040784,88.3,9,2.8
E00040788,90.3,7.2,2.5
E00040790,86.5,8.8,4.7
E00040792,83,13.2,3.8
E00172454,91.2,7.2,1.6
E00172548,81.2,14,4.9
E00172549,91.8,7,1.2
E00172550,90.1,8.9,1
E00185178,92.7,6.6,0.7
E00185179,89.4,8.9,1.7
E00185181,77.8,14,8.2
E00185192,93.6,5.9,0.5
E00185193,90.6,7.9,1.5
