areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00081778,1.7,2.7,3.7,90.6,1.2
E00081790,5.6,1.3,3.3,89.7,0
E00081791,2.2,0,3.1,94.7,0
E00081792,4.4,1.8,2,90.9,0.9
E00081793,2.8,0,2.3,93.7,1.3
E00081795,5.3,1.1,1.1,90.5,2.1
E00081796,5.8,2.1,6.7,82.5,2.9
E00081797,3.6,1.6,2.2,91.7,0.9
E00081798,0.6,2.3,2.9,94.2,0
E00081799,1.6,0,1,97.5,0
E00081801,6.7,0,3.6,88.7,1
E00081802,5.6,1,1.7,91.1,0.7
E00081803,1.3,0.4,0.4,97.9,0
E00081804,9.9,2.7,2.1,84,1.3
E00081806,5.5,2.4,2.1,88.6,1.4
E00081807,9.4,0,7.1,82.7,0.8
E00081808,8.2,0,3,88,0.9
E00081809,5.1,1.6,2.2,91.1,0
E00081810,0.7,0,2.2,93.4,3.6
E00081811,3.4,2.7,1,92.9,0
E00081812,3.6,0,3,92.1,1.3
E00081815,4.9,0,4.5,89.3,1.4
E00081816,7,1.1,1.5,90.5,0
E00081817,7.1,3.4,3.1,86.3,0
E00081818,7.9,0,3.3,88.8,0
E00081819,5.9,3.8,2.4,87.9,0
E00081820,17,0,0,80.7,2.2
E00081821,14.3,1.1,2.8,81.5,0.3
E00081822,10.2,3.3,3.9,79.9,2.8
E00081823,11.5,1.9,2.9,81.5,2.2
E00081824,5,2.2,3.2,89.2,0.4
E00081825,11.1,7.5,4.5,76.4,0.5
E00081826,8.2,1.6,3.6,85.9,0.8
E00081828,10.4,0.9,2.6,85.8,0.3
E00081830,11.8,0.3,4,82.6,1.2
E00081831,4.5,1.8,3,89.1,1.5
E00081832,9.7,3.1,6.9,78.3,1.9
E00081867,3,1.3,2.6,93.1,0
E00081868,5.6,1.2,2.4,90.3,0.6
E00081869,8.4,1.3,2.6,86.8,0.9
E00081870,5.4,4,3.1,83.9,3.6
E00081871,3.6,3.9,0.6,91.9,0
E00081881,4.1,1.7,1.4,92.5,0.3
E00081882,2.1,2.9,2.1,92.6,0.4
E00081883,0,0,3.2,92.6,4.3
E00081887,1.6,3.6,3.6,89.7,1.6
E00081888,6.4,0,3,88.1,2.5
E00081889,5.9,0,2,92.1,0
E00081909,7,4.8,5.7,81.2,1.3
E00081914,5.2,7.2,1.7,84.7,1.2
E00081915,5.2,2.2,0.7,91.4,0.4
E00081916,11,3,2.1,82.4,1.5
E00081917,11.5,10.5,3.8,71.3,2.9
E00081918,3.9,4.5,2.8,87.4,1.4
E00081920,12.8,5,1.3,79.8,1.3
E00081968,5.8,2.9,2,87.9,1.4
E00081969,5.8,2.7,2.7,88.4,0.4
E00081970,5.8,1.7,3.4,86.7,2.4
E00081971,8.3,2.9,3.3,82.2,3.3
E00081972,7.6,3.6,4,83.8,1
E00081973,5.7,8.2,3.1,83,0
E00081974,9.8,0.7,2.2,86.3,1
E00081975,7.9,3.8,5.6,81.6,1.2
