areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00081778,84.2,10.6,2.2,2.5,0.5
E00081790,84.8,7.9,2.3,2.3,2.6
E00081791,93,4.8,0.7,1,0.5
E00081792,85.8,9,3.5,0.9,0.9
E00081793,91.2,6.3,1,0.8,0.8
E00081795,83.9,9.8,1.1,3.7,1.6
E00081796,84.8,11.1,2.9,1.2,0
E00081797,91.3,7,0.7,0.2,0.9
E00081798,91.3,7.4,1.3,0,0
E00081799,92,4.8,1.3,0.3,1.6
E00081801,85.4,9.1,2.9,1.3,1.3
E00081802,85.9,10.5,2,1.6,0
E00081803,92.5,4.6,2.9,0,0
E00081804,75.1,11.5,5.6,3.5,4.3
E00081806,85.4,9.7,3.5,1,0.3
E00081807,83.4,10.7,2,2.8,1.2
E00081808,80.3,7.7,7.7,2.1,2.1
E00081809,85.8,9.5,3.5,0.9,0.3
E00081810,87.2,7.7,1.5,0.7,2.9
E00081811,88.9,8.8,2,0.3,0
E00081812,90.4,8.9,0.7,0,0
E00081815,86.3,9.6,1,1.6,1.6
E00081816,85,12.8,0.4,0.4,1.5
E00081817,88,9.4,1.1,0.6,0.9
E00081818,87.8,10.3,0.9,0,0.9
E00081819,81.2,14.7,2.9,0.6,0.6
E00081820,74.4,15.7,3.6,5.8,0.4
E00081821,82.3,11.6,2.2,3.9,0
E00081822,69.6,14.4,7.2,4.4,4.4
E00081823,75.2,12.9,2.5,8.2,1.3
E00081824,87.1,10.4,1.8,0.7,0
E00081825,69.8,13.6,7,7.5,2
E00081826,80.4,10.3,5.3,2.6,1.4
E00081828,88.4,9.5,0.9,0.9,0.3
E00081830,87.8,10,0.9,0,1.3
E00081831,81.3,12,2.4,1.5,2.7
E00081832,82.5,13.8,2.5,0.8,0.3
E00081867,81.8,9.1,3.6,3.6,2
E00081868,87.8,7.3,4.1,0.6,0.3
E00081869,72.8,12.3,6.6,4.8,3.5
E00081870,84.9,10.7,0.9,1.3,2.2
E00081871,85.5,7.6,5.8,0.9,0.3
E00081881,83.7,9.5,2.7,2.7,1.4
E00081882,83,8.3,3.7,2.9,2.1
E00081883,79.3,10.4,5.2,5.2,0
E00081887,85.8,11.1,1.2,1.6,0.4
E00081888,79.5,9.8,6.8,2.1,1.7
E00081889,78,8.7,5.9,4.7,2.8
E00081909,81.3,10.1,3.5,4.4,0.6
E00081914,79.7,12.5,4.7,2.3,0.9
E00081915,88.6,8.1,1.8,1.5,0
E00081916,78.9,17.3,2.4,0.9,0.6
E00081917,78.5,13.2,4.5,1.6,2.3
E00081918,79.1,10.6,6.7,2.2,1.4
E00081920,79.6,14.6,2.8,2,1
E00081968,80.9,12.5,4.6,1.2,0.9
E00081969,81.3,9.3,4.3,2.7,2.3
E00081970,76.5,13.3,4.4,3.1,2.7
E00081971,78,14.1,4.7,2.5,0.7
E00081972,82.5,10.2,2.6,3.3,1.3
E00081973,85.4,9.9,3.6,0.5,0.5
E00081974,85.1,9.3,2,2.4,1.2
E00081975,82.3,13.3,3.2,0.3,0.9
E00081977,85.1,10.7,2.8,1.1,0.4
E00081979,76.3,16.2,2.7,2.1,2.7
E00081982,81,12.7,4,1.3,1
E00081984,85.9,8.6,1.6,2.7,1.2
E00081986,81.3,14.7,2.4,1.6,0
E00081987,78.9,10.6,4.5,3.8,2.3
E00081988,81.3,13.7,2,2,1
E00081989,75.8,12.1,5.3,1.5,5.3
E00081990,82.3,11.9,3.5,0.6,1.6
E00081991,82.3,12.4,1.1,2.3,1.9
E00082012,86,12.6,0.7,0,0.7
E00082013,78.8,15.1,2.2,2.5,1.5
E00082014,83.2,12,2.6,0.9,1.4
E00082015,76.3,12.9,4.5,3.6,2.7
E00082016,84.8,11.2,2.4,0.8,0.8
E00082017,86.9,7.8,2.6,1.5,1.2
E00082021,77.9,11.4,3.8,3.5,3.5
E00082022,81.1,9.8,4.3,2.4,2.4
E00082041,85.2,10.1,3.8,0.6,0.3
E00082042,91.9,7.5,0.6,0,0
E00082043,87.6,9.3,1.9,0.9,0.3
E00082044,84.1,11.1,1.9,1.9,1
E00082045,89.4,7.5,0,1.7,1.4
E00082046,86.3,8.1,3.8,0,1.9
E00082048,87.6,9.4,2,1,0
E00082049,81.4,8.8,3.1,4,2.8
E00082051,86.6,5.9,3.4,1.6,2.5
E00082052,93.9,3.9,1.3,0,0.9
E00082053,81.3,11.3,3.3,2.3,1.8
E00082054,79.2,11.1,4.5,3.1,2.1
E00082055,82.9,9.1,4.4,3.3,0.4
E00082056,84.6,9.7,2.9,2.2,0.7
E00082057,89.2,8.4,1.5,0.9,0
E00082058,84.5,11.6,2.4,1.2,0.3
E00082059,78,11.6,6.1,2.5,1.8
E00082060,83.6,10.1,3.3,2.1,0.9
E00082061,86.2,9.9,2.2,1.6,0
E00082062,81.5,12.9,2.2,1.5,1.8
E00082063,88.2,6.4,3.7,1.7,0
E00082064,69.8,12.8,8.9,6,2.6
E00082065,82.2,11.2,4.1,2,0.5
E00082066,75.3,18.7,3.9,1.2,0.9
E00082067,81.6,12.1,3.8,2.1,0.4
E00082068,86,9.6,2.7,1.4,0.3
E00082069,87.2,11.1,1,0,0.7
E00082070,84.5,12.5,1.8,0.3,0.9
E00082071,84.5,10.3,3.4,0.4,1.3
E00082072,83.6,8.2,3.1,3.8,1.3
E00082073,86.7,9.3,0.3,1.7,2
E00082074,85.3,10.5,1.6,2.6,0
E00082075,84.2,11.7,0.8,1.5,1.9
E00082076,84.1,10.2,3.4,0.7,1.7
E00082077,83.9,9.6,2.9,2.6,1
E00082078,79.2,17,1.3,0.3,2.2
E00082079,85.5,12,0.6,0.3,1.5
E00082080,87.7,10.2,1.8,0.3,0
E00082081,84.7,9.2,3.1,0.6,2.5
E00082082,80.5,11.6,5.1,1.4,1.4
E00082083,89.8,7.3,1.2,1.2,0.4
E00082084,85.2,11.1,2,1,0.7
E00082086,82.6,12.8,1.9,0.8,1.9
E00082087,83.4,8.6,5,1.7,1.3
E00082089,81.5,13.9,2.9,1.3,0.4
E00082090,87.2,7.8,1.5,2.9,0.6
E00082093,78.8,15.4,2.9,1.7,1.2
E00082094,71.1,13.9,5.6,5.6,3.9
E00082096,68.7,18,6,6.7,0.7
E00082097,71,10.7,7.3,6.6,4.4
E00082099,75.6,9,8.2,3.6,3.6
E00082100,81.4,15.2,2.1,0.7,0.7
E00082101,75.5,17.7,3.4,3.4,0
E00082102,86.2,9.9,1.6,1.6,0.8
E00082103,81.5,13.8,2.8,0.9,0.9
E00082104,72.4,13.3,7.2,5.1,2
E00082105,76.2,13.2,4.2,5,1.4
E00082106,87.7,8.6,1.7,1,1
E00082107,82.8,10.4,4.2,1.6,1
E00082108,78.4,15.8,4.8,1,0
E00082112,87.9,6.7,4.4,0.5,0.5
E00082116,89.8,7,2.9,0,0.3
E00082119,79.7,13.2,3.2,2.9,1.1
E00082120,87.9,8.2,1.4,0.8,1.6
E00082121,85.5,7.9,3.1,3.1,0.3
E00082122,85.1,10.6,1.1,2,1.1
E00083501,89.4,9.1,0,1.5,0
E00083503,76.4,13.9,2.4,4.9,2.4
E00083504,80.5,14.1,1.7,2.5,1.2
E00083505,81.1,13,4.4,0.5,1
E00083507,81.3,14.8,0.9,1.5,1.5
E00083508,81.6,13.9,1.3,2.6,0.6
E00083509,88.3,9.3,1.8,0.3,0.3
E00083510,87,10.5,0.8,1.7,0
E00083511,83.8,8.8,4.2,1.7,1.7
E00083515,85.4,11.5,0,2.4,0.7
