areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00081778,4.4,29.3,66.3
E00081790,0,25.9,74.1
E00081791,6.8,16.1,77
E00081792,2.1,17.1,80.7
E00081793,5.4,13.6,81
E00081795,6,22.5,71.5
E00081796,2.1,14.7,83.2
E00081797,5.9,17.8,76.3
E00081798,3.2,20.6,76.2
E00081799,1.5,26,72.5
E00081801,7,30.6,62.4
E00081802,5,17.6,77.3
E00081803,2.7,34.8,62.5
E00081804,3.9,36.9,59.2
E00081806,3.2,24.8,72
E00081807,6.2,13.4,80.4
E00081808,5.3,32.5,62.3
E00081809,3.1,22.9,74
E00081810,6.7,19,74.3
E00081811,5.9,20.2,73.9
E00081812,3.9,33.1,63
E00081815,7.5,24.1,68.3
E00081816,3.7,13,83.3
E00081817,10.5,23.4,66.1
E00081818,8.9,16.9,74.2
E00081819,9,23.3,67.7
E00081820,4,54.8,41.3
E00081821,7.5,22.6,69.9
E00081822,12.7,44,43.4
E00081823,12.9,22.4,64.7
E00081824,3.6,26.4,70
E00081825,11.6,43.2,45.3
E00081826,8.7,38.4,52.8
E00081828,8.7,18.8,72.5
E00081830,4.9,38.9,56.3
E00081831,9.5,27.8,62.7
E00081832,6.2,28.8,65.1
E00081867,13.9,16.7,69.4
E00081868,10.7,21.3,68
E00081869,12,23.9,64.1
E00081870,5.3,37.2,57.5
E00081871,6.9,21.5,71.5
E00081881,5.6,28.9,65.5
E00081882,0.8,37.2,62
E00081883,1,41,58.1
E00081887,3.5,32.2,64.3
E00081888,3.9,47.2,48.8
E00081889,4,32.8,63.2
E00081909,6.1,30.5,63.4
E00081914,8.4,26,65.6
E00081915,4.5,20.9,74.5
E00081916,9.8,26.8,63.4
E00081917,9.5,14.3,76.2
E00081918,8.9,20.2,71
E00081920,10.8,18.9,70.3
E00081968,10.8,23.1,66.2
E00081969,6.7,40.8,52.5
E00081970,6.8,24.6,68.6
E00081971,5.9,32.8,61.3
E00081972,4.5,34.8,60.6
E00081973,0.9,53.2,45.9
E00081974,4.5,29.5,65.9
E00081975,8,23.4,68.6
E00081977,6.6,31.4,62
E00081979,6.8,24.3,68.9
E00081982,7.3,30.6,62.1
E00081984,4.8,43.7,51.6
E00081986,5.7,15.6,78.7
E00081987,3.6,21.6,74.8
E00081988,3.2,21.8,75
E00081989,4.8,35.7,59.5
E00081990,2.4,17.9,79.7
E00081991,0.7,39.6,59.7
E00082012,6.9,29.3,63.8
E00082013,9.6,22.6,67.8
E00082014,8.3,14.2,77.5
E00082015,18.8,21.4,59.8
E00082016,5.4,41.1,53.6
E00082017,8.3,19.8,71.9
E00082021,4.3,39.6,56.1
E00082022,5.2,72.4,22.4
E00082041,7.3,21.8,71
E00082042,4.3,24.8,70.9
E00082043,7.2,22.4,70.4
E00082044,5.6,26.2,68.3
E00082045,16,8,76
E00082046,9.2,10.8,80
E00082048,4,29,66.9
E00082049,5.3,33.3,61.3
E00082051,12.5,23.3,64.2
E00082052,0,56.5,43.5
E00082053,12.9,15.8,71.2
E00082054,4.7,33.1,62.2
E00082055,5.8,28.1,66.1
E00082056,6.6,33.6,59.8
E00082057,5.5,20.5,74
E00082058,6.6,19,74.4
E00082059,7.5,21.2,71.2
E00082060,8.7,26.8,64.5
E00082061,11.2,19.8,69
E00082062,4.2,31.4,64.4
E00082063,6.3,36.7,57
E00082064,4.3,55.7,40
E00082065,9,18,72.9
E00082066,4,10.5,85.5
E00082067,0,42.6,57.4
E00082068,3.3,26.1,70.6
E00082069,2.5,20.2,77.3
E00082070,1.8,16.7,81.6
E00082071,3.6,39.3,57.1
E00082072,5.1,15.3,79.7
E00082073,5.9,18.5,75.6
E00082074,2.5,16.5,81
E00082075,6.7,25,68.3
E00082076,5.9,21.8,72.3
E00082077,5.7,26,68.3
E00082078,6.8,16.5,76.7
E00082079,9.6,9.6,80.8
E00082080,0,13.2,86.8
E00082081,2.4,18.9,78.7
E00082082,5.9,24.6,69.5
E00082083,4.7,28.3,67
E00082084,6.5,17.6,75.9
E00082086,3.4,26.3,70.3
E00082087,4.8,23.4,71.8
E00082089,3.9,26.5,69.6
E00082090,1.5,20.4,78.1
E00082093,12.9,21.6,65.5
E00082094,2.6,58.6,38.8
E00082096,5.7,20.8,73.6
E00082097,10.8,25.9,63.3
E00082099,10.8,15.7,73.5
E00082100,2.8,39.2,58
E00082101,11.7,20.2,68.1
E00082102,8.1,36,55.9
E00082103,7,25.2,67.8
E00082104,9.8,23.2,67
E00082105,3.1,46.7,50.3
E00082106,8.7,24.3,67
E00082107,9.3,22.9,67.8
E00082108,11.3,27.4,61.3
E00082112,2.6,26.8,70.6
E00082116,5,36,59
E00082119,3.9,16.4,79.7
E00082120,4.6,19.1,76.3
E00082121,5.9,17.6,76.5
E00082122,4.7,14.7,80.6
E00083501,6,20,74
E00083503,8.7,42,49.3
E00083504,7.9,15.9,76.2
E00083505,7.9,15.1,77
E00083507,7.1,14.3,78.6
E00083508,6.1,23.5,70.4
E00083509,10.5,14,75.4
E00083510,5.7,22,72.3
E00083511,6,45.7,48.3
E00083515,3.3,22.5,74.2
E00083517,1.6,30.4,68
E00083519,2.4,29.4,68.3
E00083520,6.7,24.2,69.2
E00083521,5.2,21.7,73
