areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00081778,5.5,40.4,41.5,12.6
E00081790,5.8,30.7,48.2,15.3
E00081791,4.3,27.3,44.7,23.6
E00081792,0.7,30.9,53.2,15.1
E00081793,5.5,21.9,55.5,17.1
E00081795,7.9,32.5,45,14.6
E00081796,5.2,20.6,52.6,21.6
E00081797,4.8,34.1,46.1,15
E00081798,8.1,27.4,47.6,16.9
E00081799,6.2,33.8,48.5,11.5
E00081801,6.3,37.3,44.3,12
E00081802,3.4,23.7,56.8,16.1
E00081803,10.6,39.8,42.5,7.1
E00081804,6.1,46.4,38.5,8.9
E00081806,7.9,41.3,42.9,7.9
E00081807,3.2,19.1,47.9,29.8
E00081808,6,50.9,37.1,6
E00081809,7,30.2,52.7,10.1
E00081810,3.8,23.6,41.5,31.1
E00081811,8.5,28.8,47.5,15.3
E00081812,8.6,39.8,36.7,14.8
E00081815,5,31.7,41.1,22.3
E00081816,5.6,25.2,48.6,20.6
E00081817,14.3,38.1,33.3,14.3
E00081818,4.1,26.2,43.4,26.2
E00081819,18.8,38.3,33.1,9.8
E00081820,41.3,38.1,12.7,7.9
E00081821,18,35.3,40.6,6
E00081822,29.8,42.9,23.2,4.2
E00081823,29.8,31.6,30.7,7.9
E00081824,11.7,41.4,37.8,9
E00081825,18.1,56.4,21.3,4.3
E00081826,18.3,52.2,24.3,5.2
E00081828,9.4,28.1,45.3,17.3
E00081830,26.4,36.4,27.9,9.3
E00081831,11.9,30.2,41.3,16.7
E00081832,21.4,43.4,28.3,6.9
E00081867,10.9,35.5,43.6,10
E00081868,8.2,45.1,34.4,12.3
E00081869,12.2,36.7,45.6,5.6
E00081870,22.1,47.8,23.9,6.2
E00081871,13.6,38.6,32.6,15.2
E00081881,6.5,45.7,41.3,6.5
E00081882,9.1,47.9,33.9,9.1
E00081883,5.6,54.2,30.8,9.3
E00081887,4.3,40.9,40,14.8
E00081888,7.1,55.6,31,6.3
E00081889,8,43.2,39.2,9.6
E00081909,27.7,48.5,16.2,7.7
E00081914,20.2,40.3,26.4,13.2
E00081915,4.6,34.9,43.1,17.4
E00081916,18.5,37.1,30.6,13.7
E00081917,12.5,44.2,29.8,13.5
E00081918,13.6,42.4,36,8
E00081920,17.4,42.4,27.8,12.5
E00081968,13.3,33.6,39.1,14.1
E00081969,27.5,42.5,19.2,10.8
E00081970,18.2,50.4,24,7.4
E00081971,24,44.6,24,7.4
E00081972,20.9,44.2,23.3,11.6
E00081973,33.3,50.5,13.5,2.7
E00081974,5.2,41.9,39,14
E00081975,31.9,45.9,19.3,3
E00081977,14.5,43.6,31.6,10.3
E00081979,16.6,34.4,34.4,14.6
E00081982,26.4,42.1,28.9,2.5
E00081984,24.4,41.7,28.3,5.5
E00081986,2.8,31.9,43.1,22.2
E00081987,5.4,35.7,51.8,7.1
E00081988,2.4,35.2,45.6,16.8
E00081989,8.8,42.4,40.8,8
E00081990,1.7,31.9,45.4,21
E00081991,8.6,47.7,35.2,8.6
E00082012,25.9,38.8,31,4.3
E00082013,23.1,40.2,31.6,5.1
