areacd,sex-001,sex-002
E00081778,53.2,46.8
E00081790,50.2,49.8
E00081791,51.7,48.3
E00081792,49.9,50.1
E00081793,52,48
E00081795,49.1,50.9
E00081796,48.1,51.9
E00081797,52.9,47.1
E00081798,51.1,48.9
E00081799,52.1,47.9
E00081801,52.1,47.9
E00081802,48.7,51.3
E00081803,52.1,47.9
E00081804,50,50
E00081806,52.1,47.9
E00081807,48.8,51.2
E00081808,50.6,49.4
E00081809,48.7,51.3
E00081810,49.6,50.4
E00081811,50.5,49.5
E00081812,51.3,48.7
E00081815,51.1,48.9
E00081816,47.6,52.4
E00081817,52.6,47.4
E00081818,46.2,53.8
E00081819,50.6,49.4
E00081820,53.6,46.4
E00081821,54,46
E00081822,49.6,50.4
E00081823,56.6,43.4
E00081824,48.7,51.3
E00081825,48.2,51.8
E00081826,49,51
E00081828,49.7,50.3
E00081830,51.4,48.6
E00081831,51.4,48.6
E00081832,53.4,46.6
E00081867,51.1,48.9
E00081868,51.2,48.8
E00081869,55.7,44.3
E00081870,55.6,44.4
E00081871,54.8,45.2
E00081881,48.8,51.2
E00081882,47.9,52.1
E00081883,42.6,57.4
E00081887,47.8,52.2
E00081888,53.6,46.4
E00081889,50.4,49.6
E00081909,49.1,50.9
E00081914,50.7,49.3
E00081915,49.4,50.6
E00081916,49.4,50.6
E00081917,51.3,48.7
E00081918,48.9,51.1
E00081920,51,49
E00081968,51.5,48.5
E00081969,48.2,51.8
E00081970,50.7,49.3
E00081971,49.8,50.2
E00081972,45.9,54.1
E00081973,52.1,47.9
E00081974,50.9,49.1
E00081975,54.7,45.3
E00081977,52.7,47.3
E00081979,51.2,48.8
E00081982,52.7,47.3
E00081984,49.4,50.6
E00081986,50.3,49.7
E00081987,49.8,50.2
E00081988,49.2,50.8
E00081989,52.3,47.7
E00081990,50.2,49.8
E00081991,50,50
E00082012,49.5,50.5
E00082013,53.1,46.9
E00082014,49.1,50.9
E00082015,54.7,45.3
E00082016,46.8,53.2
E00082017,51.7,48.3
E00082021,48.9,51.1
E00082022,42.2,57.8
E00082041,50,50
E00082042,48.7,51.3
E00082043,52.2,47.8
E00082044,47.9,52.1
E00082045,46,54
E00082046,49.5,50.5
E00082048,50,50
E00082049,48.2,51.8
E00082051,52.4,47.6
E00082052,52.6,47.4
E00082053,50.1,49.9
E00082054,53,47
E00082055,52.9,47.1
E00082056,50,50
E00082057,53.3,46.7
E00082058,50.8,49.2
E00082059,51.3,48.7
E00082060,49.9,50.1
E00082061,51.1,48.9
E00082062,54.2,45.8
E00082063,54.1,45.9
E00082064,43.8,56.2
E00082065,49.6,50.4
E00082066,51.2,48.8
E00082067,50.4,49.6
E00082068,55.3,44.7
E00082069,47.7,52.3
E00082070,50.3,49.7
E00082071,53.4,46.6
E00082072,46.9,53.1
E00082073,55.4,44.6
E00082074,52.9,47.1
E00082075,50.9,49.1
E00082076,53.7,46.3
E00082077,51.3,48.7
E00082078,51.3,48.8
E00082079,48.9,51.1
E00082080,47.7,52.3
E00082081,48.2,51.8
E00082082,50.2,49.8
E00082083,52.6,47.4
E00082084,50.8,49.2
E00082086,52.1,47.9
E00082087,57.8,42.2
E00082089,55,45
E00082090,50.1,49.9
E00082093,52.2,47.8
E00082094,43.6,56.4
E00082096,48.2,51.8
E00082097,53.8,46.2
E00082099,46.8,53.2
E00082100,54.1,45.9
E00082101,50.9,49.1
E00082102,52,48
E00082103,51.7,48.3
E00082104,45.4,54.6
E00082105,50.1,49.9
E00082106,50.8,49.2
E00082107,53.4,46.6
E00082108,50.3,49.7
E00082112,52.2,47.8
E00082116,50.2,49.8
E00082119,52.4,47.6
E00082120,51.8,48.2
E00082121,52.8,47.2
E00082122,50.1,49.9
E00083501,45.9,54.1
E00083503,44.6,55.4
E00083504,49.6,50.4
E00083505,52.7,47.3
E00083507,48.6,51.4
E00083508,45.7,54.3
E00083509,50,50
E00083510,47.9,52.1
E00083511,50.2,49.8
E00083515,53.9,46.1
E00083517,54.3,45.7
E00083519,51.8,48.2
E00083520,48.3,51.7
E00083521,53.9,46.1
E00083605,50,50
E00083606,51.6,48.4
E00083607,49.2,50.8
E00083608,49.8,50.2
E00083612,50,50
E00083613,48.4,51.6
E00083615,52.1,47.9
E00083616,48.1,51.9
E00083617,52,48
E00083618,51.5,48.5
E00083619,49.1,50.9
E00083620,49.3,50.7
E00083625,52.1,47.9
E00083626,50.7,49.3
E00083697,47.3,52.7
E00083702,49.7,50.3
E00083703,49.4,50.6
E00083704,48.1,51.9
E00083705,50.7,49.3
E00083706,51.9,48.1
E00083707,50.4,49.6
E00083709,52.1,47.9
E00083710,50.8,49.2
E00083711,49.8,50.2
E00083712,55.2,44.8
E00083713,51.1,48.9
E00083714,52,48
E00083715,48.4,51.6
E00083764,49.5,50.5
E00083865,54.2,45.8
E00083866,51.5,48.5
E00083867,54,46
E00083868,52.4,47.6
E00083870,51.8,48.2
E00083929,51.6,48.4
E00083930,50.4,49.6
E00083931,50.2,49.8
E00083932,50,50
E00083933,51.1,48.9
E00083934,52.6,47.4
E00083935,49.4,50.6
E00083936,51.4,48.6
E00083937,49.9,50.1
E00083938,54.2,45.8
E00083940,52.6,47.4
E00083941,55.3,44.7
E00083942,51.6,48.4
E00083943,51.5,48.5
E00083944,53.3,46.7
E00083945,49.3,50.7
E00083946,52.7,47.3
E00083947,54.7,45.3
E00083948,58.1,41.9
E00083949,51.7,48.3
E00083950,51,49
E00083951,49.5,50.5
E00083952,48.8,51.2
E00083953,51.6,48.4
E00083954,49.7,50.3
E00083956,50.4,49.6
E00083957,48.9,51.1
E00083958,52.7,47.3
E00083959,54.3,45.7
E00083960,52.2,47.8
E00083961,53.4,46.6
E00083963,52.4,47.6
E00083965,49.1,50.9
E00083966,55.8,44.2
E00083967,44.9,55.1
E00083968,51.7,48.3
E00083971,51.9,48.1
E00083972,51.4,48.6
E00083973,45.5,54.5
E00083974,52.9,47.1
E00083975,59.5,40.5
E00083976,46.1,53.9
E00083977,50,50
E00084069,49.9,50.1
E00084070,48.5,51.5
E00084071,48.9,51.1
E00084072,50.8,49.2
E00084073,52.6,47.4
E00084074,48.9,51.1
E00084075,52.3,47.7
E00084076,50.7,49.3
E00084077,49.7,50.3
E00084132,44.2,55.8
E00084133,49.2,50.8
E00084134,55,45
E00084135,59.3,40.7
E00084136,56.5,43.5
E00084137,50.4,49.6
E00084138,55.7,44.3
E00084139,48.7,51.3
E00084141,52,48
E00084142,55.2,44.8
E00084143,51.3,48.7
E00084144,49.5,50.5
E00084145,76.8,23.2
E00084146,49.5,50.5
E00084147,53.8,46.2
E00084148,55.1,44.9
E00084149,53.2,46.8
E00084151,56.6,43.4
E00084152,45,55
E00084153,53.3,46.7
E00084154,50.9,49.1
E00084155,54.3,45.7
E00084156,52.3,47.7
E00084158,56.4,43.6
E00084162,48.9,51.1
E00084163,55,45
E00084164,48.3,51.7
E00084165,52.9,47.1
E00084166,51.8,48.2
E00084167,55.6,44.4
E00084168,52.6,47.4
E00084169,47.8,52.2
E00084170,52.7,47.3
E00084172,47.4,52.6
E00084173,53.3,46.7
E00084174,50,50
E00084175,49.6,50.4
E00084176,52.6,47.4
E00084177,56.9,43.1
E00084178,52.6,47.4
E00084179,52,48
E00084239,50.7,49.3
E00084240,50.9,49.1
E00084241,51.5,48.5
E00084242,51.2,48.8
E00084243,50.2,49.8
E00084244,50.7,49.3
E00084245,53.6,46.4
E00084246,52.3,47.7
E00084247,50.2,49.8
E00084248,49.1,50.9
E00084249,47.9,52.1
E00084250,52.4,47.6
E00084251,48.2,51.8
E00084252,50,50
