areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00051471,100,0,0
E00051476,100,0,0
E00051477,99.2,0,0.8
E00051479,78.8,21.2,0
E00051480,99.2,0.8,0
E00051484,100,0,0
E00051485,100,0,0
E00051487,95.6,4.4,0
E00051501,90.1,9.9,0
E00051502,100,0,0
E00051503,99.2,0.8,0
E00051504,95.7,4.3,0
E00159066,74.7,25.3,0
E00159067,97.3,2.7,0
E00159068,100,0,0
E00159069,42.9,57.1,0
E00159070,89.2,10.8,0
E00159071,88.7,11.3,0
E00159072,81,18.3,0.8
E00159073,46.2,53.8,0
E00159074,57.6,42.4,0
E00159075,73.2,26.8,0
E00159076,93,7,0
E00159077,90.4,9.6,0
E00159078,75.7,0.7,23.6
E00159079,20.5,0.8,78.7
E00159081,48.6,2.8,48.6
E00159082,81.9,0,18.1
E00159134,98.1,1.9,0
E00159136,97.5,1.9,0.6
E00159137,83.2,16.8,0
E00159277,97.7,2.3,0
E00159278,61.5,36.9,1.5
E00159279,75.7,23.7,0.6
E00159280,99.1,0.9,0
E00159281,97,3,0
E00159282,96.1,3.9,0
E00159283,57.9,42.1,0
E00159284,61.4,38.6,0
E00159285,94.5,5.5,0
E00159286,94.3,5.7,0
E00159287,78.1,21.9,0
E00159288,96.1,3.9,0
E00159290,95.8,4.2,0
E00159294,100,0,0
E00159295,89.3,7.4,3.4
E00159296,100,0,0
E00159297,63.9,0.6,35.5
E00159298,96.9,3.1,0
E00159299,95.2,3.2,1.6
E00159300,98.3,1.7,0
E00159301,100,0,0
E00159302,100,0,0
E00159303,91.7,8.3,0
E00159304,97.7,0.8,1.5
E00159305,98.6,0.7,0.7
E00159306,93.5,5.8,0.7
E00159501,92,6.7,1.2
E00163860,91.3,4.9,3.9
E00163861,85.6,11.5,2.9
E00164121,100,0,0
E00164122,49.6,1.7,48.8
E00164123,100,0,0
E00164377,99.1,0.9,0
E00164378,99.2,0.8,0
E00164379,100,0,0
E00164381,99.2,0.8,0
E00164383,99.1,0.9,0
E00164384,59.5,40.5,0
E00164386,100,0,0
E00164387,87.1,12.9,0
E00164389,60.2,39.8,0
E00164390,61.2,38.8,0
E00164452,85.8,14.2,0
E00164453,71.3,28.7,0
E00164454,90.8,9.2,0
E00164455,46.9,52.4,0.7
E00164456,100,0,0
E00164457,93,7,0
E00164458,100,0,0
E00164459,75,25,0
E00164460,81.1,18.9,0
E00164461,75.5,23.6,0.9
E00164462,67.6,32.4,0
E00164463,80.2,19.8,0
E00164464,77.3,22.7,0
E00164465,86.1,13.9,0
E00164466,72.7,27.3,0
E00164467,87.1,12.9,0
E00164468,94.5,5.5,0
E00164469,98.3,1.7,0
E00164470,67.6,32.4,0
E00164471,99.2,0.8,0
E00164472,99.2,0.8,0
E00164473,100,0,0
E00164474,98.9,1.1,0
E00164475,92,8,0
E00164476,100,0,0
E00164477,100,0,0
E00164478,39.5,60.5,0
E00164497,93.1,6.9,0
E00164499,82.2,17.8,0
E00164500,97.3,2.7,0
E00164501,87.2,12.8,0
E00164502,91.5,8.5,0
E00164503,79.9,19.4,0.7
