areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00000922,81,9.1,0,9.9
E00000923,79.7,6.5,0,13.8
E00000924,75.9,13.4,2.7,8
E00000925,76.9,16.2,0.9,6
E00000926,84.5,8.6,4.3,2.6
E00000927,84.8,8,3.6,3.6
E00000928,84.4,9.8,0,5.7
E00000929,86.5,7.1,2.4,4
E00000930,83.2,11.8,0.8,4.2
E00000931,90.6,4.7,0,4.7
E00000932,81.5,8.3,3.2,7
E00000934,84,5.9,0.8,9.2
E00000935,74.2,6.6,4,15.2
E00000936,75.3,11,0,13.7
E00000937,71.8,18.4,1.7,8
E00000938,78.4,12,3.2,6.4
E00000939,83.2,7.1,3.2,6.5
E00000940,75.6,9.8,4.1,10.6
E00000943,71.4,10.1,4.5,14.1
E00000944,75,14.6,4.2,6.3
E00000945,88.2,7.9,0,3.9
E00000961,64.8,7.5,11.6,16.1
E00000962,70.8,7.5,15,6.7
E00000963,71.7,18.3,3.3,6.7
E00000964,59.3,4.8,9,26.9
E00000965,75.9,12,1.9,10.2
E00001108,82.5,15.9,0.8,0.8
E00001117,77.6,8.2,4.1,10.2
E00001118,70.5,13.6,7.6,8.3
E00001119,68.4,7.9,9.6,14
E00001120,76,10.4,2.4,11.2
E00001121,77.3,7.6,4.2,10.9
E00001122,77.9,8.7,3.8,9.6
E00001123,65.2,7.8,8.5,18.4
E00001124,78.9,7.5,2.3,11.3
E00001125,77,12.3,2.5,8.2
E00001126,56.1,16.8,7.5,19.6
E00001127,59.1,11.8,10,19.1
E00001128,75.2,11.7,3.6,9.5
E00001129,68.8,12.8,10.4,8
E00001130,74,18.7,2.4,4.9
E00001131,81.5,13,2.8,2.8
E00001132,75.2,6.6,1.7,16.5
E00001133,77.8,8.5,2.6,11.1
E00001134,88.5,5.1,0.6,5.7
E00001136,77.4,8.5,5.1,9
E00001137,73.4,10.8,2.2,13.7
E00001138,75.2,6.4,8.8,9.6
E00001139,80.1,8.1,2.2,9.6
E00001140,83.6,5.5,0.8,10.2
E00001207,83.8,7.7,3.4,5.1
E00001208,81.6,8.8,2.4,7.2
E00001209,95,2.5,0.8,1.7
E00001210,86.7,7.8,1.6,3.9
E00001212,86.2,6.5,1.6,5.7
E00001213,91.9,6.5,0,1.6
E00001214,91.1,1.5,0,7.4
E00001215,92.2,6.3,0.8,0.8
E00001216,94.3,3.3,0,2.4
E00001217,89.2,7.7,0.8,2.3
E00001218,86.7,6.2,4.4,2.7
E00001219,82.8,8.2,3,6
E00001220,75.7,10.1,2.3,11.9
E00001221,90,5.5,2.7,1.8
E00001222,88.9,6.3,1.6,3.2
E00001223,79.5,7.9,1.3,11.3
E00001224,90,6.2,0,3.8
E00001226,87.6,2.7,4.4,5.3
E00001227,89.5,5.6,1.6,3.2
E00001228,88.9,4.6,0,6.5
E00001229,92.1,4.7,0,3.1
E00001230,89.7,5.7,0,4.6
E00001231,90.4,4.8,0.8,4
E00001232,83.3,5.2,2.1,9.4
E00001233,88.9,6.2,1.9,3.1
E00001234,82.4,10.8,2.9,3.9
E00001235,63.8,12.2,3.2,20.8
E00001236,85.2,2.3,5.5,7
E00001237,86.9,8.5,0,4.6
E00001238,87.6,5.4,0.8,6.2
E00001239,72.7,7,7,13.3
E00001240,81.8,5.3,3,9.8
E00001241,83.6,7.4,4.9,4.1
E00001242,85.2,7,0.8,7
E00001243,87.7,4.3,1.9,6.2
E00001244,88.7,4.9,2.1,4.2
E00001245,85.5,2.6,2.6,9.4
E00001246,84.1,4.5,0.8,10.6
E00001247,83.3,3.3,0.7,12.7
E00001249,89.1,7,0.8,3.1
E00001250,75.8,11.7,4.2,8.3
E00001251,74.7,8.8,4.1,12.4
E00001252,69.7,8.3,3,18.9
E00001253,87.2,6.4,1.1,5.3
E00001254,86.3,8.4,1.5,3.8
E00001259,64.8,10.9,5.5,18.8
E00001266,89.8,5.8,0,4.4
E00001267,79.2,9.6,0,11.2
E00001295,92.7,2.8,0.6,4
E00001296,87,9.8,2.4,0.8
E00001297,88.1,9.3,0,2.5
E00001298,92.5,6,0.8,0.8
E00001299,71.8,13.7,2.6,12
E00001300,90.9,6.6,1.7,0.8
E00001301,92.4,5.9,0,1.7
E00001303,88.3,2.3,4.7,4.7
E00001304,79.3,9.3,3.3,8
E00001308,77,11.1,2.2,9.6
E00001333,79.2,8.5,3.8,8.5
E00001334,76.1,9.4,3.6,10.9
E00001335,70.5,6.7,8.7,14.1
E00001336,91.7,3.8,0.8,3.8
E00001337,83.7,8.5,2.3,5.4
E00001340,82.1,6.7,4.5,6.7
E00001341,77.3,12.6,0,10.1
E00001342,76.3,8.5,4.2,11
E00001346,85.4,6,4.6,4
E00001349,84.8,6.4,0,8.8
E00001350,67.5,7.5,2.5,22.5
E00001351,85,3.5,2.7,8.8
E00001353,80.1,7.5,2.7,9.6
E00001354,68,10.7,7.8,13.6
E00001355,76.4,11.8,0.8,11
E00001356,70.6,7.6,4.2,17.6
E00001357,64.3,9.8,1.8,24.1
E00001361,72.7,7.3,2.7,17.3
E00001367,86.2,4.3,0.9,8.6
