areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00000922,85.9,9.5,4.5
E00000923,70.2,20.6,9.2
E00000924,82.5,11.4,6
E00000925,87.9,8.8,3.3
E00000926,90.4,8.2,1.5
E00000927,87.5,11.6,0.9
E00000928,87.8,8.6,3.6
E00000929,89.9,7.8,2.4
E00000930,89.2,7.7,3.1
E00000931,91.8,6.5,1.7
E00000932,84.4,11,4.5
E00000934,91.7,6.6,1.7
E00000935,88.4,8.7,2.9
E00000936,88.8,9.5,1.8
E00000937,83.7,9.6,6.7
E00000938,83,12.2,4.8
E00000939,84,12,4
E00000940,83,12.8,4.3
E00000943,92,6.3,1.7
E00000944,88.5,8.5,3
E00000945,86.5,9,4.5
E00000961,83.7,11.8,4.4
E00000962,81.5,12.2,6.2
E00000963,79.2,14.7,6.2
E00000964,78.7,13.4,8
E00000965,83.2,10.4,6.4
E00001108,89.2,7.8,2.9
E00001117,89.7,8.6,1.7
E00001118,85.4,10.3,4.3
E00001119,86.6,9.6,3.8
E00001120,85.5,10.8,3.8
E00001121,83.3,10.6,6
E00001122,81.5,13.4,5
E00001123,82.1,11.2,6.8
E00001124,88.6,9.6,1.8
E00001125,90.4,6.8,2.8
E00001126,81.1,13.6,5.4
E00001127,87.8,8.5,3.6
E00001128,85.7,11.9,2.3
E00001129,82.9,12.3,4.8
E00001130,84.6,12.1,3.4
E00001131,87,9.1,3.9
E00001132,86.3,8.4,5.3
E00001133,79.8,13.6,6.6
E00001134,80.7,16,3.2
E00001136,83.3,12,4.7
E00001137,84.5,9.3,6.2
E00001138,89.2,9.5,1.4
E00001139,88.5,8.4,3.1
E00001140,71.6,21.3,7.1
E00001207,88.3,8.7,3
E00001208,86.9,9.3,3.8
E00001209,90.2,6.8,3
E00001210,90.9,7.6,1.6
E00001212,84.6,10.8,4.5
E00001213,84.4,11.1,4.5
E00001214,77.2,14.2,8.6
E00001215,84.1,10.5,5.4
E00001216,89.1,9.1,1.8
E00001217,87.5,9.9,2.6
E00001218,86.7,10.5,2.8
E00001219,87.8,8.7,3.5
E00001220,88.2,8,3.8
E00001221,87,10.2,2.9
E00001222,89.9,8.2,1.8
E00001223,86.1,9.8,4.1
E00001224,87.3,8.8,3.9
E00001226,88.3,8.6,3.1
E00001227,88.6,8.6,2.8
E00001228,90,8.6,1.4
E00001229,88.7,9.7,1.6
E00001230,82.4,13.2,4.4
E00001231,79.8,13.3,6.9
E00001232,83.7,9.8,6.5
E00001233,91.9,6,2.1
E00001234,74.1,11.8,14.1
E00001235,88,9.3,2.7
E00001236,89.5,6.5,4.1
E00001237,92.4,5.1,2.4
E00001238,90.4,7.4,2.2
E00001239,84.2,11.8,4
E00001240,86.9,8,5.1
E00001241,87,10,3
E00001242,91.2,4.7,4.1
E00001243,89.7,7.9,2.4
E00001244,84.5,12,3.5
E00001245,77.5,16.4,6.1
E00001246,76.7,14.7,8.6
E00001247,79.4,14.6,6
E00001249,88,8.1,3.9
E00001250,88.8,9.5,1.7
E00001251,86.1,11.2,2.7
E00001252,74.6,15.3,10.2
E00001253,89.3,7.1,3.6
E00001254,82.8,10.7,6.6
E00001259,80.4,14.2,5.4
E00001266,78.1,15.2,6.8
E00001267,85,11.5,3.5
E00001295,85.2,11.7,3.2
E00001296,91.7,6.2,2.2
E00001297,95.1,3.9,1
E00001298,94.3,4.2,1.5
E00001299,88.2,8.5,3.3
E00001300,93.3,4.8,1.9
E00001301,93,5.8,1.1
E00001303,87,8.7,4.2
E00001304,80.2,14.5,5.2
E00001308,79.8,14.6,5.6
E00001333,85.1,12.2,2.7
E00001334,82.6,13,4.4
E00001335,88,9.6,2.4
E00001336,84.3,11.6,4.1
E00001337,87.8,7.5,4.6
E00001340,85.1,10.3,4.6
E00001341,88,10.3,1.7
E00001342,86.1,10.1,3.7
E00001346,85.4,12.7,1.9
E00001349,81.4,13.1,5.5
E00001350,90.8,7.4,1.8
E00001351,70.6,19.4,10
E00001353,89.5,7.2,3.3
E00001354,81,15.3,3.7
E00001355,90.9,8,1.1
E00001356,75.7,19.7,4.6
E00001357,83,13.8,3.1
E00001361,89.8,5.8,4.5
E00001367,89,8.7,2.3
E00001368,90.9,8.2,0.9
E00001369,90,6.7,3.2
E00001370,82.4,14.4,3.1
E00001371,85.6,11.4,3
E00001372,89.8,6.8,3.4
