areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00000922,11.8,32.2,2.8,49.1,4.2
E00000923,37.6,35.5,4.8,17.2,4.8
E00000924,18.2,39.9,6.7,32.4,2.8
E00000925,11.3,34.3,2.3,48.7,3.3
E00000926,8,29.1,0,61.5,1.5
E00000927,14.7,32.7,1.8,48.2,2.6
E00000928,10,33.2,1.8,51.8,3.2
E00000929,11.5,34.2,1.6,51.6,1.2
E00000930,12.1,33.7,0.7,50.8,2.7
E00000931,8,37.4,4.2,46.9,3.5
E00000932,16.4,32.3,3.5,45.5,2.3
E00000934,14.3,36.2,3.6,44.4,1.4
E00000935,19.7,28.3,3.2,43.8,5.1
E00000936,7.7,33.1,4.8,44.7,9.7
E00000937,17.2,28.1,4.3,47.6,2.9
E00000938,13.3,29.8,3.9,49.8,3.2
E00000939,18.7,25.4,3.8,47.4,4.7
E00000940,14.1,26.8,3,53.5,2.6
E00000943,10.8,14.6,2.6,69.4,2.6
E00000944,15.5,29.6,2.2,49.7,3
E00000945,11.2,27.1,3.7,54.3,3.7
E00000961,23,30.1,5.2,38.3,3.6
E00000962,31.7,35.2,3.6,27.5,2.1
E00000963,24.4,35.3,4.1,32.2,4.1
E00000964,16.7,37.3,3,38,4.9
E00000965,21.4,42.8,3.1,31.4,1.3
E00001108,12.7,28.2,4.6,52,2.5
E00001117,12.8,33.1,2.5,50,1.7
E00001118,17.2,34.8,3.1,41.8,3.1
E00001119,16.2,33.8,3.7,43.1,3.2
E00001120,21.9,33.7,4.1,38.9,1.5
E00001121,19.3,36.4,4.7,37.8,1.8
E00001122,12.5,35,4.2,45.4,2.9
E00001123,19.2,33.5,3.3,42.3,1.7
E00001124,11.4,33.8,2.3,47.5,5
E00001125,11.7,35.5,2.8,46.8,3.2
E00001126,20.1,34.5,4.7,34.2,6.5
E00001127,14.9,32.3,5.2,40.7,6.9
E00001128,11.9,29.2,2,52.7,4.2
E00001129,20.5,32.4,3.2,41,2.9
E00001130,15.1,32.1,2.3,46.8,3.7
E00001131,8.4,32.7,3.4,52.5,3
E00001132,19.5,31.3,4.7,40.6,3.9
E00001133,16.9,36,2.5,41.7,2.9
E00001134,17.3,28.8,1.9,48.9,3.1
E00001136,11.5,29.8,2.9,52.6,3.1
E00001137,19.5,25.7,2.3,47.9,4.6
E00001138,13,26,4.3,52,4.7
E00001139,6.4,33.4,4,53.5,2.7
E00001140,17.6,35.1,2.7,41.4,3.2
E00001207,7.5,32.9,4.8,51.3,3.5
E00001208,9.3,33.1,4.5,52.8,0.3
E00001209,7.4,24.9,3.7,62.5,1.5
E00001210,4.2,35.4,1.9,56.5,1.9
E00001212,10.5,28.5,1.3,57.5,2.2
E00001213,10.2,28.3,4.5,52.1,4.9
E00001214,19.4,27.7,3.9,45.1,3.9
E00001215,11.8,22.9,4.1,58.8,2.4
E00001216,11.7,25.1,0,61.9,1.3
E00001217,7.5,30.8,2.1,59.6,0
E00001218,7.7,26.6,2.6,61.4,1.7
E00001219,9.2,25.8,2.2,62.4,0.4
E00001220,11.8,30.6,2.4,53.3,1.9
E00001221,9.8,31.1,5.5,52.4,1.2
E00001222,8.2,26.5,2.3,60.3,2.7
E00001223,7.2,31.1,4.4,53.8,3.5
E00001224,9,32.6,1.7,52.4,4.3
E00001226,11.3,30,1.7,54.2,2.9
E00001227,6.8,34.2,3.8,52.9,2.3
E00001228,4.8,19.5,3.1,70.9,1.7
E00001229,7.8,29.8,3.1,55.7,3.5
E00001230,10.4,27.3,2.7,56.9,2.7
E00001231,11.4,34.6,0.5,50.8,2.7
E00001232,13.3,28,0,56.7,2
E00001233,5,23.4,1.7,67.6,2.3
E00001234,15.3,26.5,3.4,49.6,5.2
E00001235,17.2,29.4,3.9,47.8,1.6
E00001236,8.2,28.4,3,56.5,3.9
E00001237,6.2,27,2.4,63.2,1.2
E00001238,10,30.8,0,57.3,1.9
E00001239,11.7,33.1,2.9,50.2,2.1
E00001240,8,37.5,1.2,53.4,0
E00001241,10,23.9,1.7,61.3,3
E00001242,10.5,35.7,4.3,46.1,3.5
E00001243,10.3,29,1.9,57.7,1
E00001244,11.4,32.3,4.7,48.1,3.4
E00001245,15.8,28.4,4.4,47.5,3.8
E00001246,20.2,28.8,2.9,44.2,3.8
E00001247,16.1,31.4,3.1,47.5,2
E00001249,10.6,34.9,3.5,47.5,3.5
E00001250,6.3,30.3,3.4,58.4,1.7
E00001251,14.3,30.8,4.9,45.5,4.5
E00001252,23.2,31.9,6.3,36.2,2.4
E00001253,10.7,32.7,2.6,54.1,0
E00001254,21.9,29.6,2,40.7,5.7
E00001259,23.6,28.7,3.4,40.5,3.8
E00001266,23.6,21.2,3.9,46.8,4.4
E00001267,8.9,28.5,3,57.9,1.7
E00001295,13.5,45.6,3,34,3.9
E00001296,6.1,24,1.9,68.1,0
E00001297,5.7,29.7,1.8,62.7,0
E00001298,8.4,31,1.9,56.8,1.9
E00001299,13.1,28.8,3.1,51.5,3.5
E00001300,5.4,27.2,2.2,63.4,1.8
E00001301,5.7,28.7,1.1,63.8,0.8
E00001303,12.3,27.6,3,55.2,1.9
E00001304,16.2,25.3,4.2,49.4,4.9
E00001308,13.4,25.8,2.5,56.1,2.2
E00001333,9.7,28.2,6.5,53.2,2.3
E00001334,16.3,35.7,3.5,42.7,1.8
E00001335,13.9,32,3.7,48,2.4
E00001336,14.2,32.6,4.1,47.2,1.9
E00001337,12.7,33.6,3.8,48.3,1.7
E00001340,13.6,34.6,3.9,45.4,2.5
E00001341,13.7,25.9,2,55.7,2.7
E00001342,18.7,30.1,5.9,39.3,5.9
E00001346,13.9,28.4,3.4,52.7,1.7
E00001349,14.2,34,4,44.5,3.2
E00001350,11.8,21.2,3.3,62.3,1.4
E00001351,26.6,32.6,2.2,36.4,2.2
E00001353,12.7,26.3,3.2,55.7,2.2
E00001354,15.5,19.3,0.4,60.1,4.7
E00001355,11.4,27.2,2.3,56.7,2.3
E00001356,19.9,22.5,2.2,48.3,7
E00001357,10.7,22.3,3,59.4,4.6
E00001361,8.1,17.6,1.5,70,2.9
E00001367,4.1,25.3,2.9,66.4,1.2
E00001368,11,35.9,2.5,49.1,1.4
E00001369,5,31,1.8,60.9,1.4
E00001370,10.6,29.3,2.9,53.1,4
E00001371,12.5,27.5,3.5,54.3,2.2
E00001372,10.9,35.2,2,50,2
E00001374,13.7,25.4,2.1,57.4,1.4
E00001375,10.9,25,2.3,60.5,1.3
E00001376,9.8,24.9,3.4,59.9,2
