geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00134224,8.2,19.7,72.1
E00134225,6.8,19.2,74
E00134226,4.8,21.3,73.9
E00134227,8.6,19,72.4
E00134228,8,13.3,78.7
E00134229,3.8,24.5,71.7
E00134230,9.8,22.5,67.6
E00134237,5.3,18.7,76
E00134238,5.6,34,60.4
E00134239,5.1,25.4,69.5
E00134240,5,25,70
E00134242,4.7,29.8,65.5
E00134243,8.6,28.9,62.5
E00134244,9.5,32.8,57.7
E00134245,4.8,29.4,65.9
E00134246,4.8,25.8,69.4
E00134247,0.7,30.7,68.6
E00134248,4.8,32,63.2
E00134249,4.2,31.7,64.2
E00134258,5.3,31.8,62.9
E00134260,6,24.5,69.5
E00134261,6.6,38,55.5
E00134262,4.4,23,72.6
E00134263,5.7,22.1,72.1
E00134264,1.7,23.1,75.2
E00134265,1.6,33.9,64.5
E00134266,4.3,27.8,67.8
E00134267,6.5,51,42.6
E00134268,4.2,45.5,50.3
E00134269,3.1,63.9,33
E00134270,5.1,41.4,53.5
E00134271,3.4,29.2,67.4
E00134272,3.8,19.2,76.9
E00134273,0.6,66.3,33.1
E00134274,8,34.4,57.7
E00134275,3.5,35.9,60.6
E00134276,6.1,34.2,59.6
E00134277,6.4,23.2,70.4
E00134278,5.6,21.1,73.3
E00134280,4,26.6,69.4
E00134281,3.2,22.9,73.9
E00134282,4.2,33.3,62.5
E00134283,2.5,31.4,66.1
E00134284,6.6,19,74.4
E00134287,7.5,23.3,69.2
E00134288,6.3,42,51.8
E00134289,4.2,20.8,75
E00134290,6,41.4,52.6
E00134291,2.6,31,66.5
E00134292,1.6,26.2,72.2
E00134293,4.6,31.4,64
E00134294,3.5,38.1,58.4
E00134295,6.3,41.7,52.1
E00134296,0,52.3,47.7
E00134297,6.5,49.1,44.4
E00134299,4.8,19,76.2
E00134300,6.5,35,58.5
E00134301,3.3,38,58.7
E00134302,5.4,27,67.6
E00134303,5.2,38.5,56.3
E00134304,0,35.2,64.8
E00134305,5.1,25.4,69.5
E00134306,3.1,30,66.9
E00134307,6.9,20.1,72.9
E00134308,0,28.7,71.3
E00134309,2.9,41.9,55.1
E00134310,0,34.3,65.7
E00134311,3.3,26.4,70.2
E00134312,2.6,29.1,68.4
E00134313,2.5,18.9,78.7
E00134320,10.8,16.9,72.3
E00134329,6.6,29.9,63.5
E00134330,3.9,20.7,75.4
E00134331,3.9,21.9,74.2
E00134332,4.9,25.9,69.2
E00134333,4.4,26.4,69.2
E00134334,0,22.5,77.5
E00134335,2.5,38.3,59.2
E00134363,4.7,19.5,75.8
E00134368,4,22.2,73.8
E00134383,6,21,73
E00134384,3.5,30.4,66.1
E00134385,4.4,38.9,56.7
E00134386,5.2,27.6,67.2
E00134387,4.1,26.8,69.1
E00134388,1.8,30.9,67.3
E00134389,5.8,29.8,64.5
E00134390,4.5,24.1,71.4
E00134391,9.1,21.8,69.1
E00134392,4.6,34.9,60.6
E00134393,1.3,30.8,67.9
E00134394,3.6,19.6,76.8
E00134397,5.2,20.2,74.6
E00134398,0.8,34.1,65
E00134399,4,23.4,72.6
E00134400,5.3,32.7,62
E00134401,6.7,21.7,71.7
E00134402,4.8,20,75.2
E00134403,0.8,25.4,73.8
E00134406,1,87.8,11.2
E00134407,5.2,31,63.8
E00134408,5.2,29.1,65.7
E00134409,1.6,32.8,65.6
E00134413,5.9,30.4,63.7
E00134414,5.2,41.4,53.4
E00134416,5.8,18.1,76.1
E00134417,10.4,20.9,68.7
E00134418,3.6,13.9,82.4
E00134419,2.6,29.1,68.2
E00134420,11.1,18.5,70.4
E00134421,7.3,24.5,68.2
E00134422,4.3,25.9,69.8
E00134423,5.6,19.4,75
E00134424,2.2,44.5,53.3
E00134425,0,26.5,73.5
E00134426,5.3,24.8,69.9
E00134430,3.8,32.7,63.5
E00134433,4.8,19.8,75.4
E00134434,6,14.5,79.5
E00134435,7.8,28.4,63.7
E00134436,8.8,19.5,71.7
E00134437,3.7,23.6,72.7
E00134438,5.3,23.3,71.4
E00134439,5.2,23.3,71.6
E00134440,3,15,82
E00134441,2.3,26.9,70.8
E00134442,8.7,25.4,65.9
E00134484,4.6,22,73.4
E00134485,6.8,25,68.2
E00134487,5.4,20.7,73.9
E00134488,7.2,17,75.8
E00134491,5.4,21.4,73.2
E00134567,5.3,37.1,57.6
E00134568,2.1,26.1,71.8
E00134569,8,17,75
E00134570,5.9,24.3,69.9
E00134571,1.5,32.1,66.4
E00134572,6.6,27,66.4
E00134573,3.8,46.9,49.2
E00134574,0.6,32.1,67.3
E00134575,7,25.5,67.5
E00134576,8.4,20.1,71.4
E00134585,7.5,18.8,73.7
E00134586,6.3,21.5,72.2
E00134587,5.7,19.5,74.8
E00134588,7.4,14.8,77.9
E00134589,11,14.3,74.7
E00134590,4.2,16.2,79.6
E00134591,4.3,31.6,64.1
E00134592,6.7,41.8,51.5
E00134593,6.9,21.4,71.8
E00134594,8.8,39.8,51.4
E00134595,5,32.8,62.2
E00134596,7.1,22.4,70.5
E00134597,4.8,33.6,61.6
E00134598,9.5,19,71.6
E00134601,4.6,37.5,57.9
E00134603,3.4,29.9,66.7
E00134604,6.6,43.4,50
E00134606,8.1,22.6,69.4
E00134607,6.3,16.7,77.1
E00134608,4.5,13.4,82.1
E00134609,4.5,21.8,73.6
E00134610,6.5,30.4,63
E00134611,3.9,34.4,61.7
E00134612,3.6,34.5,61.9
E00134613,6.4,33,60.6
E00134614,10.4,16.9,72.7
E00134615,8.5,53.3,38.2
E00134616,4.3,25.5,70.2
E00134617,5.9,19.1,75
E00134618,8.6,36.2,55.2
E00134619,6.4,16.5,77.1
E00134620,5.1,20.3,74.6
E00134621,8.3,23.7,68
E00134639,2.9,32.8,64.2
E00134640,3.4,33.6,62.9
E00134641,3.8,33.1,63.2
E00134642,7.1,27.7,65.2
E00134643,5.8,29.7,64.5
E00134644,6.2,23,70.8
E00134645,7.2,23.4,69.4
E00134646,6.2,29.7,64.1
E00134647,0,23.3,76.7
E00136870,2.6,19.8,77.6
E00136871,4,16.8,79.2
E00136872,1.4,30.4,68.2
E00136873,1.9,40.4,57.7
E00136874,6.8,19.3,73.9
E00136875,2.4,31.3,66.3
E00136876,4.2,25.3,70.5
E00136877,5.7,29.1,65.2
E00136878,1.6,38.6,59.8
E00136879,3.1,43.3,53.5
E00137066,4.6,20.3,75.2
E00169876,4.3,13.9,81.7
E00169877,3.7,13,83.3
E00169884,3.1,14,82.9
E00169887,8,21.6,70.4
E00169888,6.2,20.6,73.2
E00169889,5.4,35.7,58.9
E00169890,10.6,19.7,69.7
E00169891,2.4,28.6,69
E00169893,5.2,20,74.8
E00169894,4.3,15.2,80.4
E00169895,2.1,34.5,63.4
E00169896,4.9,33.6,61.5
E00169897,4.5,13.5,82
E00169898,5.8,35,59.1
E00169899,4,20.7,75.3
E00169900,3.7,34.9,61.5
E00169901,2.2,26.4,71.4
E00169902,4.2,19.7,76.1
E00169903,4.3,26.1,69.7
E00187853,6,25,69
E00187854,4.3,17.4,78.3
E00187855,2.5,50.6,46.8
E00187856,5.4,39.5,55.1
E00187857,4,31,65.1
E00187862,6.8,19.7,73.5
E00187863,7.3,45.7,47
E00187864,3.2,59.7,37.1
E00187865,5.5,28.6,66
E00187879,6.7,8.9,84.4
E00187891,4.4,20,75.6
E00187898,4.1,27.3,68.6
E00187902,9.3,20,70.7
E00187913,9.8,11,79.3
E00187922,6.4,20,73.6
E00187925,9.9,31.7,58.4
E00187930,7.5,23.9,68.7
E00187934,4.6,24.1,71.3
E00187951,6,26,68
E00187972,3.6,23.2,73.2
E00187982,5.7,27,67.2
E00187985,3.2,38.7,58.1
E00187992,4.8,15.1,80.2
E00188005,10.5,22.8,66.7
E00188011,0,9.1,90.9
E00188014,3.3,35.8,60.8
E00188016,1.3,17.7,81
