geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00134224,96.6,0.3,3.1
E00134225,96.4,1.4,2.2
E00134226,98.1,0.2,1.7
E00134227,97.3,0.4,2.3
E00134228,95.8,1.7,2.5
E00134229,93.5,3.1,3.4
E00134230,97.2,0.4,2.4
E00134237,91.6,1,7.3
E00134238,91.6,1,7.4
E00134239,92.2,1.8,6.1
E00134240,95.4,0,4.6
E00134242,97.9,0.3,1.8
E00134243,83.6,1.7,14.7
E00134244,81.6,3.1,15.3
E00134245,94.9,0.3,4.7
E00134246,96.2,0,3.8
E00134247,98.2,0,1.8
E00134248,94.1,1.6,4.3
E00134249,97.3,0,2.7
E00134258,94.9,0,5.1
E00134260,95.8,0,4.2
E00134261,97.5,1.1,1.4
E00134262,94.3,1.7,4.1
E00134263,95.7,1.7,2.6
E00134264,99.3,0,0.7
E00134265,98.4,0,1.6
E00134266,92.3,1.2,6.6
E00134267,87.9,0.3,11.8
E00134268,85.5,2.2,12.3
E00134269,88.6,2.1,9.4
E00134270,92.2,1.3,6.5
E00134271,98.5,0.7,0.7
E00134272,97.3,1,1.7
E00134273,88.8,2.4,8.8
E00134274,91.7,0.3,8
E00134275,96.8,2.3,1
E00134276,95.4,0.4,4.2
E00134277,97.9,0,2.1
E00134278,92.1,1.9,6.1
E00134280,97,1.1,1.8
E00134281,94.9,1.6,3.5
E00134282,96.2,0,3.8
E00134283,93.8,1.6,4.6
E00134284,96.8,0.6,2.6
E00134287,94.8,1.4,3.8
E00134288,89.5,1.3,9.2
E00134289,96.9,0,3.1
E00134290,94.2,1.6,4.3
E00134291,97.5,0,2.5
E00134292,95.4,0.3,4.3
E00134293,95.3,0.7,4
E00134294,94.5,1.4,4.1
E00134295,93.1,1.4,5.5
E00134296,98.5,0,1.5
E00134297,89.2,2,8.8
E00134299,96.5,0.6,2.9
E00134300,99.2,0.4,0.4
E00134301,94.5,0,5.5
E00134302,97.3,0,2.7
E00134303,88.4,2.7,8.8
E00134304,83.9,2.9,13.2
E00134305,97.4,0.4,2.2
E00134306,95.7,1.4,2.9
E00134307,95,2.1,2.9
E00134308,97.5,0.7,1.8
E00134309,93.5,0.8,5.8
E00134310,98.5,0,1.5
E00134311,96.5,0.8,2.7
E00134312,92.6,0,7.4
E00134313,98.6,0.7,0.7
E00134320,94.6,0.4,4.9
E00134329,95.8,0.7,3.5
E00134330,98.1,0.5,1.5
E00134331,95.2,0.3,4.5
E00134332,96.9,0.9,2.2
E00134333,95.8,0.3,3.9
E00134334,94.7,0.6,4.7
E00134335,96.1,0,3.9
E00134363,96.8,1.6,1.6
E00134368,97.8,0,2.2
E00134383,92.7,2.3,5
E00134384,98.2,0.3,1.6
E00134385,99.5,0.5,0
E00134386,96.5,0,3.5
E00134387,100,0,0
E00134388,98.7,0,1.3
E00134389,96.6,1.1,2.2
E00134390,98.7,0,1.3
E00134391,94.7,0,5.3
E00134392,98.9,0.3,0.8
E00134393,97.1,1.3,1.6
E00134394,98.8,0,1.2
E00134397,91.7,1.7,6.6
E00134398,88.6,3.8,7.6
E00134399,95.5,0.3,4.1
E00134400,92.6,1.7,5.7
E00134401,97.1,0,2.9
E00134402,99.3,0.4,0.4
E00134403,95.5,1,3.5
E00134406,93.3,0.8,5.9
E00134407,96.6,1.5,1.9
E00134408,91.1,0.6,8.3
E00134409,87.8,1.1,11.1
E00134413,94.4,1,4.7
E00134414,90.4,2.2,7.4
E00134416,95.7,0.8,3.6
E00134417,92.7,0.9,6.4
E00134418,93.9,0.2,5.9
E00134419,97.4,1.4,1.2
E00134420,94.7,0.4,4.9
E00134421,97.6,0,2.4
E00134422,98.4,0.5,1.2
E00134423,98.8,0.2,1
E00134424,97.2,0.3,2.5
E00134425,97.4,0,2.6
E00134426,95.7,0.9,3.4
E00134430,97.3,0,2.7
E00134433,97.7,0.9,1.4
E00134434,93.5,2.9,3.6
E00134435,98.8,0,1.2
E00134436,96.6,0,3.4
E00134437,93.2,1.6,5.3
E00134438,93.4,2.3,4.3
E00134439,95.7,0.3,4
E00134440,94.8,0.9,4.3
E00134441,91.2,1.6,7.1
E00134442,98.1,0.6,1.2
E00134484,97,0,3
E00134485,96.8,0.7,2.5
E00134487,94.5,0.7,4.8
E00134488,96.3,1.2,2.5
E00134491,96.2,1.1,2.7
E00134567,97.7,0,2.3
E00134568,98.7,0.6,0.6
E00134569,99,0,1
E00134570,96.8,1.7,1.4
E00134571,99,0.3,0.7
E00134572,98.3,0,1.7
E00134573,99.2,0,0.8
E00134574,98.8,0,1.2
E00134575,98.1,0.3,1.6
E00134576,96.4,1.4,2.2
E00134585,96.2,1.1,2.8
E00134586,96.9,2.2,0.8
E00134587,98.2,0.8,1
E00134588,96.4,2.4,1.2
E00134589,97.2,0.5,2.3
E00134590,98.7,0.5,0.8
E00134591,98.5,0.7,0.9
E00134592,67,1.5,31.5
E00134593,79,1.3,19.7
E00134594,78.2,0.5,21.3
E00134595,93.2,0.3,6.4
E00134596,90.1,1.9,7.9
E00134597,96.8,0.7,2.5
E00134598,84.2,1.3,14.5
E00134601,91.9,0.6,7.4
E00134603,92.7,1.2,6.1
E00134604,90.5,0.4,9.1
E00134606,86,0,14
E00134607,74.6,1.5,23.9
E00134608,94.1,1.6,4.3
E00134609,94,1.2,4.8
E00134610,94.8,0.3,4.9
E00134611,95.3,0.3,4.3
E00134612,88.1,0,11.9
E00134613,89.8,0.3,9.9
E00134614,80.3,1.8,18
E00134615,53.7,2.3,43.9
E00134616,96.5,1,2.6
E00134617,96.3,0.6,3.1
E00134618,98.3,0.9,0.9
E00134619,97.3,0.7,2
E00134620,96.1,0,3.9
E00134621,96.2,0.8,3
E00134639,95.1,0.9,4
E00134640,92.8,2.2,4.9
E00134641,95.5,1.9,2.7
E00134642,97.7,1.2,1.2
E00134643,96.8,1.6,1.6
E00134644,94.7,1.1,4.2
E00134645,98.1,0,1.9
E00134646,97.8,0.6,1.5
E00134647,95.7,1.4,2.9
E00136870,94.2,3.1,2.7
E00136871,97.6,0.4,2
E00136872,96.8,1.3,1.9
E00136873,97.2,0.9,1.8
E00136874,96.2,0.8,2.9
E00136875,98.8,0,1.2
E00136876,95,1.7,3.4
E00136877,96.5,1,2.4
E00136878,94.6,1.7,3.8
E00136879,94,2.1,3.8
E00137066,95.6,0.7,3.7
E00169876,95.1,2.1,2.8
E00169877,96,0.7,3.3
E00169884,96.4,0.6,3
E00169887,78.7,3.8,17.5
E00169888,82,2.7,15.3
E00169889,91.2,0.4,8.4
E00169890,83.2,0.5,16.3
E00169891,97.8,0,2.2
E00169893,89.9,0.6,9.4
E00169894,98.6,0.6,0.9
E00169895,96.7,0.3,3
E00169896,85.6,2.7,11.7
E00169897,90.4,0.3,9.3
E00169898,90.6,2.1,7.3
