areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00004962,31.7,16.5,28.1,23.7
E00004963,44.1,19.9,19.9,16.2
E00004964,31,16.1,38.7,14.3
E00004975,28.8,13.6,35.6,22
E00004976,34.7,13.3,37.6,14.5
E00004977,30.1,14.3,31.6,24.1
E00004978,33.3,11.9,37.3,17.5
E00004979,29,16.1,35.5,19.4
E00004980,37.4,13.4,26.8,22.3
E00004981,32.7,10.2,36.7,20.4
E00004982,33.6,19.8,26.7,19.8
E00004983,25.7,14.6,36.8,22.9
E00004985,37.3,8.9,32.3,21.5
E00004993,43.4,14.5,21.7,20.5
E00004995,40.8,13.8,26.4,19
E00005396,34.7,14.5,39.3,11.6
E00005397,37,13.7,34.6,14.7
E00005398,32.7,14.1,32.2,21
E00005399,30.4,10.1,34.8,24.7
E00005400,34.6,13.6,33.3,18.5
E00005401,39.7,11.5,30.8,17.9
E00005402,40.4,16.6,27.8,15.2
E00005404,34.5,10.3,28.6,26.6
E00005405,37.4,13.6,21.9,27.2
E00005406,35,18.5,28.7,17.8
E00005407,25.1,17.5,38.8,18.6
E00005408,30.3,17.1,32.9,19.7
E00005409,27.4,18.7,35.2,18.7
E00005410,34.3,16,35.5,14.2
E00005411,28.9,16,37.4,17.6
E00005412,31.3,12,35.9,20.8
E00005413,33.3,16.4,39,11.3
E00005414,33.6,13.9,38.7,13.9
E00005415,34.4,13.8,31.3,20.6
E00005416,31.5,19.6,26.6,22.4
E00005417,22.4,11.2,50,16.4
E00005418,33.5,14.8,42.6,9
E00005419,27.5,8.7,55,8.7
E00005420,35.7,18.9,28,17.5
E00005421,25.6,12.8,48.9,12.8
E00005422,31.1,14.8,38.8,15.3
E00005423,34,11.3,38.9,15.8
E00005424,27.5,10.1,48.6,13.8
E00005425,32.3,7.2,49.1,11.4
E00005426,39.3,13.1,29.5,18
E00005427,25,9.9,39.5,25.6
E00005428,32.1,18.6,29.1,20.3
E00005429,29.3,15,34.6,21.1
E00005430,34.5,13.1,30.1,22.3
E00005431,31.2,22.3,23.6,22.9
E00005432,32,14.5,28.5,25
E00005433,29.6,17.9,31.4,21.2
E00005435,29.8,17.6,26.3,26.3
E00005436,29.1,21.5,25.3,24.1
E00005437,32.4,16.9,29.2,21.5
E00005438,30,18.8,32.4,18.8
E00005439,36.7,11.1,29.4,22.8
E00005683,28.3,15.7,46.5,9.4
E00005713,38.4,18.8,23.2,19.6
E00005714,42.2,16.9,21.7,19.3
E00005718,33.8,21.6,33.1,11.5
E00005719,32.1,18.1,32.9,16.9
E00005721,28.5,18,32.6,20.9
E00005722,26.9,17.6,31.5,24.1
E00005723,31.5,16.7,38.9,13
E00005724,34,11.7,39.9,14.4
E00005725,32.7,18.3,34.1,14.9
E00005726,37.3,19.9,27.7,15.1
E00005727,42.5,11.4,24,22.2
