areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00004962,84.6,9.1,6.4
E00004963,85,11.3,3.7
E00004964,82.5,12.7,4.9
E00004975,86.3,9.8,3.9
E00004976,83.9,11.4,4.7
E00004977,80.2,13.7,6.1
E00004978,83.5,12.4,4.1
E00004979,87.4,10.7,2
E00004980,85.5,11.8,2.7
E00004981,79.5,15.2,5.2
E00004982,84.3,10.5,5.2
E00004983,83.9,10.6,5.5
E00004985,85.5,11.2,3.3
E00004993,87.6,9,3.4
E00004995,83.1,12.9,4
E00005396,84.7,11.2,4.1
E00005397,80,15.9,4.1
E00005398,81.8,13,5.2
E00005399,87.1,11.2,1.7
E00005400,84.4,10.4,5.2
E00005401,82.5,12.7,4.7
E00005402,81.4,13.1,5.5
E00005404,82.1,11.8,6.1
E00005405,82.8,11.3,5.9
E00005406,84.5,9.5,6
E00005407,87.3,8.9,3.7
E00005408,90,7.6,2.4
E00005409,85.2,12.3,2.5
E00005410,81.4,14,4.6
E00005411,86.6,9.9,3.6
E00005412,86.6,9.2,4.2
E00005413,82.6,14.9,2.5
E00005414,87.8,8.4,3.8
E00005415,83.9,12.5,3.6
E00005416,87.1,9.4,3.5
E00005417,83.7,10.7,5.6
E00005418,83.3,12.4,4.2
E00005419,88.8,8.2,3
E00005420,76.9,8.4,14.7
E00005421,86.3,10.5,3.2
E00005422,89.6,7.5,2.9
E00005423,88,9.7,2.3
E00005424,84,13,3
E00005425,82.8,13.9,3.3
E00005426,64.8,22.3,12.8
E00005427,85.2,9,5.9
E00005428,83.3,11.8,5
E00005429,78.6,13.2,8.2
E00005430,83,12.2,4.8
E00005431,84,10.3,5.8
E00005432,81.9,13.3,4.8
E00005433,82.6,11.8,5.6
E00005435,83.7,13.2,3.1
E00005436,81.7,13.7,4.6
E00005437,85.5,11.2,3.3
E00005438,86,11.5,2.5
E00005439,83.6,14,2.3
E00005683,86.4,9.8,3.8
E00005713,74.7,17.1,8.2
E00005714,81.7,13.2,5.1
E00005718,87.7,8.9,3.4
E00005719,87.5,9.2,3.3
E00005721,79,14.9,6.1
E00005722,87.1,8.9,4
E00005723,86.4,11.5,2.2
E00005724,81.4,13.5,5.2
E00005725,89.3,8,2.7
E00005726,83.1,10.5,6.5
E00005727,82.3,10.7,7
E00005728,84.5,12.3,3.2
E00005729,86.1,11.1,2.9
E00005730,79.9,13.8,6.4
E00005731,86.2,10.7,3.1
E00005732,82.4,13.3,4.3
E00005733,90.4,7.5,2.1
E00005734,87.4,9.4,3.1
E00005735,86.5,8.5,5
E00005737,80.8,15.6,3.6
E00005738,88.9,8,3.1
E00005739,88.3,9.6,2.1
E00005741,83.4,11.3,5.2
E00005742,83.3,12.9,3.8
E00005743,85.2,11.1,3.7
E00005744,82.5,13.3,4.2
E00005745,86.9,9.8,3.4
E00005751,78.2,15.4,6.4
E00005752,84.5,11,4.5
E00005753,90.4,8.6,1.1
E00005754,88.6,7,4.3
E00005755,82,8.3,9.8
E00005756,88.4,9,2.6
E00005757,89.7,8.4,1.9
E00005758,84.6,10.1,5.3
E00005760,80.6,14.6,4.9
E00005762,87,10.4,2.6
E00005763,81.2,17.1,1.7
E00005764,78.6,15,6.4
E00005765,86.6,10.9,2.5
E00005766,79.9,13.8,6.2
E00005767,82.9,11.1,6
E00005768,84.7,11.7,3.7
E00005771,89.1,9.5,1.4
E00005773,81.9,14,4.1
E00005776,89.3,8.2,2.5
E00005777,87.4,8.1,4.6
E00005778,93.1,4.7,2.2
E00005779,90.6,7,2.4
E00005780,85.7,9.3,5
E00005781,86.5,10.3,3.2
E00005782,81.9,14,4.1
E00005783,86.4,9.5,4.1
E00005784,83.3,13.5,3.2
E00005785,87.7,10.4,1.9
E00005786,85.8,10.5,3.7
E00005787,81.6,12.7,5.7
E00005788,83.4,12.4,4.1
E00005789,86.5,10.2,3.2
E00005790,82.1,13.6,4.3
E00005791,82.2,14.3,3.6
E00005792,85.8,8.8,5.4
E00005793,83.1,10.5,6.4
E00005794,85,11.8,3.2
E00005795,89.5,7.4,3.1
E00005797,76.4,14.3,9.3
E00005798,86.4,10.7,3
E00005799,85.1,10.3,4.6
E00005800,81.6,13.6,4.8
E00005801,75.3,16.8,7.8
E00005802,85.6,9.4,5
E00005803,83.9,12,4.1
E00005804,78.3,16.1,5.7
E00005805,89.3,7.5,3.2
E00005806,86.3,9.4,4.2
E00005807,83.1,12.8,4.1
E00005809,83.8,10.3,5.9
E00005810,86.5,10.4,3.2
E00005811,87.5,10.9,1.7
E00005880,77.4,17.9,4.7
E00005881,87.5,9.3,3.1
E00005882,87,11.2,1.9
E00015441,86.5,8.9,4.6
E00015442,84.2,12.2,3.6
E00015454,91.4,7.4,1.2
E00015456,77.1,14.3,8.6
E00015458,88,9.3,2.7
E00015460,82.7,12.6,4.7
E00015462,81.9,12.9,5.2
E00015463,83.4,10.8,5.7
E00015467,77.9,15.8,6.3
E00015531,86,10.4,3.6
E00015535,76.3,18.2,5.5
E00015537,86.3,12,1.6
E00015538,77.2,17,5.8
E00015539,78.9,13.6,7.5
E00015541,80.5,10.6,8.9
E00015542,84.1,9.2,6.7
E00015543,79.1,16,4.9
E00015544,75.6,17,7.4
E00015545,70.6,11.9,17.4
E00015546,84.2,10.3,5.5
E00015547,85.2,11,3.9
E00015548,83.3,11,5.8
E00015549,83.2,11,5.7
E00015550,85.3,9.7,5
E00015727,89.8,9.2,1
E00015728,90.3,7,2.7
E00015849,87,10.5,2.5
E00015850,81.2,17.3,1.6
E00015851,90.7,7.3,1.9
E00015852,80.7,11.7,7.6
E00015858,85.8,10.7,3.5
E00015860,89.1,7.1,3.8
E00015861,86,12,2
E00015862,88.4,7.4,4.2
E00015864,86.3,10.9,2.8
E00015865,87.6,10.4,2
E00015866,86.2,10.1,3.7
E00015869,81.4,13.3,5.3
E00015872,87.7,9.6,2.7
E00015875,88.3,8.9,2.8
E00015877,80.9,11.8,7.3
E00015878,83.6,12,4.5
E00015881,86.4,9.6,3.9
E00015882,88.2,8.8,2.9
E00015886,88.3,8.4,3.3
E00015895,93.8,5.1,1.2
E00015898,86.1,9.4,4.5
E00015900,89.2,7.2,3.6
E00015901,80.5,12.1,7.5
E00015902,89.1,9.4,1.5
E00015903,89.3,7.9,2.8
E00015904,85.1,8.8,6.2
E00015905,70.5,21.7,7.8
E00015906,86.5,11.2,2.3
E00015907,89.6,9.1,1.3
E00015935,87,9.2,3.8
E00017358,83.1,12.4,4.4
E00017371,89.3,5.9,4.8
E00017372,88.5,9.4,2.2
E00017373,85.9,9.9,4.2
E00017379,87.3,9.7,3
E00174926,79,15.5,5.5
E00174928,86.5,11.5,2
E00174929,92.1,5.7,2.2
E00174930,87.4,10.3,2.3
E00180952,92.8,3,4.2
E00180967,90.6,7.5,1.9
E00181036,89.7,7.3,3
