areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00004962,18.3,50.5,22.6,8.6
E00004963,25.5,51,16.7,6.9
E00004964,34.7,43,17.4,5
E00004975,29.7,45.3,22.7,2.3
E00004976,22.4,50.5,22.4,4.7
E00004977,56.3,40.6,3.1,0
E00004978,32.4,50.5,13.3,3.8
E00004979,31.1,49.2,17.4,2.3
E00004980,26,47.2,21.3,5.5
E00004981,36.1,48.6,12.5,2.8
E00004982,53.3,35.8,9.2,1.7
E00004983,28.9,52.2,13.3,5.6
E00004985,26.2,45.6,20.4,7.8
E00004993,43.2,45.6,9.6,1.6
E00004995,30.2,50,17.5,2.4
E00005396,15.3,42.7,32.3,9.7
E00005397,16.4,54.1,19.9,9.6
E00005398,30.9,53,11.4,4.7
E00005399,24.3,55,16.2,4.5
E00005400,24,50.4,19.8,5.8
E00005401,42.4,42.4,12.1,3
E00005402,31.2,51.2,12.8,4.8
E00005404,48.4,37.9,11.2,2.5
E00005405,35.6,41,16.5,6.9
E00005406,36.1,42.9,18,3
E00005407,26.2,52.4,16.7,4.8
E00005408,28.2,45.6,20.4,5.8
E00005409,31.1,46.6,19.6,2.7
E00005410,22,42.4,25.4,10.2
E00005411,19.5,51.7,23.7,5.1
E00005412,23.4,52.3,20.3,3.9
E00005413,19.4,35.2,24.1,21.3
E00005414,20.6,41.1,29.9,8.4
E00005415,19.6,51.8,21.4,7.1
E00005416,53.9,38.3,7.8,0
E00005417,15.1,40.3,31.1,13.4
E00005418,14.2,53.1,24.8,8
E00005419,25.5,33.3,25.5,15.7
E00005420,42.3,45,9.9,2.7
E00005421,10.3,46.6,31,12.1
E00005422,9.9,50.4,29,10.7
E00005423,21,45.5,23.8,9.8
E00005424,15,48.4,25.5,11.1
E00005425,16.8,50.4,22.9,9.9
E00005426,58,28,8,6
E00005427,27,50,11.5,11.5
E00005428,52.2,40.1,7.7,0
E00005429,62.9,29,7.3,0.8
E00005430,32.3,44.3,15.2,8.2
E00005431,27.5,44,22,6.4
E00005432,28.8,46.8,20.7,3.6
E00005433,46.4,39.2,8.8,5.7
E00005435,48.7,42,9.3,0
E00005436,51.3,32.9,11.8,3.9
E00005437,26.1,57.5,14.9,1.5
E00005438,20,55,16,9
E00005439,37.7,48.5,12.3,1.5
E00005683,50.4,40.7,6.5,2.4
E00005713,63,29.6,6.2,1.2
E00005714,53.2,39.1,6.4,1.3
E00005718,35,54.7,6.8,3.4
E00005719,27,49.2,17.5,6.3
E00005721,36.4,42.7,16.1,4.9
E00005722,30.4,46.8,17.1,5.7
E00005723,34.1,49.2,12.9,3.8
E00005724,32.4,40.5,22.3,4.7
E00005725,42.1,43.9,12.2,1.8
E00005726,32.6,50.7,15.2,1.4
E00005727,32.8,43.2,19.2,4.8
E00005728,53.8,36.5,8.1,1.5
E00005729,53.3,38.3,7.2,1.2
E00005730,33.7,45.5,19.8,1
E00005731,23.7,50,19.5,6.8
E00005732,47.3,36.7,10.7,5.3
E00005733,36,47,16,1
E00005734,35.5,44.5,12.7,7.3
E00005735,36.4,49.1,10,4.5
E00005737,37.9,47,9.1,6.1
E00005738,56.3,28.5,12.5,2.8
E00005739,39.3,49.2,9.8,1.6
E00005741,44.9,37.8,14.2,3.1
E00005742,34.1,46.5,14.7,4.7
E00005743,36.2,44.7,15.1,3.9
E00005744,58.2,37,4.8,0
E00005745,43.2,44.8,11.2,0.8
E00005751,25.6,50.4,19.8,4.1
E00005752,36.8,49.1,13.2,0.9
E00005753,27.6,53.3,14.3,4.8
E00005754,38.4,50.4,10.4,0.8
E00005755,36.1,50.9,10.2,2.8
E00005756,38.5,46.2,11.1,4.3
E00005757,35.2,54.1,9,1.6
E00005758,33.3,49.6,13.8,3.3
E00005760,45.1,42.7,9.1,3
E00005762,27.7,55.4,12.9,4
E00005763,40.4,46.8,9.6,3.2
E00005764,23,43,23,11.1
E00005765,29,41.4,19.9,9.7
E00005766,28.6,41.9,16.2,13.3
E00005767,48.7,39.5,10.9,0.8
E00005768,33.9,52.9,9.9,3.3
E00005771,41.8,45.8,10.5,2
E00005773,21,47.1,23.9,8
E00005776,34.4,48,10.4,7.2
E00005777,36.1,45.7,13.9,4.3
E00005778,29.3,48.6,15.7,6.4
E00005779,49.6,39.4,8.7,2.4
E00005780,32.7,52.3,15,0
E00005781,25.7,53.6,17.1,3.6
E00005782,12.2,52,22.8,13
E00005783,18.8,50,26.8,4.3
E00005784,50.4,33.6,12.8,3.2
