areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00041363,38.6,61.4,0
E00041364,60,40,0
E00041366,18.6,81.4,0
E00041367,93,7,0
E00041368,73.2,26.8,0
E00041371,76.9,23.1,0
E00041372,92.6,7.4,0
E00041377,1.4,98.6,0
E00041378,52.3,47.7,0
E00041381,74.3,25.7,0
E00041382,4,96,0
E00041383,78.3,21.7,0
E00041384,47.6,52.4,0
E00041385,13.5,86.5,0
E00041386,49.1,50.9,0
E00041388,76.1,23.9,0
E00041389,39.4,60.6,0
E00041393,20.7,79.3,0
E00041394,86.6,13.4,0
E00041395,82.5,17.5,0
E00041397,64.2,35.8,0
E00041399,48.1,51.9,0
E00041400,45.7,54.3,0
E00041401,28.8,71.2,0
E00041402,54.7,45.3,0
E00041404,100,0,0
E00041405,8.1,91.9,0
E00041406,14,85.3,0.7
E00041407,20.7,79.3,0
E00041408,30.6,69.4,0
E00041409,18.3,81.7,0
E00041410,2.9,97.1,0
E00041411,11,89,0
E00041413,37.4,62.6,0
E00041414,80,20,0
E00041415,36.7,63.3,0
E00041443,100,0,0
E00041444,99.3,0.7,0
E00041445,85.9,14.1,0
E00041446,99.2,0.8,0
E00041447,97.6,2.4,0
E00041448,98.7,1.3,0
E00041449,98.4,0.8,0.8
E00041450,100,0,0
E00041451,94.2,5.8,0
E00041452,100,0,0
E00041453,99,1,0
E00041454,99.2,0.8,0
E00041455,95,5,0
E00041456,94.7,5.3,0
E00041457,92.4,7.6,0
E00041458,100,0,0
E00041459,100,0,0
E00041460,93.9,6.1,0
E00041461,98.1,1.9,0
E00041462,97.3,2.7,0
E00041463,98.2,1.8,0
E00041464,92.4,7.6,0
E00041465,99.1,0.9,0
E00041466,68.9,31.1,0
E00041467,100,0,0
E00041468,74.4,25.6,0
E00041469,26.7,73.3,0
E00041470,99.1,0.9,0
E00041471,89.1,10.9,0
E00041472,100,0,0
E00041477,99.2,0.8,0
E00041478,99.2,0.8,0
E00041483,76,24,0
E00041485,98.2,1.8,0
E00041486,99.1,0.9,0
E00041487,100,0,0
E00041488,99.2,0.8,0
E00041489,100,0,0
E00041490,100,0,0
E00041492,99.1,0,0.9
E00041493,94.3,5.7,0
E00041494,99.2,0.8,0
E00041496,99.2,0.8,0
E00041497,88,12,0
E00041504,100,0,0
E00041506,82.7,17.3,0
E00041507,72.6,27.4,0
E00041508,71.8,28.2,0
E00041509,44.1,55.9,0
E00041510,93,7,0
E00041511,99.2,0.8,0
E00041512,99.2,0,0.8
E00041513,100,0,0
E00041514,99.1,0.9,0
E00041515,90.7,9.3,0
E00041516,100,0,0
E00041517,96,4,0
E00041518,99.1,0.9,0
E00041519,100,0,0
E00041520,89.1,10.9,0
E00041521,30.6,69.4,0
E00041522,81.7,18.3,0
E00041523,98.2,1.8,0
E00041524,88.4,11.6,0
