areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00041363,66.1,27.7,4.5,1.8
E00041364,56.3,32,10.2,1.6
E00041366,58.9,34.8,6.3,0
E00041367,39.7,49.1,6,5.2
E00041368,48.1,39.5,10.1,2.3
E00041371,36.8,44.9,14,4.4
E00041372,51.1,42.6,6.4,0
E00041377,82.4,17.6,0,0
E00041378,28.7,43.4,26.4,1.6
E00041381,36.8,40.4,21.9,0.9
E00041382,74.7,21.2,4,0
E00041383,60.9,28.9,7.8,2.3
E00041384,47.4,40.1,11.2,1.3
E00041385,58.3,31.3,10.4,0
E00041386,23.9,57.8,16.5,1.7
E00041388,37,46.7,14.1,2.2
E00041389,60.6,28.3,8.1,3
E00041393,58.6,33.1,6.2,2.1
E00041394,20.7,54.3,22,3
E00041395,43.8,43,11.7,1.6
E00041397,49.2,36.4,11.9,2.5
E00041399,54.1,29.3,12.8,3.8
E00041400,58.3,30,10,1.7
E00041401,55.2,32.8,11.2,0.9
E00041402,58.3,35.4,4.9,1.4
E00041404,36,38.4,19.2,6.4
E00041405,87.4,12.6,0,0
E00041406,58.9,30.5,9.2,1.4
E00041407,64.8,26.9,6.9,1.4
E00041408,58.7,30.3,8.3,2.8
E00041409,63.8,31.2,4.3,0.7
E00041410,67.9,27.1,5,0
E00041411,67.9,28.4,2.5,1.2
E00041413,67.3,19.4,11.2,2
E00041414,42.9,44.4,12.7,0
E00041415,64,30.4,4.8,0.8
E00041443,15.3,38.1,28.8,17.8
E00041444,28.6,45,21.4,5
E00041445,31.7,38.9,19,10.3
E00041446,16.4,54.9,18.9,9.8
E00041447,35.7,48.4,14.3,1.6
E00041448,19.5,54.5,26,0
E00041449,64.2,26,8.1,1.6
E00041450,31.1,35.9,27.2,5.8
E00041451,35.3,44,16.4,4.3
E00041452,18,45.1,30.8,6
E00041453,9,49,41,1
E00041454,45.7,39.4,14.2,0.8
E00041455,31.7,46.8,18,3.6
E00041456,50.8,41.7,5.3,2.3
E00041457,48.7,32.5,15.4,3.4
E00041458,35.7,41.9,18.6,3.9
E00041459,17.6,31.1,40.3,10.9
E00041460,7.2,39.2,37.6,16
E00041461,29.9,42.2,26,1.9
E00041462,33.6,47.3,15.5,3.6
E00041463,36.6,46.4,11.6,5.4
E00041464,19.9,48.6,27.4,4.1
E00041465,32.8,44,20.7,2.6
E00041466,41.8,32.9,20.6,4.7
E00041467,15.5,47.3,27.9,9.3
E00041468,21.1,51.6,25.8,1.6
E00041469,47.7,31.4,12.8,8.1
E00041470,29.3,53.4,15.5,1.7
E00041471,36.9,30.8,21.5,10.8
E00041472,16.1,51.8,29.2,2.9
E00041477,6.2,37.7,39.2,16.9
E00041478,9.1,39.7,43,8.3
E00041483,39.9,45.1,12.4,2.6
E00041485,8.7,42.6,38.3,10.4
E00041486,19.3,35.1,28.9,16.7
E00041487,21.4,38.5,29.1,11.1
E00041488,43.3,38.6,14.2,3.9
E00041489,22.7,31.8,32.6,12.9
E00041490,27,46.1,21.7,5.2
E00041492,21.1,51.8,21.1,6.1
E00041493,22.8,39,26,12.2
E00041494,40.8,41.7,14.2,3.3
E00041496,28.5,40.7,22.8,8.1
E00041497,28.2,44.4,19.7,7.7
E00041504,2.5,38.8,44.6,14
E00041506,19.9,36.9,37.6,5.7
E00041507,40.8,42.7,14.1,2.4
E00041508,47.5,33.1,16.9,2.5
E00041509,36.3,44.4,13.7,5.6
E00041510,15,42.5,33.6,8.8
E00041511,14.2,53.5,26,6.3
E00041512,16.1,42.7,37.9,3.2
E00041513,14.3,46.4,27.7,11.6
E00041514,10,48.2,32.7,9.1
E00041515,24.5,44.5,22.7,8.2
E00041516,10.1,47.1,37,5.9
E00041517,9.1,42.4,36.4,12.1
E00041518,12.6,50.5,27,9.9
E00041519,10.2,48.4,34.4,7
E00041520,44.4,42.2,11.1,2.2
E00041521,54.1,35.8,8.3,1.8
E00041522,34.2,51.7,11.7,2.5
E00041523,37.3,49.1,13.6,0
E00041524,15.7,46.3,28.1,9.9
E00041525,59.8,25.4,11.5,3.3
E00041526,42.1,35.7,16.4,5.7
E00041527,43.3,40.8,12.5,3.3
E00041528,35,42.3,19,3.6
E00041529,63.6,30.6,4.1,1.7
E00041530,58.9,32.2,4.4,4.4
E00041531,44.2,38.1,15,2.7
E00041532,32,45.6,20,2.4
E00041533,72.7,24.2,3.1,0
E00041534,45.6,40.8,8.7,4.9
E00041535,36.2,43.8,16.2,3.8
E00041571,61.8,30.4,7.8,0
E00041572,60.4,28.4,11.2,0
E00041573,50,37.5,10.1,2.4
E00041574,47.9,32.5,16.2,3.4
E00041575,39.8,41.5,15.3,3.4
E00041576,39.7,27.4,28.1,4.8
E00041578,9.6,31.9,49.6,8.9
E00041579,49.2,33.6,13.9,3.3
E00041581,46.4,40.8,9.6,3.2
E00041582,43.2,37.9,16.7,2.3
E00041583,51.1,37.2,11.7,0
E00041584,55.2,33.6,8.6,2.6
E00041585,40.2,36.2,22,1.6
E00041586,52.5,36.9,7.1,3.5
E00041587,56.5,29.9,10.9,2.7
E00041588,56.2,32.4,9.5,1.9
E00041589,53.5,39.5,7,0
E00041590,59.8,31.5,8.7,0
E00041592,24.8,52.6,19.5,3
E00041593,46.7,39.3,12.1,1.9
E00041594,18.7,45.5,30.9,4.9
E00041595,38.3,49.2,9.2,3.3
E00041596,51.6,39.1,8.6,0.8
E00041599,50.6,36,11,2.3
E00041600,44.3,40,13,2.6
E00041601,43.3,35.7,17.2,3.8
E00041602,11.7,44.5,33.6,10.2
E00041603,34.2,40.8,20,5
E00041604,42.7,34.5,16.4,6.4
E00041605,21.6,48.2,25.2,5
E00041606,14.3,53.2,27.8,4.8
E00041607,5.4,32.3,49.5,12.9
E00041608,32.3,57.1,7.5,3
E00041610,33.8,44.6,19.6,2
E00041611,22.2,55.6,18.9,3.3
E00041612,40.7,39.3,16.4,3.6
E00041614,45,45,10,0
E00041615,29.2,41.7,25,4.2
E00041616,28.9,47.4,17.5,6.2
E00041617,27.4,45.9,21.7,5.1
E00041618,27.2,45.6,23.2,4
E00041619,41.9,45.7,11.4,1
E00041620,21.2,47,25,6.8
E00041621,12.1,40.7,36.3,11
E00041622,27.3,48.5,19.7,4.5
E00041623,13,43.5,30.4,13
E00041624,14.7,36.5,39.7,9
E00041625,25.8,51.6,20.4,2.2
E00041626,31.6,42.9,20.3,5.3
E00041627,40.6,28.7,21.8,8.9
E00041629,43.7,50.4,5.2,0.7
E00041630,39.1,39.1,18,3.8
E00041631,50,39.6,8.2,2.2
E00041632,38.2,46.4,12.7,2.7
E00041661,22.3,45.9,23.6,8.3
E00041662,43.1,36.9,16.2,3.8
E00041670,41.6,35.4,18.6,4.3
E00041671,39,41.5,15.2,4.3
E00041677,29.7,46.8,17.1,6.3
E00041678,25.5,54.3,16,4.3
E00041687,45.3,38.5,12.8,3.4
