areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00056839,36.5,63.5
E00056840,35.1,64.9
E00056841,29.6,70.4
E00056842,34.2,65.8
E00056850,36,64
E00056851,28.7,71.3
E00056852,23,77
E00056853,28.6,71.4
E00056854,25,75
E00056855,30.9,69.1
E00056856,21.7,78.3
E00056858,24.5,75.5
E00056859,45.9,54.1
E00056861,22.4,77.6
E00056862,19.2,80.8
E00056863,29.2,70.8
E00056864,27.7,72.3
E00056865,18.7,81.3
E00056866,24.8,75.2
E00056867,22.5,77.5
E00056868,27.4,72.6
E00056869,23.6,76.4
E00056871,39.7,60.3
E00056873,19.9,80.1
E00056874,28,72
E00056875,27.2,72.8
E00056877,36.5,63.5
E00056904,25.6,74.4
E00056905,34.5,65.5
E00056906,31,69
E00056907,30.5,69.5
E00056908,36.4,63.6
E00056909,22.6,77.4
E00056910,31,69
E00056911,29.8,70.2
E00056912,27,73
E00057048,33.7,66.3
E00057049,28.7,71.3
E00057050,23.2,76.8
E00057051,18.7,81.3
E00057052,28.1,71.9
E00057053,33.8,66.2
E00057054,19.2,80.8
E00057055,28.7,71.3
E00057056,28.3,71.7
E00057057,21.8,78.2
E00057058,26.4,73.6
E00057059,19.8,80.2
E00057060,25.5,74.5
E00057062,30.9,69.1
E00057063,23.8,76.2
E00057064,31.4,68.6
E00057065,20,80
E00057066,30.6,69.4
E00057067,21.6,78.4
E00057068,36.1,63.9
E00057069,22,78
E00057070,22.8,77.2
E00057071,28.7,71.3
E00057072,24.5,75.5
E00057073,26.8,73.2
E00057074,38.9,61.1
E00057075,23.7,76.3
E00057076,26.9,73.1
E00057077,27.2,72.8
E00057078,18.2,81.8
E00057079,31.6,68.4
E00057080,21.5,78.5
E00057081,26.8,73.2
E00057082,34.2,65.8
E00057083,32.4,67.6
E00057084,17.1,82.9
E00057085,32.7,67.3
E00057086,33.1,66.9
E00057087,26.5,73.5
E00057088,32,68
E00057089,26.9,73.1
E00057090,19.6,80.4
E00057091,32.2,67.8
E00057092,35.2,64.8
E00057093,29.9,70.1
E00057094,32.7,67.3
E00057095,26.9,73.1
E00057096,43.2,56.8
E00057097,24.3,75.7
E00057098,22.3,77.7
E00057099,16,84
E00057100,20.3,79.7
E00057101,24.3,75.7
E00057102,32.2,67.8
E00057103,36.2,63.8
E00057104,31.1,68.9
E00057105,28.6,71.4
E00057106,31.8,68.2
E00057107,26,74
E00057108,31.5,68.5
E00057109,37.3,62.7
E00057110,30.6,69.4
E00057111,30.9,69.1
E00057112,31.6,68.4
E00057113,27.7,72.3
E00057114,24.2,75.8
E00057115,43.2,56.8
E00057116,29.1,70.9
E00057117,27.1,72.9
E00057118,24.2,75.8
E00057119,28.6,71.4
E00057120,20.7,79.3
E00057121,22,78
E00057122,26.8,73.2
E00057123,24.3,75.7
E00057340,38.7,61.3
E00057344,33.3,66.7
E00057345,38.1,61.9
E00057346,27.1,72.9
E00057347,35.1,64.9
E00057348,20.8,79.2
E00057377,33.8,66.2
E00057382,21.9,78.1
E00057383,28.1,71.9
E00057385,42,58
E00057386,30.4,69.6
E00057387,28.4,71.6
E00057388,23.4,76.6
E00057389,29.9,70.1
E00057390,20.7,79.3
E00057391,30.7,69.3
E00057392,35.9,64.1
E00057394,25,75
E00057395,28.8,71.2
E00057396,30.9,69.1
E00057397,23.8,76.2
E00057398,28.3,71.7
E00057400,27.2,72.8
E00057402,27.6,72.4
E00057403,23.6,76.4
E00057404,30.8,69.2
E00057405,31.7,68.3
E00057406,31.6,68.4
E00057407,38.5,61.5
E00057635,54.2,45.8
E00057637,41.8,58.2
E00057682,45.9,54.1
E00057684,46.4,53.6
E00057686,63.1,36.9
E00057687,39.3,60.7
E00057689,46.9,53.1
E00057690,50.3,49.7
E00057695,49.1,50.9
E00057698,34.1,65.9
E00057710,35.5,64.5
E00057711,33.1,66.9
E00057712,24.6,75.4
E00057714,21,79
E00057715,21.7,78.3
