geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00089297,94.3,4.6,0,0.7,0.4
E00089298,93.8,4.5,0,0.3,1.5
E00089299,95.4,4.3,0.3,0,0
E00089300,89.6,10.4,0,0,0
E00089399,89.6,6.1,2.4,1.8,0
E00089408,91.4,7.6,0.5,0.5,0
E00089410,92.7,5.2,0,1.7,0.4
E00138679,92.3,6.9,0.4,0.4,0
E00138692,96.7,2,0.7,0.7,0
E00138696,95.5,4.1,0.3,0,0
E00138697,92.8,4.4,0.5,1.5,0.8
E00138698,93.5,3.8,0.4,2.3,0
E00138699,90.4,4.5,0.3,3.2,1.6
E00138700,92.3,4.9,0.9,1.5,0.3
E00138701,90.4,4.6,3.2,0.4,1.4
E00138702,89.6,5,1.3,2.3,1.7
E00138703,91.2,6.3,0.4,2.1,0
E00138704,91.2,2,2,2.8,2
E00138705,84.7,6.3,2.8,3.5,2.8
E00138706,93.5,5.9,0.3,0,0.3
E00138707,88.7,6.1,2.3,2.3,0.6
E00138708,94.2,5.2,0.3,0.3,0
E00138709,81.6,7.5,3.9,5.7,1.3
E00138710,83.7,8,3.2,3.5,1.6
E00138711,86,7.8,3.3,2,1
E00138712,91,4.3,2.5,0.7,1.4
E00138713,90.9,5.8,1.6,0,1.6
E00138714,94.1,3.5,1.4,1,0
E00138715,89.6,9.4,0,0.7,0.3
E00138716,95.6,3.4,0.7,0.3,0
E00138717,88.8,5.9,1.1,2.8,1.4
E00138718,78.6,8.6,4.4,4.9,3.5
E00138719,93.5,4.9,0.4,1.2,0
E00138720,91.1,7.1,0.9,0.9,0
E00138721,94.8,4.4,0.7,0,0
E00138722,92.7,5.7,1.3,0.3,0
E00138723,93,4.2,1.8,0.9,0
E00138724,96,2.8,0.6,0.3,0.3
E00138725,89.1,7.3,1.3,1,1.3
E00138726,91,5.6,0.9,1.2,1.2
E00138727,92,5.3,0.4,1.9,0.4
E00138728,90.7,7,2.2,0,0
E00138729,92.7,4.5,0.8,1.5,0.5
E00138730,94.5,4.2,1.2,0,0
E00138731,92,5.7,1.3,0,1
E00138732,95.7,3.9,0.4,0,0
E00138733,94.5,3.9,0,1.2,0.4
E00138819,95.4,4.6,0,0,0
E00138820,91.7,6.4,0.8,0.4,0.8
E00138821,91,5.5,0.6,2.6,0.3
E00138822,94.8,3.9,0.7,0.7,0
E00138823,93.8,5.2,0.7,0.3,0
E00138824,91.7,5.1,0.3,2.5,0.3
E00138825,93.5,4.7,1,0.4,0.4
E00138833,91,6.5,1.9,0,0.6
E00138834,91.4,6.2,0.9,0.3,1.2
E00138835,16.3,1.3,0.9,15.2,66.3
E00138836,91.5,4.5,1.5,1.2,1.2
E00138837,94.8,2.6,2.6,0,0
E00138838,94.5,3.3,0,1.8,0.4
E00138839,90.4,3.5,1,3.5,1.6
E00138869,92.4,5.1,0,0,2.5
E00138870,94.6,3.1,1.3,0.6,0.4
E00144833,87.4,9,1.4,1.1,1.1
E00144834,93.9,5,0,0,1.1
E00144835,88.4,8.6,2,0.2,0.7
E00144836,92.9,5.6,0.3,0.6,0.6
E00144837,92.4,5.5,0.5,0.9,0.7
E00144838,93.7,5.8,0.5,0,0
E00144839,91.6,5.6,0.8,1.1,0.8
E00144840,90,3.9,2.8,2.8,0.6
E00144841,90.1,8.1,0.6,0.6,0.6
E00144843,80.8,12.4,2.8,2.4,1.7
E00144844,68.2,18.7,4.3,6.1,2.8
E00144845,82.2,9.2,4.5,3.2,1
E00144848,91.9,4.2,1.1,1.7,1.1
E00144849,86.2,9.5,1,1,2.3
E00144850,92.8,6,0.7,0.2,0.2
E00144857,72.5,9.8,3,4.2,10.6
E00144858,84,12.8,0.4,1.2,1.6
E00144859,82.6,9.6,3.8,1.7,2.4
E00144860,90.9,5.9,0.3,0.7,2.1
E00144861,85.7,10.7,2.6,0.4,0.7
E00144863,90.5,5.2,3.5,0.9,0
E00144864,90.7,7.6,0.8,0.8,0
E00144865,83.6,11.9,4.5,0,0
E00144866,88.7,9.5,1.8,0,0
E00144867,87,8.3,1.5,3.3,0
E00144869,92.5,4.7,1.4,0.4,1.1
E00144870,90.4,6.7,1.6,1,0.3
E00144871,90.8,6.5,2.4,0.3,0
E00144872,92.5,6.3,0.8,0,0.4
E00144873,94.4,3,0,1.3,1.3
E00144874,91.6,5,2.5,0.8,0
E00144888,86.3,6.9,3.1,3.8,0
E00144889,89.2,6.4,2.1,1.7,0.7
E00144891,89.4,9.4,1.2,0,0
E00144892,87.3,6.3,1.8,3.9,0.7
E00144991,81.5,7.8,3.8,4.4,2.5
E00144992,80.6,10.5,3.8,4.4,0.6
E00144993,78,11.5,4.1,5.4,1
E00144994,86.7,7.1,1.8,3.2,1.2
E00144995,82.7,10,3.2,2.4,1.6
E00144996,82.3,11.3,3.8,2.3,0.3
E00144997,79.4,9.5,4.9,3.3,2.9
E00144998,78.3,10.6,6.9,2.3,2
E00144999,82.1,7,3.3,6,1.7
E00145000,80.7,10.4,3.5,4.7,0.7
E00145001,82.2,10.4,4.1,2.2,1.1
E00145002,77,11.7,7.2,1,3.1
E00145003,85,9.9,1.7,1.7,1.7
E00145004,86.8,6.8,1.8,1.8,2.7
E00145005,86.5,7.6,3,1.9,1
E00145006,84.1,10.4,3.5,0.7,1.4
E00145007,75.6,8.5,6.8,5.9,3.2
E00145008,82.9,10.5,1.7,3.8,1
E00145009,78.5,9.1,7,3,2.4
E00145010,81.9,8.2,3.7,4.8,1.4
E00145011,82,8.4,5.1,2.8,1.7
E00145012,78.8,9.3,3.7,4.8,3.4
E00145013,76.1,10.8,5.9,5.9,1.3
E00145014,79.6,8.6,3.9,5,2.9
E00145015,78,9,5.3,5,2.8
E00145016,77.8,8.3,5.7,5.1,3.2
E00145017,72.1,12,8.5,5,2.3
E00145018,74.1,9.2,6.6,7.2,3
E00145019,90.8,7,0.3,0.6,1.4
E00145021,81.3,12.6,2.8,2.8,0.4
E00145022,80.6,10.1,3.8,3.1,2.3
E00145023,86.6,10.8,0.4,0,2.2
E00145024,88.7,4.1,1.8,3.2,2.3
E00145025,87.8,8.8,1.6,1.3,0.5
E00145026,78.7,10.1,4,5,2.2
E00145027,78,10.5,4.2,4.9,2.3
E00145028,90,8.1,1.2,0,0.7
E00145029,87.9,6.6,1.5,2.4,1.5
E00145030,90.1,6.4,1,1,1.6
E00145031,76.4,11.6,4.2,4.4,3.4
E00145032,77.8,5.2,9.9,4.7,2.4
E00145033,82,7.5,5.7,3.6,1.2
E00145034,85,9.3,4.2,1.3,0.3
E00145035,84.9,8,3.3,3.3,0.3
E00145036,83.1,8.3,3.9,3.1,1.6
E00145037,74.6,10.7,5.7,7.1,1.9
E00145039,78,8.4,7.5,4.7,1.4
E00145040,85.6,5.9,4.1,3.3,1.1
E00145041,70.5,10,9.6,5.2,4.8
E00145042,82.3,10.3,2.6,3.2,1.6
E00145043,75.5,6.7,6.7,8.4,2.7
E00145044,66.8,8.6,10,8.3,6.4
E00145045,76.1,15.2,3.7,3.7,1.4
E00145046,89.5,6.2,2.5,1.2,0.6
E00145047,80.8,10.4,4.6,2.1,2.1
E00145048,63.2,10.7,9.1,11.7,5.2
E00145049,80.1,10.8,2.5,5,1.7
E00145050,80.2,10.2,4.1,2,3.4
E00145051,76.1,8.4,6.4,6.4,2.7
E00145052,83,12.8,1,2.8,0.3
E00145053,76,15.5,5.5,0.7,2.2
E00145054,75,11.7,5.7,6,1.5
E00145055,86.8,8,0.6,2.9,1.7
E00145056,72.9,11.2,6.5,5.6,3.8
E00145057,77.5,11,4.2,6.5,0.8
E00145058,63.4,10.9,7.8,10,7.8
E00145060,69.2,11.3,9.5,7.2,2.7
E00145061,86.9,7.7,0.7,2.7,2
E00145062,81.5,11.5,3.8,1.9,1.3
E00145063,88.7,5.8,3.6,0.7,1.1
E00145064,85.6,7.4,3.7,2,1.4
E00145065,86.2,10.4,2.3,1,0
E00145066,87.9,4.4,4.1,1.3,2.3
E00145067,84.5,8.4,3.5,1.6,1.9
E00145068,81.2,9.9,3.9,2.5,2.5
E00145069,86.7,7.6,2.7,1.3,1.7
E00145070,84.2,9.9,5.6,0.4,0
E00145071,82.9,9,2,3.2,2.9
E00145072,72.9,13.2,2.9,6.5,4.5
E00145073,73,15.3,4.2,4.2,3.3
E00145074,88,8.4,1.8,1.5,0.4
E00145075,77.9,7.7,4,8.6,1.8
E00145076,90.2,4.7,2,2,1
E00145077,79.1,12.5,2.9,3.7,1.8
