geography_code,heating_type_3a-001,heating_type_3a-002
E00042043,0,100
E00042048,0.7,99.3
E00042049,0,100
E00042050,0,100
E00042051,1.6,98.4
E00042055,0,100
E00042067,0.8,99.2
E00042068,0,100
E00042069,1.5,98.5
E00042070,0,100
E00042071,0,100
E00042072,2.2,97.8
E00042073,0.8,99.2
E00042074,0,100
E00042075,0,100
E00042076,0,100
E00042077,0,100
E00042078,1.6,98.4
E00042079,0,100
E00042080,0.8,99.2
E00042082,0.8,99.2
E00042083,0,100
E00042084,1.7,98.3
E00042085,0,100
E00042086,0,100
E00042087,3.4,96.6
E00042088,0.7,99.3
E00042089,1.6,98.4
E00042090,2.4,97.6
E00042091,0,100
E00042092,3.3,96.7
E00042093,0,100
E00042094,1.7,98.3
E00042095,0,100
E00042096,0.9,99.1
E00042097,1,99
E00042099,0,100
E00042100,0.9,99.1
E00042102,0.6,99.4
E00042103,1.3,98.7
E00042106,0,100
E00042125,0.8,99.2
E00042128,0.8,99.2
E00042140,0.8,99.2
E00042141,0,100
E00042142,0,100
E00042143,0,100
E00042144,1.7,98.3
E00042145,0,100
E00042146,0.8,99.2
E00042148,0.8,99.2
E00042149,0,100
E00042150,0.8,99.2
E00042151,0.9,99.1
E00042152,0,100
E00042153,1.5,98.5
E00042154,0,100
E00042155,0.4,99.6
E00042156,0,100
E00042157,0.7,99.3
E00042158,0,100
E00042159,0,100
E00042160,0.8,99.2
E00042161,1.5,98.5
E00042164,0.8,99.2
E00042165,0.7,99.3
E00042166,0,100
E00042168,0.8,99.2
E00042169,0.8,99.2
E00042170,0,100
E00042171,0,100
E00042172,0,100
E00042173,0.9,99.1
E00042174,0,100
E00042175,0,100
E00042176,0,100
E00042177,0,100
E00042178,0,100
E00042182,0.7,99.3
E00042185,0,100
E00042189,0,100
E00042191,0,100
E00042193,2.5,97.5
E00042194,0.7,99.3
E00042196,2.1,97.9
E00042198,2.5,97.5
E00042199,1.8,98.2
E00042201,0,100
E00042202,0.8,99.2
E00042205,0.9,99.1
E00042207,0,100
E00042209,1.6,98.4
E00042210,0,100
E00042211,0.9,99.1
E00042212,0.9,99.1
E00042215,0,100
E00042217,0,100
E00042218,0,100
E00042219,1.6,98.4
E00042222,2.4,97.6
E00042223,0.8,99.2
E00042226,0,100
E00042228,1.5,98.5
E00042229,0.8,99.2
E00042230,0.8,99.2
E00042232,0.9,99.1
E00042233,0,100
E00042234,0,100
E00042235,0.9,99.1
E00042236,1.8,98.2
E00042237,1.1,98.9
E00042238,0.8,99.2
E00042240,1.5,98.5
E00042241,0,100
E00042242,0,100
E00042243,0.9,99.1
E00042244,2.2,97.8
E00042245,1.6,98.4
E00042246,0,100
E00042247,0,100
E00042248,0,100
E00042249,0,100
E00042250,0,100
E00042251,1.7,98.3
E00042252,1.6,98.4
E00042253,0,100
E00042254,0.8,99.2
E00042255,0.8,99.2
E00042256,0,100
E00042257,0,100
E00042258,0,100
E00042259,0,100
E00042260,0,100
E00042261,0,100
E00042288,0.7,99.3
E00042289,0.7,99.3
E00042290,0.8,99.2
E00042291,1.6,98.4
E00042292,2.6,97.4
E00042293,0,100
E00042294,0.8,99.2
E00042295,2.3,97.7
E00042296,4,96
E00042297,1.5,98.5
E00042298,0,100
E00042299,1.4,98.6
E00042300,1.8,98.2
E00042301,0.7,99.3
E00042302,0.8,99.2
E00042303,0.7,99.3
E00042304,2.3,97.7
E00042305,1.3,98.7
E00042306,1.5,98.5
E00042307,0,100
E00042308,1.6,98.4
E00042309,0,100
E00042310,3.5,96.5
E00042311,2.5,97.5
E00042312,0.8,99.2
E00042313,3.6,96.4
E00042314,0,100
E00042315,0,100
E00042316,0.8,99.2
E00042317,0,100
E00042318,2.3,97.7
E00042319,0.8,99.2
E00042320,3.4,96.6
E00042321,1.6,98.4
E00042322,0,100
E00042323,0,100
E00042324,0.6,99.4
E00042325,0.9,99.1
E00042326,0,100
E00042327,0,100
E00042328,0.8,99.2
E00042329,0.8,99.2
E00042330,0,100
E00042331,0,100
E00042332,0.5,99.5
E00042333,0.8,99.2
E00042334,2.1,97.9
E00042335,1.4,98.6
E00042336,2,98
E00042337,2.8,97.2
E00042338,0.7,99.3
E00042339,0,100
E00042340,0.9,99.1
E00042341,0,100
E00042342,0.7,99.3
E00042343,0,100
E00042344,0,100
E00042345,0.9,99.1
E00042347,0.7,99.3
E00042348,1.1,98.9
E00042349,0.8,99.2
E00042350,1.6,98.4
E00042351,0,100
E00042352,0.9,99.1
E00042353,0,100
E00042354,0.9,99.1
E00042355,1.7,98.3
E00042356,1.6,98.4
E00042358,0,100
E00042359,0.7,99.3
E00042360,1.4,98.6
E00042361,0,100
E00042362,6.1,93.9
E00042363,0,100
E00042364,0,100
E00042365,2.3,97.7
E00042366,3.2,96.8
E00042367,1.6,98.4
E00042368,0.8,99.2
E00042369,3,97
E00042370,3.2,96.8
E00042371,1.4,98.6
E00042372,0.8,99.2
E00042373,0.8,99.2
E00042374,0,100
E00042375,0.7,99.3
E00042376,1,99
E00042377,0,100
E00042378,1.4,98.6
E00042379,0.6,99.4
E00042380,0.6,99.4
E00042381,2.6,97.4
E00042382,0,100
E00042383,0,100
E00042384,0,100
E00042385,0,100
E00042386,0.8,99.2
E00042387,0,100
E00042388,0.5,99.5
E00042389,0,100
E00042390,0.8,99.2
E00042391,1,99
E00042392,1.4,98.6
E00042393,2.6,97.4
E00042394,0,100
E00042395,0,100
E00042396,2.5,97.5
E00042398,0,100
E00042399,0,100
E00042400,0,100
E00042401,0,100
E00042422,0,100
E00042423,0,100
E00042439,1.1,98.9
E00042440,0.8,99.2
E00042441,1.8,98.2
E00042442,0,100
E00042443,0.5,99.5
E00042444,0.7,99.3
E00042445,0.9,99.1
E00042446,0,100
E00042447,5.6,94.4
E00042448,0,100
E00042449,0,100
E00042450,0,100
E00042451,2,98
E00042452,1.9,98.1
E00042453,0.9,99.1
E00042454,0,100
E00042455,0.8,99.2
E00042456,0,100
E00042457,0,100
E00042458,0.6,99.4
E00042459,2,98
E00042460,0,100
E00042461,0,100
E00042462,0,100
E00042463,0,100
E00042464,0,100
E00042465,0,100
E00042466,0.8,99.2
E00042467,0,100
E00042468,2.6,97.4
E00042469,0,100
E00042470,0,100
E00042471,2.2,97.8
E00042472,0,100
E00042473,0,100
E00042474,0,100
E00042475,0,100
E00042476,2.2,97.8
E00042477,0.7,99.3
E00042478,7,93
E00042479,1.4,98.6
E00042480,0,100
E00042481,0.9,99.1
E00042482,0.7,99.3
E00042483,0,100
E00042484,0.9,99.1
E00042485,0,100
E00042486,0.8,99.2
E00042487,0,100
E00042488,0.9,99.1
E00042489,0,100
E00042490,0,100
E00042491,0.5,99.5
E00042492,0,100
E00042493,0.9,99.1
E00042494,1.9,98.1
E00042495,0,100
E00042496,1.5,98.5
E00042498,1.6,98.4
E00042499,0.7,99.3
E00042500,0,100
E00042501,0.6,99.4
E00042502,0,100
E00042503,2.4,97.6
E00042504,1.9,98.1
E00042505,0,100
E00042506,0,100
E00042507,1.1,98.9
E00042508,2.7,97.3
E00042509,1.2,98.8
E00042510,0,100
E00042511,1.7,98.3
E00042512,0.9,99.1
E00042513,0.8,99.2
E00042514,0,100
E00042515,1.7,98.3
E00042516,2.4,97.6
E00042517,1.6,98.4
E00042518,0.9,99.1
E00042519,0,100
E00042520,0.9,99.1
E00042521,0,100
E00042522,0,100
E00042523,0.8,99.2
E00042524,0.8,99.2
E00042525,0.7,99.3
E00042526,0,100
E00042527,1.4,98.6
E00042528,0.8,99.2
E00042529,0,100
E00042530,0,100
E00042532,0,100
E00042533,0.7,99.3
E00042539,1.8,98.2
E00042540,3.8,96.2
E00042541,1.9,98.1
E00042542,2.4,97.6
E00042543,2.6,97.4
E00042544,0.8,99.2
E00042545,0.9,99.1
E00042546,0.8,99.2
E00042581,0.9,99.1
E00042594,0,100
E00042595,0,100
E00042596,1,99
E00042598,0.7,99.3
E00042599,1.1,98.9
E00042600,0.8,99.2
E00042601,0,100
E00042606,5.6,94.4
E00042607,2.4,97.6
E00042610,0,100
E00042611,1.2,98.8
E00042612,0,100
E00042613,0,100
E00042614,0,100
E00042616,0.8,99.2
E00042617,0.6,99.4
E00042618,0,100
E00042620,1.3,98.7
E00042621,0,100
E00042623,0,100
E00042625,0,100
E00042626,1.3,98.7
E00042627,0,100
E00042628,0.8,99.2
E00042629,0,100
E00042632,1.5,98.5
E00042633,3.7,96.3
E00042634,0.8,99.2
E00042636,3.7,96.3
E00042637,1.3,98.7
E00042638,0.7,99.3
E00042639,0.9,99.1
E00042640,2.1,97.9
E00042641,0.7,99.3
E00042642,0.6,99.4
E00042643,0.7,99.3
E00042645,1.1,98.9
E00042646,0,100
E00042647,0,100
E00042648,0.7,99.3
E00042649,0,100
E00042650,0,100
E00042651,0,100
E00042652,0.9,99.1
E00042653,0.7,99.3
E00042654,0.8,99.2
E00042655,0,100
E00042656,0.8,99.2
E00042657,0,100
E00042658,0.8,99.2
E00042659,0,100
E00042662,0,100
E00042663,0,100
E00042664,1.7,98.3
E00042665,0,100
E00042666,2.1,97.9
E00042667,0,100
E00042668,0.9,99.1
E00042672,1.1,98.9
E00042681,0.8,99.2
E00042682,1.4,98.6
E00042683,2.4,97.6
E00042686,1.6,98.4
E00042687,0.8,99.2
E00042688,2.4,97.6
E00042689,0.8,99.2
E00042690,5,95
E00042702,2.5,97.5
E00042703,0.9,99.1
E00042704,0,100
E00042705,0.8,99.2
E00042706,0,100
E00042707,0,100
E00042708,0.8,99.2
E00042709,0,100
E00042710,0.7,99.3
E00042711,0.8,99.2
E00042712,0,100
E00042713,0.4,99.6
E00042714,0.8,99.2
E00042715,0,100
E00042716,0.7,99.3
E00042717,1.3,98.8
E00042718,6.6,93.4
E00042719,0,100
E00042720,1.7,98.3
E00042721,0,100
E00042722,2.7,97.3
E00042723,0,100
E00042724,1.3,98.7
E00042725,0.7,99.3
E00042726,0,100
E00042727,0.8,99.2
E00042728,0,100
E00042729,0,100
E00042730,0.7,99.3
E00042731,0,100
E00042732,0.8,99.2
E00042733,0,100
E00042734,0,100
E00042735,0,100
E00042736,0,100
E00042737,0.6,99.4
E00042738,2.2,97.8
E00042739,0,100
E00042831,0,100
E00042832,1.6,98.4
E00042833,0,100
E00042834,0,100
E00042835,0.7,99.3
E00042836,0,100
E00042837,0,100
E00042838,1.5,98.5
E00042839,0.8,99.2
E00042840,0,100
E00042841,0,100
E00042842,0.8,99.2
E00042843,1.3,98.7
E00042844,0,100
E00042845,0,100
E00042846,0,100
E00042847,0,100
E00042848,0.6,99.4
E00042849,1.5,98.5
E00042850,1.6,98.4
E00042851,0,100
E00042852,0,100
E00042853,0.9,99.1
E00042854,0.9,99.1
E00042855,0,100
E00042856,0.8,99.2
E00042857,0,100
E00042858,0,100
E00042859,0.7,99.3
E00042860,1.6,98.4
E00042861,0.8,99.2
E00042862,0.8,99.2
E00042863,1.5,98.5
E00042864,0,100
E00042865,2.2,97.8
E00042866,0,100
E00042867,0.8,99.2
E00042868,0,100
E00042869,0.8,99.2
E00042870,0,100
E00042871,0,100
E00042872,0,100
E00042873,1.6,98.4
E00042876,0,100
E00042878,2.9,97.1
E00042880,0,100
E00042881,0.7,99.3
E00042882,0.5,99.5
E00042883,0.7,99.3
E00042884,1.8,98.2
E00042885,1.6,98.4
E00042886,2.5,97.5
E00042887,1.6,98.4
E00042888,1.9,98.1
E00042889,0.7,99.3
E00042890,2.6,97.4
E00042891,0.9,99.1
E00042892,0,100
E00042893,1.7,98.3
E00042894,0.8,99.2
E00042895,0,100
E00042896,0.8,99.2
E00042897,1.7,98.3
E00042898,1.4,98.6
E00042900,1.5,98.5
E00042901,6.4,93.6
E00042902,0,100
E00042904,0,100
E00042905,0,100
E00042906,0,100
E00042907,0,100
E00042908,0,100
E00042909,0,100
E00042910,0.7,99.3
E00042911,1.1,98.9
E00042912,0,100
E00042913,0.4,99.6
E00042914,0,100
E00042915,1.7,98.3
E00042916,0.9,99.1
E00042917,0,100
E00042918,1.6,98.4
E00042919,1.4,98.6
E00042920,0.9,99.1
