geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00042043,97.9,2.1,0,0,0
E00042048,92.5,6.6,0.9,0,0
E00042049,94.4,3.3,2.4,0,0
E00042050,90.8,6.8,0.8,1.1,0.5
E00042051,93.1,4.8,1.8,0.3,0
E00042055,89.1,7.4,0.3,0,3.2
E00042067,92.7,4.7,0.3,2.3,0
E00042068,82.2,7.4,4.8,3.3,2.2
E00042069,88.1,4.5,3.5,2.3,1.6
E00042070,89.7,7.9,0,1.2,1.2
E00042071,73.4,5.7,1.3,4.4,15.2
E00042072,85.2,7.7,3.7,1.2,2.2
E00042073,82.5,7.7,3.2,4.2,2.4
E00042074,83.5,4.3,2.4,9.5,0.3
E00042075,75.1,10.3,5.3,6.9,2.4
E00042076,80.9,6.3,3.7,7.7,1.4
E00042077,95.3,2.8,0.5,0.5,0.9
E00042078,92.2,6.5,0,0.9,0.4
E00042079,95.9,4.1,0,0,0
E00042080,95.1,3.1,0.4,1.3,0
E00042082,90.6,5.6,0,3,0.7
E00042083,87.3,6.5,5.5,0,0.7
E00042084,91.8,4.8,0.5,1,1.9
E00042085,94.6,2.9,0.4,2.1,0
E00042086,89.8,5.7,0.9,3.6,0
E00042087,84.1,11.3,2.8,1.2,0.6
E00042088,79.7,13.2,3.2,2.9,1.1
E00042089,89.2,8,1.4,0,1.4
E00042090,75.4,11,5.3,2.7,5.6
E00042091,88.7,7.2,3.8,0,0.3
E00042092,87.7,7.7,2.8,1.1,0.7
E00042093,98.7,0.8,0.4,0,0
E00042094,92.3,5,1.8,0.5,0.5
E00042095,94.3,5.3,0.4,0,0
E00042096,96.4,1.4,0.9,0,1.4
E00042097,81.5,2,11.4,5.2,0
E00042099,92.3,3.1,3.1,1.1,0.4
E00042100,90.4,3.8,2.9,0.3,2.5
E00042102,91.2,5.6,3,0,0.2
E00042103,91.6,4.6,3.2,0.3,0.3
E00042106,83.7,9,5.6,0,1.7
E00042125,71.6,9.8,5.9,6.9,5.9
E00042128,82.2,8.6,3.7,1.8,3.7
E00042140,91.2,6.4,0.7,1.4,0.3
E00042141,78.3,7.9,4.7,4.4,4.7
E00042142,86.5,7.1,2.9,3.5,0
E00042143,87.5,5.3,5.3,1.5,0.4
E00042144,90.1,6.6,0,0,3.3
E00042145,88.8,6.6,0,1.2,3.3
E00042146,91.7,2.4,2.1,0.3,3.5
E00042148,88.8,8.7,1,1.4,0
E00042149,86.6,6,3,1.7,2.7
E00042150,91.5,6,1.4,1.1,0
E00042151,89.4,7.4,1.1,2.1,0
E00042152,88,8,0.7,2.3,1
E00042153,96.3,3.3,0.4,0,0
E00042154,93,3.7,1.6,0.4,1.2
E00042155,93.5,5.2,0.7,0.5,0.2
E00042156,95.7,2,0,2,0.4
E00042157,97.1,2.6,0.3,0,0
E00042158,96.7,2.5,0.8,0,0
E00042159,98.7,1.3,0,0,0
E00042160,96.5,2.5,0,1.1,0
E00042161,96.1,3.2,0.3,0.3,0
E00042164,93.8,2.7,0.4,1.6,1.6
E00042165,95.7,4,0,0,0.3
E00042166,94.5,2.7,1.4,0.9,0.5
E00042168,94.9,3.7,0.7,0.3,0.3
E00042169,95.1,3.9,1.1,0,0
E00042170,93.2,5.7,0.3,0.7,0
E00042171,91.2,7.8,0,0.9,0
E00042172,90.4,7.8,1.4,0,0.5
E00042173,95.8,3.3,1,0,0
E00042174,92.4,5.7,0.3,0,1.6
E00042175,88.6,9.5,0.3,1.3,0.3
E00042176,93.2,5.5,0.6,0.3,0.3
E00042177,95.6,3.3,0.7,0.4,0
E00042178,86.5,6.1,1.8,3.7,1.8
E00042182,93.9,4.2,0.6,1.1,0.3
E00042185,89.5,7.7,0,1,1.9
E00042189,81.2,5.8,5.4,1.1,6.5
E00042191,80.5,5.8,5.1,4.7,3.9
E00042193,87.6,8.8,2.3,1,0.3
E00042194,83.6,8.6,3,0.7,4.3
E00042196,76.3,13,3.5,3.5,3.8
E00042198,85.9,10.2,2.4,1.6,0
E00042199,83.1,10.1,2.8,2.8,1.3
E00042201,82.7,9.2,1.1,4.6,2.5
E00042202,66.5,21.6,5.5,2.3,4.2
E00042205,86.6,7.5,1.6,3.3,1
E00042207,76.1,11.2,4.2,3.9,4.5
E00042209,86.8,10.6,2.6,0,0
E00042210,82.6,12.5,3.6,1.3,0
E00042211,86.9,5.6,2,3.6,2
E00042212,88.8,9,0,1.6,0.6
E00042215,84.4,11.9,2,0.7,1
E00042217,88.4,9.4,0.6,1.6,0
E00042218,90,7.6,1,1,0.3
E00042219,89,6.2,1.7,2.3,0.8
E00042222,83.5,11.2,3.2,0.7,1.4
E00042223,90.9,6.9,1.9,0.3,0
E00042226,86.8,11.6,0,0.8,0.8
E00042228,95.9,2.8,0.3,0.3,0.8
E00042229,99.6,0.4,0,0,0
E00042230,95,2.2,2.5,0,0.3
E00042232,94.8,3.3,0.7,0.3,1
E00042233,92.5,3.3,2.7,0.9,0.6
E00042234,96.3,1.9,0,0.9,0.9
E00042235,95.6,2.7,0,0.3,1.3
E00042236,97.5,2.5,0,0,0
E00042237,93.8,4.6,1.2,0.4,0
E00042238,78.6,9.5,6,0,6
E00042240,96.3,2,0.3,0.7,0.7
E00042241,92.3,6.8,0.9,0,0
E00042242,94.5,3.8,0.4,0,1.3
E00042243,94.9,4.2,0,0.8,0
E00042244,95.3,4.4,0.3,0,0
