areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00111580,40,38.1,13.3,8.6
E00111581,22.2,57.3,12,8.5
E00111582,34.6,48.1,14.3,3
E00111583,38.8,38.8,19,3.4
E00111584,38.2,40.7,17.9,3.3
E00111585,47.3,38.5,8.8,5.4
E00111586,45.8,38.1,11.3,4.8
E00111587,24.6,47.5,21.3,6.6
E00111588,66.4,24.5,7.3,1.8
E00111589,40.4,39.5,16.7,3.5
E00111590,33.6,43.5,16,6.9
E00111591,28.4,49.1,18.1,4.3
E00111592,23,44.6,25.9,6.5
E00111593,25.8,44.5,21.9,7.8
E00111594,36.4,43.9,15.5,4.3
E00111595,19.7,45.1,27.9,7.4
E00111596,56.6,35.2,6.6,1.6
E00111597,20.3,44.1,25.4,10.2
E00111613,19.4,51.6,23.4,5.6
E00111614,22.6,49.6,20.3,7.5
E00111615,13.3,45.3,31.3,10.2
E00111616,16.7,39.2,28.3,15.8
E00111617,16.9,45.4,29.2,8.5
E00111618,15.6,53.2,24.1,7.1
E00111619,12,47.9,27.5,12.7
E00111622,21,56.5,17.4,5.1
E00111624,12.8,44.7,30.5,12.1
E00111625,12,44.4,30.1,13.5
E00111626,8.6,35.9,42.2,13.3
E00111627,14.5,43.4,31.7,10.3
E00111663,14.5,55.6,21.8,8.1
E00111664,21.1,44.7,27.6,6.5
E00111665,10.6,44.7,31.7,13
E00111666,13,43.1,32.5,11.4
E00111667,13.9,52.1,25.5,8.5
E00111668,14,48.2,23.7,14
E00111669,15,54.2,27.5,3.3
E00111670,9.7,51.4,26.4,12.5
E00111671,15,37.4,29.9,17.8
E00111672,15.4,44.6,31.5,8.5
E00111673,14.5,33.9,37.1,14.5
E00111674,25.6,47.4,24.1,3
E00111675,14.9,61.7,16.3,7.1
E00111676,17.1,54.5,20.3,8.1
E00111683,33.1,36.9,23.8,6.2
E00111685,28.4,35.1,29.7,6.8
E00111686,28.8,51.4,14.4,5.4
E00111687,26.2,54.2,16.1,3.6
E00111688,22.8,48.8,17.1,11.4
E00111689,38.1,46.9,12.4,2.7
E00111690,36.3,44.4,16.9,2.4
E00111691,54.2,33.5,10.8,1.5
E00111692,46.6,41.2,10,2.3
E00111693,43.1,46,8,2.9
E00111694,41.8,44.8,12.7,0.6
E00111695,49.4,36.4,10.4,3.9
E00111696,48.9,39.9,8.4,2.8
E00111697,17.1,40.7,32.5,9.8
E00111698,21.5,51.5,21.5,5.4
E00111699,19.5,48.8,22,9.8
E00111700,23.6,45.7,19.7,11
E00111701,15.6,54.9,20.5,9
E00111702,20.9,44.5,25.5,9.1
E00111703,22.9,47.5,18.6,11
E00111704,19.4,49.2,25.8,5.6
E00111705,26.4,48.6,18.6,6.4
E00111706,38.7,43.4,15.1,2.8
E00111797,15,52.8,27.6,4.7
E00111798,11.8,56.7,22.8,8.7
E00111799,26.6,42.2,20.3,10.9
E00111800,15.3,49.6,26,9.2
E00111801,15.2,54.5,22,8.3
E00111802,25.6,36.1,26.3,12
E00111803,17.1,49.6,23.6,9.8
E00111804,14.5,42.8,30.4,12.3
E00111807,14.3,38.1,31,16.7
E00111808,12.2,51.9,26.7,9.2
E00111809,11.3,35.8,30.2,22.6
E00111847,5.1,27.7,42.3,24.8
E00111848,26.5,63,8.5,1.9
E00111849,11.8,48.8,27.6,11.8
E00111850,9.6,44.9,33.3,12.2
E00111851,7.5,37.6,31.6,23.3
E00111852,13.5,50.4,25.6,10.5
E00111853,13.6,45.6,25.6,15.2
E00111876,13.5,40.5,36.5,9.5
E00111877,21.7,44.9,24.6,8.7
E00111878,20.5,45.2,25.3,8.9
E00111879,21.9,38.3,25,14.8
E00111880,24,38.5,26.9,10.6
E00111881,13.8,55.2,21.8,9.2
E00111882,13.4,43.7,30.3,12.7
E00111883,16.4,40.6,27.3,15.6
E00111884,60.6,37.4,2,0
E00111885,12.6,43.2,36,8.1
E00111886,16.5,39.8,32,11.7
E00111887,7.5,39.3,40.2,13.1
E00111888,12.2,44.7,30.1,13
E00111889,17.5,50,25,7.5
E00111890,16.7,47.9,17.7,17.7
E00111891,20.2,50.5,19.3,10.1
E00111892,44.9,46.6,6.3,2.3
E00111893,36,44.9,14,5.1
E00111894,61.3,31.3,4.4,3.1
E00111895,64.8,27.6,5.5,2
E00111896,54.9,34.1,9.3,1.6
E00111897,55.6,38.4,4,2
E00111898,41.9,43.1,7.5,7.5
E00111899,57.9,32.7,7.4,2
