areacd,heating_type_3a-001,heating_type_3a-002
E00111580,1,99
E00111581,3.4,96.6
E00111582,4.5,95.5
E00111583,0.9,99.1
E00111584,1.6,98.4
E00111585,2.7,97.3
E00111586,1.2,98.8
E00111587,0.8,99.2
E00111588,1.8,98.2
E00111589,4.4,95.6
E00111590,3,97
E00111591,2.6,97.4
E00111592,0.7,99.3
E00111593,3.1,96.9
E00111594,1.1,98.9
E00111595,0,100
E00111596,6.5,93.5
E00111597,1.7,98.3
E00111613,1.6,98.4
E00111614,0,100
E00111615,3.1,96.9
E00111616,0,100
E00111617,2.3,97.7
E00111618,0,100
E00111619,2.1,97.9
E00111622,0,100
E00111624,3.6,96.4
E00111625,0,100
E00111626,0,100
E00111627,0.7,99.3
E00111663,0,100
E00111664,0,100
E00111665,2.4,97.6
E00111666,0.8,99.2
E00111667,0,100
E00111668,0.8,99.2
E00111669,1.7,98.3
E00111670,0.7,99.3
E00111671,0,100
E00111672,0,100
E00111673,1.6,98.4
E00111674,6,94
E00111675,0,100
E00111676,1.6,98.4
E00111683,1.5,98.5
E00111685,1.4,98.6
E00111686,0.9,99.1
E00111687,1.2,98.8
E00111688,4.9,95.1
E00111689,0.9,99.1
E00111690,0.8,99.2
E00111691,3,97
E00111692,4.1,95.9
E00111693,8.6,91.4
E00111694,7.1,92.9
E00111695,5.2,94.8
E00111696,6.7,93.3
E00111697,0,100
E00111698,0,100
E00111699,1.6,98.4
E00111700,3.1,96.9
E00111701,0,100
E00111702,0,100
E00111703,0,100
E00111704,0,100
E00111705,1.4,98.6
E00111706,1.9,98.1
E00111797,0,100
E00111798,0,100
E00111799,0,100
E00111800,0.8,99.2
E00111801,0.8,99.2
E00111802,4.6,95.4
E00111803,0.8,99.2
E00111804,0,100
E00111807,0.8,99.2
E00111808,0,100
E00111809,0,100
E00111847,0.7,99.3
E00111848,2.4,97.6
E00111849,2.3,97.7
E00111850,2.6,97.4
E00111851,0.7,99.3
E00111852,0.7,99.3
E00111853,0,100
E00111876,1.3,98.7
E00111877,2.1,97.9
E00111878,0.7,99.3
E00111879,1.5,98.5
E00111880,3.8,96.2
E00111881,0,100
E00111882,1.4,98.6
E00111883,0.8,99.2
E00111884,1,99
E00111885,0,100
E00111886,0,100
E00111887,0.9,99.1
E00111888,0.8,99.2
E00111889,0.8,99.2
E00111890,0,100
E00111891,2.8,97.2
E00111892,2.3,97.7
E00111893,0,100
E00111894,1.9,98.1
E00111895,3.4,96.6
E00111896,4.9,95.1
E00111897,8,92
E00111898,2.5,97.5
E00111899,3.5,96.5
E00111900,3.9,96.1
E00111901,3.6,96.4
E00111902,0,100
E00111903,1.4,98.6
E00111904,3.6,96.4
E00111905,1.2,98.8
E00111906,3.3,96.7
E00111907,1.7,98.3
E00111908,2.8,97.2
E00111917,0,100
E00111918,0.8,99.2
E00111919,2.2,97.8
E00111920,0.8,99.2
E00111921,0.8,99.2
E00111922,0.9,99.1
E00111923,0,100
E00111924,1.6,98.4
E00111925,0.8,99.2
E00111926,1.7,98.3
E00111927,0,100
E00111928,1.5,98.5
E00111929,0,100
E00111930,0.7,99.3
E00111931,0,100
E00111932,2.6,97.4
E00111933,0,100
E00111934,0,100
E00111935,0,100
E00111936,0.9,99.1
E00111937,0,100
E00111938,0.8,99.2
E00111939,0,100
E00111940,0,100
E00111941,0,100
E00111942,1.5,98.5
E00111943,0.8,99.2
E00111944,2.2,97.8
E00111945,0,100
E00111946,3.7,96.3
E00111947,1.7,98.3
E00111948,0,100
E00111949,0,100
E00111950,0,100
E00111951,0,100
E00111952,0,100
E00111953,0.8,99.2
E00111954,0.9,99.1
E00111955,2.2,97.8
E00111956,1.6,98.4
E00111957,0,100
E00111958,0,100
E00111959,1.6,98.4
E00111960,0.9,99.1
E00111961,0.8,99.2
E00111962,0,100
E00111963,0.8,99.2
E00111964,0,100
E00111965,6.1,93.9
E00111966,4.5,95.5
E00111967,0.7,99.3
E00111968,2.2,97.8
E00111969,1.6,98.4
E00111970,0.7,99.3
E00111971,1.7,98.3
E00111972,3.1,96.9
E00111973,0,100
E00111974,1.8,98.2
E00111975,0,100
E00111976,0.9,99.1
E00111977,4.3,95.7
E00111978,0.9,99.1
E00111979,1.3,98.7
E00111980,4.9,95.1
E00111981,0,100
E00111982,0,100
