areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00111580,17.1,21.9,27.6,33.3
E00111581,41.9,19.7,8.5,29.9
E00111582,22.6,27.8,2.3,47.4
E00111583,29.1,26.5,1.7,42.7
E00111584,42.1,19,5,33.9
E00111585,18.1,12.1,59.1,10.7
E00111586,24.4,21.4,14.9,39.3
E00111587,39,22,1.6,37.4
E00111588,11.4,4.4,57.9,26.3
E00111589,29.5,12.5,24.1,33.9
E00111590,34.6,14.6,4.6,46.2
E00111591,29.7,25.2,10.8,34.2
E00111592,30.2,27.3,14.4,28.1
E00111593,34.6,25.4,3.1,36.9
E00111594,44.7,19.5,7.4,28.4
E00111595,33.6,36.9,0.8,28.7
E00111596,19.4,19.4,4.8,56.5
E00111597,49.2,24.6,8.5,17.8
E00111613,49.6,22.4,20.8,7.2
E00111614,65.4,18.8,3.8,12
E00111615,29.5,40.3,0,30.2
E00111616,57.9,28.1,0.8,13.2
E00111617,47.7,26.6,3.1,22.7
E00111618,54.2,17.6,19,9.2
E00111619,60.6,23.2,1.4,14.8
E00111622,47.8,26.8,2.9,22.5
E00111624,28.4,33.3,3.5,34.8
E00111625,41.7,30.3,19.7,8.3
E00111626,52.3,34.4,0,13.3
E00111627,48.6,36.3,1.4,13.7
E00111663,71,17.7,0,11.3
E00111664,67.2,16.8,3.2,12.8
E00111665,58.9,31.5,0,9.7
E00111666,60,30.4,0,9.6
E00111667,66.1,26.7,0,7.3
E00111668,57.3,32.5,0,10.3
E00111669,75,18.3,0.8,5.8
E00111670,66.7,25,0.7,7.6
E00111671,67.9,13.8,1.8,16.5
E00111672,63.6,20.9,0,15.5
E00111673,73.6,21.6,0,4.8
E00111674,27.1,15.8,0.8,56.4
E00111675,66,12.1,2.8,19.1
E00111676,63.4,14.6,3.3,18.7
E00111683,72.5,14.5,1.5,11.5
E00111685,73.5,17,1.4,8.2
E00111686,68.2,5.5,2.7,23.6
E00111687,71.4,6,0,22.6
E00111688,64.2,14.6,0.8,20.3
E00111689,60.7,16.1,0,23.2
E00111690,45.2,8.1,0,46.8
E00111691,31,6.9,0,62.1
E00111692,37.6,9.2,1.4,51.8
E00111693,47.4,3.6,2.2,46.7
E00111694,45.5,4.2,0,50.3
E00111695,23.5,3.3,24.2,49
E00111696,39.5,5.1,4.5,50.8
E00111697,65,28.5,1.6,4.9
E00111698,62.3,14.6,1.5,21.5
E00111699,69.4,19.8,0.8,9.9
E00111700,71.7,18.9,0.8,8.7
E00111701,65,17.5,0,17.5
E00111702,66.1,24.8,0.9,8.3
E00111703,69.7,17.6,0,12.6
E00111704,63.7,16.9,1.6,17.7
E00111705,56,13.5,0,30.5
E00111706,57.4,13,0,29.6
E00111797,64.8,22.7,1.6,10.9
E00111798,72.3,23.8,0,3.8
E00111799,59.5,19,13.5,7.9
E00111800,76.7,14,1.6,7.8
E00111801,59.1,20.5,0,20.5
E00111802,66.9,17.3,3,12.8
E00111803,73.2,19.5,2.4,4.9
E00111804,55.5,26.3,5.1,13.1
E00111807,59.2,21.6,8.8,10.4
E00111808,80.2,15.3,0,4.6
E00111809,59.4,25.5,4.7,10.4
E00111847,57.2,34.1,0.7,8
E00111848,87.6,4.8,1.4,6.2
E00111849,57.9,20.6,0.8,20.6
E00111850,66.5,24.5,0.6,8.4
E00111851,45.2,39.3,5.2,10.4
E00111852,68.9,23.7,0,7.4
E00111853,59.2,30.4,0,10.4
E00111876,38.5,39.2,0,22.3
E00111877,45,30,0,25
E00111878,35.9,29,7.6,27.6
E00111879,42.6,28.7,0.8,27.9
E00111880,42.2,32.1,0,25.7
E00111881,46.1,31.5,0,22.5
E00111882,49.6,29.8,1.4,19.1
E00111883,52,29.1,1.6,17.3
E00111884,8.1,2,81.8,8.1
E00111885,54.1,27,0.9,18
E00111886,31.7,33.7,4,30.7
E00111887,34,38.7,8.5,18.9
E00111888,42.1,31.4,10.7,15.7
E00111889,33.6,24.4,4.2,37.8
E00111890,33,37.1,3.1,26.8
E00111891,40.7,25.9,0.9,32.4
E00111892,39.7,12.1,1.1,47.1
E00111893,28.5,20.4,1.5,49.6
E00111894,8.7,6.8,11.8,72.7
E00111895,10.6,10.1,5,74.4
E00111896,15.3,6,5.5,73.2
E00111897,10.8,22.5,2.9,63.7
E00111898,22.6,13.2,10.1,54.1
E00111899,63,7.5,3,26.5
E00111900,39.1,28.9,0.8,31.3
E00111901,28.5,28.5,0.7,42.3
E00111902,14.5,13.8,26.2,45.5
E00111903,26.4,28.6,3.6,41.4
E00111904,25.5,6.1,3,65.5
E00111905,11.6,11.6,28.7,48.2
E00111906,25.8,26.7,5,42.5
E00111907,31.4,20.7,0,47.9
E00111908,17.4,10.9,2.9,68.8
E00111917,81.5,10,0,8.5
E00111918,62,19.8,0,18.2
E00111919,20.3,10.9,64.5,4.3
E00111920,52.3,17.2,14.8,15.6
E00111921,49.2,27,4.8,19
E00111922,31.9,29.4,9.2,29.4
E00111923,26.4,17.3,33.6,22.7
E00111924,26.7,15,45.8,12.5
E00111925,16.7,9.5,56.3,17.5
E00111926,36.8,19.7,29.1,14.5
E00111927,11.1,13.3,48.1,27.4
E00111928,24.6,9.7,52.2,13.4
E00111929,11.1,12,53.7,23.1
E00111930,67.8,13.7,10.3,8.2
E00111931,11.6,11.6,66.1,10.7
E00111932,6.2,17.7,59.3,16.8
E00111933,47.3,19.6,6.3,26.8
E00111934,69.2,17.5,0,13.3
E00111935,69.1,20.6,0.7,9.6
E00111936,73.3,14.7,0.9,11.2
E00111937,75.2,19.7,0,5.1
E00111938,72,21.6,1.6,4.8
E00111939,61.2,21.5,0.8,16.5
E00111940,71.3,17.8,0,10.9
E00111941,67.5,16.7,5.8,10
E00111942,63.6,17.1,2.1,17.1
E00111943,50.4,16.5,0.8,32.3
E00111944,62.8,28.5,0,8.8
E00111945,67.5,20,0,12.5
E00111946,56.3,13.3,0.7,29.6
E00111947,67.5,23.3,0.8,8.3
E00111948,73.4,15.3,3.2,8.1
E00111949,72.4,20.3,0,7.3
E00111950,69.9,17.9,0,12.2
E00111951,67.8,18.6,0.8,12.7
E00111952,65,28.3,0,6.7
E00111953,52.3,20.3,0,27.3
E00111954,36.2,37.9,0.9,25
E00111955,48.9,18.1,0,33
E00111956,45.2,27,4,23.8
E00111957,19.9,19.9,48.9,11.3
E00111958,63.3,21.7,0.8,14.2
E00111959,58.6,10.2,25.8,5.5
E00111960,66.1,17.8,5.1,11
E00111961,60.5,20.2,3.4,16
E00111962,73.8,15.9,0.8,9.5
E00111963,54.2,34.7,0,11
E00111964,69.6,12.8,3.2,14.4
E00111965,46.3,20.8,3.4,29.5
E00111966,45.5,20.1,0.7,33.6
E00111967,59.9,20.4,1.4,18.4
E00111968,56.1,25,10,8.9
E00111969,40.9,33.9,3.1,22
E00111970,64.2,21.6,1.5,12.7
E00111971,41.7,25,15,18.3
E00111972,42.6,36.9,3.3,17.2
E00111973,54.2,32.5,0.8,12.5
E00111974,28.4,40.4,4.6,26.6
E00111975,64.2,21.6,5.2,9
E00111976,63.6,20.6,3.7,12.1
E00111977,38.1,23,16.8,22.1
E00111978,11.2,4.7,72.9,11.2
E00111979,62.7,25.5,3.9,7.8
E00111980,89.5,5.6,0.8,4
E00111981,72.6,19.5,0,8
E00111982,45,29.2,4.2,21.7
E00111983,49.1,28.3,0.9,21.7
E00111984,59.2,21.5,0.8,18.5
E00111985,26.8,33.9,5.4,33.9
E00111986,18.1,9.4,5.5,66.9
E00111987,34.5,6.4,40.9,18.2
E00111988,22.8,26.8,5.7,44.7
E00111989,37.4,36.5,12.2,13.9
E00111990,19.1,19.7,13.4,47.8
E00111991,44.4,18.5,16.9,20.2
E00111992,57,23.1,4.1,15.7
E00111993,66.7,23.8,2.7,6.8
E00111994,66.4,24.8,1.8,7.1
E00111995,62.5,28.3,0.8,8.3
E00111996,17.1,18.9,43.2,20.7
E00111997,53.3,18.8,5.5,22.4
E00111998,47.5,29.3,7.1,16.2
E00111999,31.9,37,11.1,20
E00112000,33.9,25.6,22.3,18.2
E00112001,31.9,12.4,2.7,53.1
E00112002,30.1,13.8,5.7,50.4
E00112005,66.1,24.4,1.8,7.7
E00112007,13,8.3,62,16.7
E00112008,41.1,32.2,2.1,24.7
E00112009,50.4,33.1,0,16.5
E00112010,52,20.3,20.3,7.3
E00112011,56.1,19.5,1.6,22.8
E00112012,55,27,3.6,14.4
E00112013,36.8,22.4,27.6,13.2
E00112015,40.6,31,18.1,10.3
E00112018,37.9,21.6,4.3,36.2
E00112019,46.8,18.4,3.5,31.2
E00112020,66.4,23.5,0,10.1
E00112021,74.5,16.8,0.7,8
E00112022,36.7,14.4,14.9,34
E00112023,48.5,17.6,0.7,33.1
E00112024,51.6,23.9,1.9,22.6
E00112025,48.7,26.5,6.8,17.9
E00112026,69.1,19.1,1.5,10.3
E00112027,28.8,34.4,15.2,21.6
E00112028,55.1,32.6,1.4,10.9
E00112029,26.4,7.8,20.9,45
E00112030,66.9,20.8,0,12.3
E00112031,80.6,16.3,0.5,2.6
E00112032,65.9,26.8,0.8,6.5
E00112033,65.2,14.8,1.5,18.5
E00188053,7.5,5.7,82.1,4.7
E00188069,22.4,54.5,0,23
E00188079,51.4,34.9,0,13.7
E00188087,43.1,19.4,2.1,35.4
E00188099,33.9,32.1,20.2,13.8
E00188124,37.6,38.3,7.5,16.5
E00188126,77.4,16.5,0,6
E00188155,42.7,17.3,0.7,39.3
E00188163,43.5,21.3,21.3,13.9
