geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00039212,0,0.3,1.7,98,0
E00039223,5.8,0,1.4,92.8,0
E00039224,1,4.3,2,90.4,2.3
E00039229,2.5,0,0,97.5,0
E00039231,0,0.4,2.1,97.1,0.4
E00039747,15.9,8.1,3.3,68.9,3.9
E00039748,16,5.2,4.1,68.5,6.1
E00039750,18.6,18.3,5.7,46.6,10.8
E00039751,6.3,3.3,2.3,84.9,3.3
E00039752,24.4,4.8,4.5,59.5,6.8
E00039753,6.8,4.6,6.8,79.3,2.5
E00039754,12.6,5.4,6.1,72.9,2.9
E00039755,25.8,9.4,4.7,35.5,24.7
E00039756,5.9,4.5,5.9,82.2,1.5
E00039757,12.1,3.7,4.3,78.2,1.7
E00039758,5.3,17.6,3.9,69.4,3.9
E00039759,4,1,3.3,90.8,1
E00039760,9.4,2.4,2.4,81.5,4.4
E00039761,3.7,7.8,0,88.1,0.5
E00039762,11.6,13.7,5.3,59.8,9.5
E00039763,8.8,5.3,4.2,80.7,1.1
E00039764,45.4,3.9,5.8,37.4,7.5
E00039765,31.6,12.9,2.1,42.1,11.3
E00039766,20.9,21.1,3.8,51.8,2.4
E00039767,27,13.1,2.7,50.4,6.8
E00039768,2.1,2.8,4.8,89.3,1
E00039769,13.5,17.8,17.3,24.3,27
E00039770,15.9,28,4.9,41.5,9.8
E00039771,6.3,7.5,4.2,82.1,0
E00039772,10.7,11.5,3.4,71.3,3.1
E00039773,9.3,7.4,1.5,79.9,2
E00039774,27.7,10.3,5.3,53.4,3.4
E00039775,32.1,8.2,4.7,47.5,7.4
E00039776,31,10.5,4.7,45.8,7.9
E00039777,8.7,8.4,1.7,80.1,1.1
E00039778,0.8,4.5,1.5,93.2,0
E00039779,8.5,9.8,7.2,71.3,3.3
E00039780,8.2,8.5,5.7,75.6,1.9
E00039781,8.3,12.9,0.4,76.9,1.5
E00039782,9.9,9.7,8.1,70.2,2.1
E00039783,10.9,5.5,3.2,78.9,1.5
E00039784,11.2,6.3,4.2,77.9,0.4
E00039785,12.9,8.7,4.5,72.7,1.3
E00039786,8.7,2,1.3,87.9,0
E00039787,10.4,3.3,6,77.6,2.7
E00039788,24.3,11.4,4.9,54.5,4.9
E00039789,9.6,2,2,86.4,0
E00039791,8.1,11.9,2.7,74.6,2.7
E00039792,10.1,2.2,4.1,72.6,11
E00039793,26,8,6.6,52.7,6.6
E00039794,9.9,3.7,4.2,80.5,1.7
E00039795,4.7,7.1,3.7,78.1,6.4
E00039796,18.1,15.3,7.9,51.5,7.2
E00039797,6.3,4.4,1.3,84.9,3.1
E00039798,11.7,3.3,1.2,81,2.7
E00039799,6.8,1.7,3.8,87.8,0
E00039851,39.2,5.8,5.8,43.3,5.8
E00039852,42.4,8.2,3.8,34.7,10.9
E00039853,38.7,16.6,6.4,31.3,7.1
E00039854,37.2,19.8,2.8,21.9,18.4
E00039856,13,16,3.8,62.6,4.6
E00039858,44.9,7.5,2.1,33.2,12.4
E00039859,15.4,37.8,5.6,10.3,31
E00039860,51.2,16.7,2.1,18.5,11.5
E00039861,16.9,19.2,5.8,43.6,14.5
E00039862,18.9,21.6,3,35.7,20.7
E00039863,13.9,17.8,9.6,26.1,32.6
E00039864,12.3,45.7,4.3,16.7,21
E00039865,31.3,21.5,3.5,23.6,20.1
E00039866,12.7,37.7,7,12,30.5
E00039867,7.7,57.5,4.8,8,21.9
E00039868,17.9,36.7,6.4,14.7,24.3
E00039869,26.5,36.6,5.6,15,16.2
E00039870,10.8,48.2,3.9,13.7,23.4
E00039871,46.3,5.6,2.5,40.7,4.8
E00039876,33.1,14.7,4.4,37.6,10.2
E00039877,23.7,6,2.5,56.7,11.2
E00039878,39.5,10.2,4.5,40.2,5.6
E00039879,9.1,28.8,10.1,46,6.1
E00039880,12,28.4,3.3,35.8,20.5
E00039881,9.7,16.8,4.9,60.2,8.4
E00039882,50.4,5.8,1.3,36,6.5
E00039883,52.7,11.5,2.2,21.3,12.3
E00039884,39,7.1,3.2,42.2,8.6
E00039885,9.9,12.7,2.4,65.1,9.9
E00039886,37.6,11.2,4.3,29.5,17.4
E00039887,49.4,11.9,5.6,22,11
E00039888,18.1,19.2,4,44.6,14.1
E00039889,44.8,20.9,4.2,21.8,8.2
E00039890,38.4,8.7,1.3,42.9,8.7
E00039891,28.8,21.9,6.4,31,11.9
