geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00039212,44.6,41.5,13.8,0,0
E00039223,57.4,27,11.3,3.5,0.9
E00039224,33.9,39.3,22.3,0.9,3.6
E00039229,40.5,42.9,14.3,2.4,0
E00039231,47.4,41.2,10.3,1,0
E00039747,21.9,43.9,27.7,5.8,0.6
E00039748,21.2,34.4,34.4,9.3,0.7
E00039750,25,23.4,39.1,10.2,2.3
E00039751,57.6,26.5,12.1,3.8,0
E00039752,12.8,53.6,23.2,6.4,4
E00039753,25.9,55.6,17.6,0.9,0
E00039754,43.2,38.4,17.6,0.8,0
E00039755,12.2,33.9,37.4,7.8,8.7
E00039756,32.4,33.8,30.9,2.9,0
E00039757,18.7,35.3,33.8,10.8,1.4
E00039758,13.1,32.3,52.5,2,0
E00039759,40.5,41.3,15.1,1.6,1.6
E00039760,37.3,32.1,26.9,3.7,0
E00039761,28.7,41.7,27.8,1.7,0
E00039762,18.4,39.3,35.7,6.1,0.5
E00039763,59.4,32,7.8,0.8,0
E00039764,43.2,24.5,22.3,7.9,2.2
E00039765,36.8,25.7,29.4,5.9,2.2
E00039766,15.4,29.4,42,12.6,0.7
E00039767,25.8,21.9,46.1,4.7,1.6
E00039768,48.6,37.3,12,1.4,0.7
E00039769,25.6,31.6,34.6,6,2.3
E00039770,21.8,15.6,52.4,6.8,3.4
E00039771,53.5,33.3,9.1,3,1
E00039772,56.1,26.3,14,3.5,0
E00039773,40.7,33.5,21.4,4.4,0
E00039774,31.1,46.3,20.3,2.3,0
E00039775,16,32.8,34.4,12.8,4
E00039776,18.2,40.2,34.1,6.8,0.8
E00039777,36.5,30.4,28.4,4.7,0
E00039778,63.5,20,12.2,3.5,0.9
E00039779,22.8,39.8,34.1,3.3,0
E00039780,33.8,31.6,27.8,6.8,0
E00039781,21.6,50,27.6,0.9,0
E00039782,24.6,35.1,31.3,7.5,1.5
E00039783,19.9,40.3,36.4,3.4,0
E00039784,34.5,30.2,30.2,5.2,0
E00039785,30.3,34.8,32.6,2.3,0
E00039786,46.8,34.5,18.7,0,0
E00039787,3.7,29,62.6,4.7,0
E00039788,18.2,38.7,32.8,8.8,1.5
E00039789,58.7,27.7,9.7,3.9,0
E00039791,16.1,11.3,66.9,4.8,0.8
E00039792,34.9,26.2,33.3,5.6,0
E00039793,13.9,42.8,36.6,5.7,1
E00039794,38.8,40.8,17.7,2.7,0
E00039795,42.5,35.4,19.7,0.8,1.6
E00039796,15.8,34.2,39.5,9.2,1.3
E00039797,20.7,39,34.1,6.1,0
E00039798,37,31.5,27.4,4.1,0
E00039799,55,34.2,9,1.8,0
E00039851,46.7,22.2,25.9,3,2.2
E00039852,29.3,25.6,27.1,15.8,2.3
E00039853,12.9,15.2,62.9,5.3,3.8
E00039854,20.6,26.7,35.1,9.9,7.6
E00039856,32.9,22.9,38.6,5.7,0
E00039858,27.8,24.3,29.6,15.7,2.6
E00039859,10.4,12.5,53.5,14.6,9
E00039860,28,19.5,34.7,14.4,3.4
E00039861,18.2,37.1,37.8,4.9,2.1
E00039862,24.8,18.4,47.5,4.3,5
E00039863,20.5,26,37,13.7,2.7
E00039864,14,33.9,33.1,15.7,3.3
E00039865,15.7,20.9,48.4,11.1,3.9
E00039866,10.6,22.4,49.1,12.4,5.6
E00039867,1.3,32.1,47.4,16.7,2.6
E00039868,20.3,24.1,36.7,12.7,6.3
E00039869,9.5,27,40.9,16.1,6.6
E00039870,3.2,22.1,57.1,14.9,2.6
E00039871,25,26.4,43.1,4.9,0.7
E00039876,31.7,35.1,27.2,4,2
E00039877,22.8,33.3,32.5,8.8,2.6
E00039878,31.5,29.7,35.1,2.7,0.9
E00039879,4.7,22.4,61.7,9.3,1.9
E00039880,3.9,17.6,56.2,19.6,2.6
E00039881,19.4,8.2,64.2,7.5,0.7
E00039882,40,25.4,28.5,5.4,0.8
E00039883,14.7,36.2,34.5,10.3,4.3
E00039884,35.7,25.6,29.5,6.2,3.1
E00039885,4.3,25.2,67.8,2.6,0
E00039886,25.7,26.5,41.2,5.1,1.5
E00039887,32.4,31,28.3,5.5,2.8
E00039888,33.1,23.4,39.5,3.2,0.8
E00039889,20.4,31.5,32.4,13.9,1.9
E00039890,24.3,28.8,35.1,9,2.7
E00039891,28.3,35.4,22.8,10.2,3.1
E00039892,40.8,44.7,11.2,2,1.3
E00039893,20.7,32.6,34.8,9.6,2.2
E00039894,13.6,22,46.6,15.3,2.5
E00039895,26.2,17.1,45.1,8.5,3
E00039896,16.1,15.2,51.8,15.2,1.8
