geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00084364,7.5,8.5,6.5,74.9,2.6
E00084380,4.8,6.7,4.5,82.1,1.9
E00084381,18.7,12.5,7.1,59.8,2
E00084382,4.6,14.2,5.7,73,2.5
E00084383,4.5,7.5,8.4,78.2,1.5
E00084384,4.2,8.1,2.8,79.9,4.9
E00084390,2.5,14.3,1.7,79,2.5
E00084568,0,1.6,1.6,96.8,0
E00084569,2.8,0,1.5,95.4,0.3
E00084570,0.7,0,4.1,94.8,0.4
E00084571,3.5,0,4.9,91.7,0
E00084572,1.6,0,1,96.2,1.3
E00084573,0.3,1.3,9.5,87.1,1.9
E00084575,1.5,0,0,98.5,0
E00084576,1.3,0,0,98.3,0.3
E00084577,3.4,0.3,1.2,94.5,0.6
E00084578,2.5,2.1,2.7,91.1,1.6
E00084579,0.4,4.2,0,95.1,0.4
E00084580,1,0,2.4,96.6,0
E00084582,7.3,3.8,2.4,84.7,1.7
E00084583,4.8,7.5,1.8,86,0
E00084584,11.3,12.2,0.6,72.7,3.1
E00084585,11.2,3.4,3.4,82,0
E00084586,9.6,1.3,2.6,85.7,0.9
E00084587,11,14.7,4.8,69.1,0.3
E00084588,14.6,12,2.3,68.5,2.6
E00084589,10.8,5.7,4.7,78.8,0
E00084590,4.2,1.9,4.2,89,0.8
E00084591,10.4,4.9,2.3,82.4,0
E00084592,9.6,5.1,1,81.2,3.1
E00084593,6,4.3,3.3,82.7,3.7
E00084594,6.7,7.3,2.9,81.9,1.3
E00084595,5,1.5,1.2,92.3,0
E00084596,4.4,4.1,4.7,84.8,2.1
E00084597,9.2,3.3,3.6,83.9,0
E00084598,0.8,5.3,1.2,90.6,2
E00084599,4,12.1,1.3,82.5,0
E00084600,5.6,5.9,7.1,81.5,0
E00084601,8.9,5.9,0.7,84.3,0.3
E00084602,7.5,5.6,4.5,82,0.4
E00084603,6.6,3,4.3,82.6,3.6
E00084604,8.3,2.3,2.6,85.8,1
E00084605,5.1,12,4.1,77.1,1.7
E00084606,4.4,4,1.6,89.6,0.4
E00084607,6.6,11.5,1.6,77.8,2.5
E00084608,3.8,2.9,1.9,89.2,2.2
E00084609,10,13.9,7.7,66.1,2.4
E00084610,11,23.8,2.8,60.9,1.4
E00084611,12.1,24.4,4.4,57.3,1.9
E00084612,20.1,7.7,2.6,65.2,4.5
E00084613,5.5,16,3.4,72.1,3.1
E00084615,8.4,5.2,5.2,81.1,0
E00084616,11.5,3.5,2.8,82.3,0
E00084617,10,6.8,4.3,76.1,2.8
E00084618,16.8,10,2.9,64,6.2
E00084619,21.9,12.6,0,63.4,2.1
E00084620,15.9,17.8,3.2,58.6,4.5
E00084621,14.9,18.4,5,57.4,4.4
E00084622,18,11.3,4,59.1,7.6
E00084623,8.9,15.9,3.7,67.5,4.1
E00084626,10.5,5.8,4.4,75.5,3.7
E00084627,15.6,11.4,5.1,63.7,4.2
E00084628,10.3,2.3,4.7,80.3,2.3
E00084629,17.3,9.5,3.5,68.4,1.4
E00084630,17.6,3.1,3.4,74.5,1.4
E00084631,15.5,5,1.7,72.6,5.3
E00084632,13.2,2.2,1.5,81.6,1.5
E00084633,12.9,1.5,5.7,78.3,1.5
E00084635,9,2.9,6.2,81.9,0
E00084691,4.9,0,1,93,1
E00084692,4.7,10.1,3.4,80.5,1.3
E00084693,0.4,4.9,1.1,93,0.7
E00084694,2.3,0,0,96.1,1.5
E00084695,6.1,1.9,2.3,89.6,0
E00084696,4,3.4,6.1,85,1.5
E00084697,1.8,0.3,5.3,92.7,0
E00084698,1.6,1.1,3,94.3,0
E00084699,2.5,1,1.2,94.3,1
E00084700,2.3,2.3,2,93.3,0
E00084701,4.5,1,2.3,92.2,0
E00084702,4.7,0,2.5,92.8,0
E00084703,1.5,4,4.8,89.3,0.4
E00084704,3.5,3.7,3.7,89,0
E00084705,2.3,3.3,1.7,91.4,1.3
E00084706,3.4,0,2.6,93.6,0.4
E00084707,1.7,4.3,2,92,0
E00084708,3.3,5.6,3,87.7,0.3
E00084709,5,0,3.8,91.3,0
E00084710,2.5,0,3.7,92.9,0.9
E00084711,1.6,0,1.6,96.9,0
E00084712,4,1.9,0.5,93.3,0.3
E00084713,7.9,2.5,1.1,87.6,0.8
E00084715,0.5,0.5,2.3,96.4,0.5
E00084716,1.8,0.9,1.3,96,0
E00084717,2.3,1.7,1.3,94.7,0
