geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00070587,9.2,82.8,8
E00070588,15.5,52.1,32.4
E00070589,3.1,87,9.9
E00070590,10.2,53.4,36.4
E00070591,14.3,68.4,17.3
E00070592,8.1,75.6,16.3
E00070593,2.7,82.2,15.1
E00070594,8.8,62.5,28.8
E00070595,13.5,56.2,30.3
E00070596,13.5,71.2,15.3
E00070597,13.7,53.9,32.4
E00070598,10.4,44.8,44.8
E00070599,8.5,80.9,10.6
E00070600,16.7,66.7,16.7
E00070601,14.7,54.9,30.4
E00070602,18.4,62.3,19.3
E00070603,10.1,60.8,29.1
E00070604,11,71.7,17.3
E00070605,9.7,69.4,21
E00070606,8.9,74.7,16.5
E00070607,9.3,72.1,18.6
E00070608,19.6,75.3,5.2
E00070614,9.1,62.3,28.6
E00070617,10.1,75.2,14.7
E00070618,5.4,73.9,20.7
E00070619,13.8,67.5,18.8
E00070661,11.6,81.2,7.2
E00070663,3,88.9,8.1
E00070664,10.3,70.7,19
E00070665,7.7,84.6,7.7
E00070667,14.5,78.3,7.2
E00070668,10.8,73,16.2
E00070669,12.4,70.1,17.5
E00070670,16.7,70.8,12.5
E00070673,8,78.2,13.8
E00070674,15.7,57.9,26.4
E00070675,9,75.7,15.3
E00070676,9.3,74.4,16.3
E00070678,8.3,73.3,18.3
E00070680,12.2,62.2,25.6
E00070681,8.2,66,25.8
E00070682,8.3,86.2,5.5
E00070684,21.6,54.1,24.3
E00070685,8.9,73.3,17.8
E00070686,22.1,60.3,17.6
E00070687,15.6,68.8,15.6
E00070688,10.8,73.5,15.7
E00070689,7.2,83.2,9.6
E00070691,8.9,60.2,30.9
E00070692,20.8,68.8,10.4
E00070693,13.7,69.9,16.4
E00070694,15,75,10
E00070695,12.3,71.9,15.8
E00070696,10.3,72.2,17.5
E00070697,6.4,84,9.6
E00070698,9,70.3,20.7
E00070699,15.2,65.5,19.4
E00070700,9.8,74.2,15.9
E00070701,13.3,78.8,8
E00070702,9.6,61.4,28.9
E00070703,9.9,72.1,18
E00070706,12.7,71.8,15.5
E00070720,7.5,81.1,11.3
E00070721,14.4,58.4,27.2
E00070724,20.8,59.4,19.8
E00070726,9.7,55.9,34.4
E00070727,12.4,68,19.6
E00070728,20.5,55.4,24.1
E00070729,9,68.5,22.5
E00070730,9.8,75.6,14.6
E00070731,9.8,75.6,14.7
E00070732,9.6,77.1,13.3
E00070733,15.2,60.8,24.1
E00070735,10.6,69.1,20.2
E00070736,14.2,69.8,16
E00070737,21.3,48.3,30.3
E00070738,14,66.7,19.4
E00070739,4.5,55.5,40
E00070740,11.3,77.3,11.3
E00070742,8,84,8
E00070744,21.1,62.5,16.4
E00070745,13.4,67.1,19.5
E00070746,12.9,72.9,14.1
E00070747,12.4,70.1,17.5
E00070749,5.7,83.5,10.8
E00070750,14.3,72.6,13.1
E00070753,5.7,82.9,11.4
E00070754,12.5,72.5,15
E00070755,7.5,74.8,17.8
E00070761,7.9,82.9,9.2
E00070791,11.1,70.4,18.5
E00070792,10.5,70.3,19.2
E00070793,9.4,71.1,19.5
E00070794,12.8,76.6,10.6
E00070795,5.7,77.1,17.1
E00070796,22.7,64,13.3
E00070797,27.1,58.8,14.1
E00070798,16.3,79.6,4.1
E00070799,12.4,54.3,33.3
E00070800,10.9,73.4,15.6
E00070801,11.9,76.2,11.9
E00070802,10.8,74.3,14.9
E00070803,11.1,76.7,12.2
E00070804,16.5,69.7,13.8
E00070805,3.6,88.4,8
E00070806,10,52.9,37.1
E00070807,12.3,74,13.7
E00070808,9.6,84.6,5.8
E00070809,12.5,71.4,16.1
E00070810,18.4,61,20.6
E00070811,12,75.2,12.8
