areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00139209,37.4,36.4,22.2,4,0
E00139210,33.9,33.9,28.4,3.7,0
E00139211,50,36.2,12.9,0.9,0
E00139212,38.5,35,21.4,4.3,0.9
E00139213,47,38.6,14.5,0,0
E00139214,46.7,33.7,18.5,1.1,0
E00139215,41,31.4,21.9,5.7,0
E00139216,36.5,35.6,20.2,7.7,0
E00139218,34.1,34.7,18.8,12.5,0
E00139219,29.1,41.7,22.8,6.3,0
E00139220,32.3,35.4,27.7,4.6,0
E00139221,34.1,30.4,28.3,5.1,2.2
E00139222,21,37,31.1,10.9,0
E00139223,52.3,33,10.1,3.7,0.9
E00139224,43.5,32.2,20.3,3.4,0.6
E00139225,52.6,39.7,7.8,0,0
E00139226,44.9,41.5,11,2.5,0
E00139227,53.2,34.7,12.1,0,0
E00139228,54.6,38.2,6.6,0.7,0
E00139229,39.2,41.2,18.6,1,0
E00139230,52.6,29.3,18.1,0,0
E00139231,48,39.2,9.6,3.2,0
E00139269,65.6,27.9,4.5,1.9,0
E00139270,60.2,30.1,7.8,1.9,0
E00139271,51.6,30.6,15.3,2.4,0
E00139272,53.8,35.6,8.3,2.3,0
E00139273,60.5,33.1,5.1,1.3,0
E00139274,56.9,32,10.5,0.7,0
E00139275,38.3,40.8,16.7,4.2,0
E00139276,48.8,28.3,16.5,6.3,0
E00139278,52.4,32.3,12.9,2.4,0
E00139279,51.5,25.8,20.5,2.3,0
E00139280,59.1,31.5,5.5,3.9,0
E00139281,51.2,35.4,13.4,0,0
E00139282,51.2,36.3,10.7,1.8,0
E00139283,62.3,27.2,10.5,0,0
E00139284,63.2,30.3,6.5,0,0
E00139285,37.9,41,19.9,1.2,0
E00139286,71.9,25,3.1,0,0
E00139287,51.3,34.5,13.3,0.9,0
E00139672,38.4,37.7,17.2,6.6,0
E00139673,60.2,28.9,9.6,0.6,0.6
E00139674,32.8,38.3,24.2,4.7,0
E00139675,29.1,36.4,25.8,7.9,0.7
E00139676,28.5,34.4,29.1,7.9,0
E00139678,50.4,36.8,10.4,2.4,0
E00139679,40.6,44.6,9.9,5,0
E00139680,50,34.4,15.6,0,0
E00139681,42.2,40.5,16.4,0.9,0
E00139682,54.6,33.3,12,0,0
E00139684,34.2,44.7,18.4,2.6,0
E00139685,49.6,40.9,9.6,0,0
E00139686,51.8,36.2,12.1,0,0
E00139687,45.7,31.1,18.5,4.6,0
E00139688,49.2,37.9,12.9,0,0
E00139696,74.7,18.7,6.7,0,0
E00139709,67.5,23.8,8.8,0,0
E00139710,62.4,30.6,5.9,1.2,0
E00139711,57.8,34.9,7.3,0,0
E00139712,31.1,40.3,21.8,6.7,0
E00139713,41.5,28.9,22.2,7.4,0
E00139714,33.1,38.2,21.3,7.4,0
E00139715,28.8,37.9,20.5,12.1,0.8
E00139716,41.6,39.8,12,6,0.6
E00139717,25.6,32.3,32.3,9,0.8
E00139766,57.1,33.6,7.8,0.5,0.9
E00139767,62.1,30.6,5.8,1.5,0
E00139768,48.6,26.1,17.6,7.7,0
E00139769,40.7,35.8,17.9,5.7,0
E00139770,34.1,35.7,23,7.1,0
E00139771,27.8,41.4,23.3,7.5,0
E00139772,51,37.7,8.6,2.6,0
E00139773,57.1,37.6,5.3,0,0
E00139777,37.1,37.7,22.6,2.5,0
E00139824,54.9,40.9,3.7,0.6,0
E00139825,49.4,40.3,9.1,1.3,0
E00139826,55.2,33.8,11,0,0
E00139827,46.8,38.8,12.2,2.2,0
E00139828,38.2,36.1,19.4,6.3,0
E00139829,48.2,34.5,13.6,3.6,0
E00139830,30.8,40,24.2,5,0
E00139831,46.5,31.8,15.9,5.7,0
E00139833,48.5,38.2,10.9,1.8,0.6
E00140086,36.2,35.4,17.3,11,0
E00140087,43.4,36.6,16.6,3.4,0
E00140088,55.6,34.4,7.5,2.5,0
E00140089,14.3,38.3,39.1,8.3,0
E00140091,58.3,32.3,9.4,0,0
E00140097,33,35.1,22.7,9.3,0
E00140098,19.8,37.2,27.3,15.7,0
E00140099,43.2,36.4,13.6,5.9,0.8
E00140100,35.2,32.4,19.7,12.7,0
E00140102,36.6,39,17.1,7.3,0
E00140103,39.1,44.5,9.1,7.3,0
E00140104,43.3,39.2,13.3,3.3,0.8
E00140106,56.2,32.2,9.9,1.7,0
E00140107,38.1,35.4,22.1,4.4,0
E00140109,22.7,36.9,29.8,10.6,0
E00140112,30.7,37.7,18.4,10.5,2.6
E00140113,44.9,34.6,15.7,4.7,0
E00140165,32.3,30.8,26.2,10.8,0
E00140166,25.4,35.2,27,12.3,0
E00140167,34.5,33.8,22.1,9,0.7
E00140168,19.4,43.5,23.1,13.9,0
E00140169,30.1,37.2,22.1,9.7,0.9
E00140170,33.3,26.1,29.7,10.8,0
E00140171,38.5,36.9,15.6,6.6,2.5
E00140172,37.5,31.6,19.1,9.6,2.2
E00140173,22.9,20.8,33.3,18.8,4.2
E00140175,24.5,42.7,23.6,9.1,0
E00140176,41.5,30.5,20.7,6.7,0.6
E00140177,21,25.2,30.1,17.5,6.3
E00140178,34.4,37.6,22.2,5.9,0
E00140179,36.6,33.6,21.4,7.6,0.8
E00140180,30.8,42.7,23.9,2.6,0
E00140181,30.3,37,25.2,7.6,0
E00140182,48.4,25.8,21.1,4.7,0
E00140183,46.6,42.7,8.4,2.3,0
E00140184,24.1,39.3,28.6,8,0
E00140185,22.7,39.1,28.1,10.2,0
E00140186,32.5,42.4,19.9,5.3,0
E00140187,36.2,30.8,27.7,5.4,0
E00140188,38.6,32.3,24.4,4.7,0
E00140189,47.6,31.5,17.3,3.6,0
E00140190,38.8,39.5,15.5,6.2,0
E00140191,34.9,41.3,15.1,7.1,1.6
E00140192,41.6,38.7,13.9,5.8,0
E00140193,38.5,35.9,20.5,5.1,0
E00140195,29.8,33.1,22.5,13.2,1.3
E00140196,33.3,44.2,19,3.4,0
E00140197,27,31,28,11,3
E00140198,34.4,41.9,14,7.5,2.2
E00140199,39.7,37.9,16.4,6,0
