geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00071738,23.7,35.3,28.8,11.5,0.7
E00071739,36.3,32.2,19.2,11.6,0.7
E00071740,29.5,39.4,19.7,11.4,0
E00071741,34.4,37.4,19.8,8.4,0
E00071742,24.5,31.4,37.1,6.9,0
E00071743,34.6,30.9,23.5,10.3,0.7
E00071744,27.2,38.2,19.9,14,0.7
E00071745,42.5,40.8,15.8,0.8,0
E00071746,53.7,36,8.5,1.8,0
E00071747,45.1,33.8,18,3,0
E00071748,46,32.8,17.5,3.6,0
E00071749,48.2,37.6,10.6,3.5,0
E00071750,47.7,33.6,14.8,3.9,0
E00071751,43.2,34.4,16,6.4,0
E00071752,45.7,38.6,14.2,1.6,0
E00071753,58.5,30.1,10.6,0.8,0
E00071754,41.4,40.5,18,0,0
E00071755,56.2,33.9,8.3,1.7,0
E00071756,24.6,32.3,33.1,10,0
E00071757,39.8,32,21.4,6.8,0
E00071758,39.5,24.4,30.3,5.9,0
E00071759,42.4,38.1,12.7,6.8,0
E00071760,24.8,41.9,24.8,8.6,0
E00071761,29.6,27.2,30.4,12.8,0
E00071762,34.1,45,19.4,1.6,0
E00071763,29.4,33.6,23.5,13.4,0
E00071764,20.3,34.7,33.1,11.9,0
E00071765,34.5,33.6,25.2,6.7,0
E00071766,30.5,43.2,17.8,7.6,0.8
E00071767,16.8,38.1,28.3,15.9,0.9
E00071769,38.8,42.5,17.9,0,0.7
E00071770,42.9,38.3,14.3,4.5,0
E00071771,50.6,27.6,14,6.2,1.6
E00071772,33.9,26,27.6,11.8,0.8
E00071773,55.1,34.7,9.2,1,0
E00071774,45.8,35.4,14.6,3.1,1
E00071775,46.6,36.1,15,1.5,0.8
E00071776,48.2,32.5,16.7,2.6,0
E00071780,41.2,42.1,15.8,0.9,0
E00071781,34,37.7,18.9,8.8,0.6
E00071782,26.8,39.1,22.5,10.1,1.4
E00071783,33.6,37.2,21.9,7.3,0
E00071784,33.1,38.2,19.9,8.8,0
E00071788,46,37.1,16.1,0.8,0
E00071789,48.7,39.8,9.7,1.8,0
E00071790,50.8,39.8,8.5,0.8,0
E00071791,37.7,31.6,24.6,6.1,0
E00071792,36.1,41.2,16.8,5.9,0
E00071793,47.8,33.6,16.8,1.8,0
E00071794,41.9,38.1,17.1,2.9,0
E00071795,56.6,33.8,9.6,0,0
E00071796,30.3,39.5,21,9.2,0
E00071797,23.2,33.9,35.7,6.3,0.9
E00071798,33.6,33.6,24.1,7.8,0.9
E00071799,26.6,38.7,26.6,8.1,0
E00071800,37.9,36.9,19.4,4.9,1
E00071801,45.9,35.2,15.6,3.3,0
E00071802,34.1,36.4,19.7,9.8,0
E00071803,32.3,41.7,20.5,5.5,0
E00071804,23.7,38.5,27.4,10.4,0
E00071805,28.7,35.7,25.6,10.1,0
E00071806,33.3,37.6,24.1,5,0
E00071807,31.9,37.8,21.5,8.9,0
E00071809,41,31.1,21.3,6.6,0
E00071810,43,32.9,17.4,6.7,0
E00071820,40.5,34.2,17.7,7.6,0
