geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00071738,37.6,39.7,7.6,13.1,2.1
E00071739,29.6,46.6,5.5,16.2,2
E00071740,32.9,45.7,5.4,12.8,3.1
E00071741,34.5,40.9,3.2,19.4,2
E00071742,35.1,44.6,6.3,10.7,3.3
E00071743,36.1,43.5,4.3,14.5,1.6
E00071744,36.2,38.5,6.4,16.6,2.3
E00071745,23.9,36.3,16.4,19.9,3.5
E00071746,18.3,40.1,13.2,25.8,2.6
E00071747,20.5,37.5,9.5,27.7,4.9
E00071748,19.7,40.3,10.9,26.9,2.1
E00071749,22,41.9,6.4,26.4,3.4
E00071750,28.9,43.8,6,18.5,2.8
E00071751,26.6,44.7,7.4,18.4,2.9
E00071752,24.2,41,9,22.3,3.5
E00071753,14.8,45.1,10.2,27.9,2
E00071754,29,36.5,12.5,16.5,5.5
E00071755,17,36.4,9.5,32.8,4.3
E00071756,33.3,44.4,7.6,11.6,3.1
E00071757,21.2,39.7,10.9,27.6,0.6
E00071758,37,42.7,5.7,12.8,1.9
E00071759,26.2,40.5,12.4,18.6,2.4
E00071760,36.5,41.5,4.5,16.5,1
E00071761,37.7,41.3,4.9,12.6,3.6
E00071762,27,35.2,10.9,23.9,3
E00071763,32.5,40.1,6.8,17.7,3
E00071764,42.6,35.2,6.1,12.2,3.9
E00071765,29.7,46.1,6.8,16,1.4
E00071766,32.9,40.6,6.8,16.4,3.2
E00071767,40.1,36.3,7.6,11.5,4.5
E00071769,25.8,40.3,11.6,21,1.3
E00071770,24.1,39.7,10.5,22.7,3.1
E00071771,21.1,45.3,6.7,25.3,1.6
E00071772,37.2,42,4.8,15,1
E00071773,17.9,38.8,7.7,33.2,2.6
E00071774,25.1,35,9.8,27.3,2.7
E00071775,22.2,40.5,8.2,25.3,3.9
E00071776,22.3,38.4,9.5,25.1,4.7
E00071780,21.4,47.9,8.9,19.8,2.1
E00071781,27.4,46.7,4.6,18.9,2.5
E00071782,38.9,39.3,7.1,12.3,2.4
E00071783,31.6,41.3,3.2,20.6,3.2
E00071784,38.7,38.3,4.1,15.6,3.3
E00071788,29.1,37,10.6,18.5,4.8
E00071789,24.3,46,9.9,17.8,2
E00071790,18.4,45.6,7.5,26.8,1.8
E00071791,31.8,37.9,7.1,20.2,3
E00071792,25.4,52.6,6.7,12.4,2.9
E00071793,25.1,47.9,7.8,16.9,2.3
E00071794,23.4,41.6,6.7,25.8,2.4
E00071795,20.4,43.9,10.4,22.7,2.6
E00071796,35.9,41.4,6.6,14.6,1.5
E00071797,34.7,37.1,5.2,14.7,8.4
E00071798,25,50,8.6,14.5,1.8
E00071799,26.9,48.1,7.3,13.5,4.2
E00071800,30.8,36.8,11.9,18.4,2.2
E00071801,29.6,39.5,8.5,18.4,4
E00071802,30.3,39.8,5.2,19.9,4.8
E00071803,27.7,48.3,5.5,14.7,3.8
E00071804,38.1,39.3,4.5,15.8,2.4
E00071805,37.3,40.5,5,13.2,4.1
E00071806,29,41.2,8.6,20,1.2
E00071807,31.6,43.3,4,18.6,2.4
E00071809,30.6,42.7,8.6,14.7,3.4
E00071810,28.9,39.6,6.3,21.9,3.3
E00071820,25.6,40.6,4.5,24.8,4.5
E00071821,25,35.3,6.7,29.8,3.2
E00071824,27.6,46.9,5.1,17.3,3.1
E00071825,24.1,52.2,6.5,13.4,3.9
E00071826,24.1,34,7.9,29.5,4.6
E00071831,30,42.4,6.4,15.8,5.4
E00071832,27.3,44.5,8.2,16.4,3.6
E00071833,26.4,40.3,14.4,14.4,4.6
E00071835,35.3,34.5,9.1,19,2.2
E00071837,36.2,35.7,11.1,14,2.9
E00071838,32,38.5,10.4,16,3
E00071839,28.7,39.6,12.9,15.8,3
