geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00071738,12.2,43.9,38.8,4.3,0.7
E00071739,12.5,36.1,43.8,6.9,0.7
E00071740,18.3,45,31.3,5.3,0
E00071741,17.6,44.3,34.4,3.8,0
E00071742,19.8,35.8,34,10.5,0
E00071743,28.7,31.6,32.4,7.4,0
E00071744,6.7,37.3,41,12.7,2.2
E00071745,42.5,46.7,10.8,0,0
E00071746,50.9,33.9,13.9,1.2,0
E00071747,37.6,38.3,22.6,1.5,0
E00071748,23.9,37.7,34.8,2.9,0.7
E00071749,54.9,31.7,12,1.4,0
E00071750,46.1,33.6,18.8,1.6,0
E00071751,53.5,29.1,13.4,0.8,3.1
E00071752,50.4,31.5,15.7,2.4,0
E00071753,36.1,44.3,17.2,1.6,0.8
E00071754,25.7,59.6,12.8,1.8,0
E00071755,55.4,31.4,11.6,0,1.7
E00071756,12.2,33.6,47.3,6.9,0
E00071757,19.2,51,24,4.8,1
E00071758,24.4,47.9,19.3,7.6,0.8
E00071759,40.5,20.7,33.1,5.8,0
E00071760,21,36.2,38.1,3.8,1
E00071761,16,36,44.8,3.2,0
E00071762,43.8,39.2,13.8,2.3,0.8
E00071763,25,35,35.8,4.2,0
E00071764,27.1,49.2,21.2,2.5,0
E00071765,19.3,34.5,40.3,4.2,1.7
E00071766,46.5,28.9,21.1,3.5,0
E00071767,3.6,22.3,71.4,2.7,0
E00071769,22.2,56.3,18.5,3,0
E00071770,31.4,41,23.1,4.5,0
E00071771,29.5,34.4,32.8,2.9,0.4
E00071772,15.1,42.9,38.1,4,0
E00071773,46,40,13,1,0
E00071774,45.3,45.3,8.4,1.1,0
E00071775,48.1,36.8,14.3,0.8,0
E00071776,38.6,44.7,14.9,0.9,0.9
E00071780,28.9,43,27.2,0.9,0
E00071781,15.3,43.9,35.7,4.5,0.6
E00071782,15.3,32.1,48.2,3.6,0.7
E00071783,16.4,42.1,38.6,2.9,0
E00071784,19.9,37.5,36,5.1,1.5
E00071788,50,41.1,8.9,0,0
E00071789,47.8,34.5,17.7,0,0
E00071790,38.3,45.2,16.5,0,0
E00071791,13.2,43,43.9,0,0
E00071792,28.8,44.1,25.4,1.7,0
E00071793,42.5,36.3,19.5,1.8,0
E00071794,54.3,24.8,21,0,0
E00071795,47.1,45.7,6.5,0.7,0
E00071796,25.6,38.5,32.5,3.4,0
E00071797,23.4,29.7,44.1,2.7,0
E00071798,21.7,41.7,27.8,7,1.7
E00071799,33.9,32.3,23.4,8.1,2.4
E00071800,38.1,37.1,22.9,1,1
E00071801,26.2,52.5,18.9,1.6,0.8
E00071802,20.8,33.8,35.4,9.2,0.8
E00071803,22.8,32.3,37.8,7.1,0
E00071804,19.7,33.6,43.8,2.2,0.7
E00071805,14,37.2,44.2,3.9,0.8
E00071806,11.5,48.9,30.9,7.2,1.4
E00071807,20,46.7,25.2,7.4,0.7
E00071809,30.3,27.9,36.1,5.7,0
E00071810,19.6,43.9,29.7,6.8,0
E00071820,8.8,51.3,32.5,7.5,0
E00071821,10.7,39.6,44,5.7,0
E00071824,26.5,46.2,25.6,1.7,0
E00071825,25.8,40.6,28.1,4.7,0.8
E00071826,14.6,44.5,35,5.8,0
E00071831,29.1,37.3,30.9,2.7,0
E00071832,12,46.2,35.9,6,0
E00071833,45.5,37.3,17.3,0,0
E00071835,17.6,33.6,45,3.8,0
E00071837,50,43.8,5.4,0.9,0
