geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00000577,42.5,20,15,22.5
E00000609,37.6,24.3,18.3,19.8
E00000769,28.2,37.5,15.3,19
E00000770,18.9,27.7,21.4,32.1
E00000771,31.1,29.4,18.9,20.6
E00000772,36.2,25.9,25.9,12.1
E00000773,24.5,36.7,20.1,18.7
E00000774,45.6,22.8,16.1,15.4
E00000775,16.2,32.4,19.6,31.8
E00000776,39.2,28.1,14.6,18.1
E00000777,32.8,23,23.8,20.5
E00000778,21.7,30.1,26.6,21.7
E00000779,19.3,32.1,17.1,31.4
E00000780,14.2,27.4,20.4,38.1
E00000781,34.7,20.1,18.8,26.4
E00000782,26.2,22.8,22.1,29
E00000783,52.6,20.3,19.5,7.5
E00000785,22.2,25.5,22.9,29.4
E00000786,33.9,23.6,17.2,25.3
E00000787,27.4,34.8,21.5,16.3
E00000788,28.8,31.4,18.6,21.2
E00000789,56.3,19.5,14.1,10.2
E00000790,47.4,28.1,14,10.5
E00000791,33.1,34.7,16.5,15.7
E00000792,27.4,25.9,17.8,28.9
E00000793,29.7,29.7,18.2,22.3
E00000794,25.6,17.8,17.1,39.5
E00000795,30.2,28.2,16.8,24.8
E00000796,23.4,24.2,25,27.4
E00000797,25.6,30.1,17.3,27.1
E00000798,25,25.8,22.6,26.6
E00000799,25.4,27.5,16.7,30.4
E00000800,34.9,17.1,16.4,31.6
E00000801,43.4,26.3,11.8,18.4
E00000802,27.6,22.8,23.6,26
E00000803,36.8,29.9,17.1,16.2
E00000804,17.8,20.9,27,34.4
E00000805,24.1,29,20.7,26.2
E00000806,15.5,17.3,30.9,36.4
E00000810,21.2,36.5,15.4,26.9
E00000813,36.6,30.2,14,19.2
E00000814,30.1,33.6,15.9,20.4
E00000815,23.5,39.1,17.4,20
E00000816,23.2,25.6,20.8,30.4
E00000817,12.1,25,19.3,43.6
E00000818,30.5,32.8,18.8,18
E00000871,26.2,30,13.1,30.8
E00000872,61.4,12.9,9.4,16.4
E00000873,12,25.6,20.5,41.9
E00000874,59.3,12.4,8.8,19.5
E00000876,13.1,26.2,22.4,38.3
