geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00000577,22.3,33.6,6.2,31.3,6.6
E00000609,11.9,30.2,3.2,48.2,6.5
E00000769,10.7,24.6,2.9,59.8,2
E00000770,14.7,31.1,3.6,48.1,2.5
E00000771,14.2,22.3,3.1,54.2,6.2
E00000772,19.9,24.3,3.9,44.2,7.8
E00000773,26.5,36.8,5.1,30.4,1.2
E00000774,17.2,31.8,4.2,41.8,5
E00000775,11.3,21.9,2.3,61.1,3.3
E00000776,19.8,31.5,2.3,45,1.3
E00000777,11.6,24.7,5.6,55.4,2.6
E00000778,20.2,30,2.1,43.9,3.8
E00000779,13,30.9,2.5,50.6,3.1
E00000780,18.5,29.6,3.1,46.9,1.9
E00000781,23.3,33.2,5.3,34.6,3.7
E00000782,20.4,27.9,2.5,43.3,5.9
E00000783,10.2,32.7,5.4,48.8,2.9
E00000785,15.5,28.9,3.2,49.4,2.9
E00000786,18.8,26.2,1,48.3,5.7
E00000787,8.5,31.4,1.8,54.2,4.1
E00000788,17.8,33.9,2.9,42.1,3.3
E00000789,21.1,33.5,4.6,37.1,3.6
E00000790,17,35.7,6.4,36.3,4.7
E00000791,24.4,25.4,4.5,41.8,4
E00000792,18.1,34.1,3.6,42.6,1.6
E00000793,16.8,26.1,1.9,51.5,3.7
E00000794,19.2,36.9,4.7,36,3.2
E00000795,10.6,31.4,5.3,49.5,3.2
E00000796,25.9,35.9,4.8,29.3,4.1
E00000797,11.3,33.1,0,52.6,3
E00000798,12.3,33.5,3.8,47.9,2.5
E00000799,8.6,30.6,2,56.9,2
E00000800,14.5,33.6,2.2,44.1,5.6
E00000801,11.8,26.5,3.7,54.7,3.3
E00000802,14.6,33.9,2.8,44.5,4.3
E00000803,6.5,30.8,3,56.2,3.5
E00000804,12.4,21,2,62.5,2
E00000805,11.7,26.3,1,58.1,2.9
E00000806,9,35.1,1.5,52.6,1.9
E00000810,17,23.9,2.8,53.2,3.2
E00000813,21.3,27.3,3.8,44.8,2.8
E00000814,11.4,28.3,0,60.3,0
E00000815,16.1,25,4,51.8,3.1
E00000816,11.6,30,2.2,53.9,2.2
E00000817,13.5,27.2,4,52.7,2.6
E00000818,23.8,34.5,2.7,35.6,3.4
E00000871,10.4,22.4,1.5,64.9,0.8
E00000872,26,35.9,2.6,30.8,4.8
E00000873,5.7,22.1,2.8,66.9,2.5
E00000874,21.2,18.1,4.1,53.4,3.1
E00000876,7.8,20.5,1.2,69.3,1.2
E00000877,5.4,17.1,1.7,75.5,0.3
E00000878,9.2,25.5,2.3,60.5,2.6
E00000881,18,36.1,3.1,40.1,2.7
E00000882,14.5,44,2.2,36,3.4
E00000883,4.5,24.4,1.2,65.7,4.1
E00000884,22.5,28.6,2.2,45.4,1.3
E00000885,13.7,33.8,3,46.2,3.4
E00000886,10.3,22.1,3.3,64.3,0
E00000887,16.7,30.5,2.9,44.8,5
E00000889,17.9,25,7.1,47.2,2.8
E00000891,5.7,25.6,3.1,63,2.7
E00000892,12,25.8,1.5,57.8,2.9
