geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00046507,39.5,43,5.2,10.3,2.1
E00046508,31.1,41.7,6,19.1,2.1
E00046512,34.2,46.4,3.1,14.3,2
E00046515,30.9,47.5,4.5,14.3,2.7
E00046519,38,43.5,3.5,12,3
E00046520,39.9,40.4,4.3,13.3,2.1
E00046522,41.6,37.6,2.2,16.8,1.8
E00046524,25.3,46.1,6,22.1,0.5
E00046525,44.3,37.4,2,15.3,1
E00046528,15.5,49.4,7.2,24.7,3.2
E00163864,23,33.5,11.2,31.3,1.1
E00163870,24.1,38.8,7.2,24.5,5.5
E00163920,12.7,40.7,2.8,41,2.8
E00163931,22.9,29.5,5.2,39.9,2.4
E00164076,24.5,36.3,4.7,34.4,0
E00164078,20.4,37.6,5,34.4,2.7
E00164079,19.8,34.7,6.1,37.1,2.4
E00164080,11.3,40.7,5.9,36.8,5.4
E00164081,17.8,38.5,4.5,36.9,2.2
E00164082,22.8,32.1,5.1,30.4,9.6
E00164083,11.9,55.6,7.5,23.1,1.9
E00164084,19.3,46.2,11,20.8,2.7
E00164086,10.5,51.9,6.3,29.8,1.4
E00164087,19,41.8,9.5,27.8,1.9
E00164088,18.7,42.4,6.9,28.2,3.8
E00164089,18.3,39.3,4.9,33.9,3.6
E00164090,21.8,42.3,10.9,22.3,2.7
E00164091,13.3,50.2,5.2,26.9,4.4
E00164092,15.9,47,7.6,27.1,2.4
E00164093,17.2,50,5.6,26.9,0.4
E00164094,20.1,38.9,10.3,27.4,3.4
E00164096,14.5,50.2,5.6,27.7,2
E00164113,17.4,41.3,7.2,30.3,3.8
