geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00046507,91.1,8.9
E00046508,93.3,6.7
E00046512,94,6
E00046515,92,8
E00046519,94,6
E00046520,89.6,10.4
E00046522,91.9,8.1
E00046524,94.8,5.2
E00046525,91.4,8.6
E00046528,96.8,3.2
E00163864,92,8
E00163870,96.8,3.2
E00163920,97.1,2.9
E00163931,97.9,2.1
E00164076,95.4,4.6
E00164078,96.1,3.9
E00164079,96.4,3.6
E00164080,92.3,7.7
E00164081,97.3,2.7
E00164082,98.7,1.3
E00164083,98.8,1.2
E00164084,97,3
E00164086,95.7,4.3
E00164087,97.1,2.9
E00164088,96.4,3.6
E00164089,97.3,2.7
E00164090,95.1,4.9
E00164091,98.4,1.6
E00164092,96.2,3.8
E00164093,97.8,2.2
E00164094,97.8,2.2
E00164096,96.4,3.6
E00164113,98.4,1.6
