geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00134321,4.3,22.7,73
E00134322,2.4,24.6,73
E00134323,4.3,34.5,61.2
E00134324,5,17.7,77.3
E00134352,4.7,27.5,67.8
E00134353,1.5,25.4,73.1
E00134354,7.7,16.9,75.4
E00134355,14.1,20.3,65.6
E00134356,3.1,19.6,77.3
E00134357,7.4,27.7,64.9
E00134358,0,36.3,63.8
E00134359,2.5,27.3,70.2
E00134360,6.4,28.7,64.9
E00134361,8.5,12.3,79.2
E00134362,5.1,24.5,70.4
E00134364,1.7,22.4,75.9
E00134365,1.3,33.8,65
E00134366,3,25.8,71.2
E00134367,4.3,26.5,69.2
E00134369,6.7,23.3,70
E00134427,7.2,26.1,66.7
E00134428,5.9,28.7,65.3
E00134429,3.5,47.4,49.1
E00134431,3.5,31.9,64.6
E00134432,7.5,25.2,67.3
E00134468,2.8,24.3,72.9
E00134469,4,21.8,74.3
E00134470,6.1,30.3,63.6
E00134472,2.4,32.9,64.8
E00134473,3.8,1.3,95
E00134475,3.9,20.4,75.7
E00134476,4.6,24.6,70.8
E00134477,4.2,25.4,70.3
E00134478,6.3,24.5,69.3
E00134479,9.1,12.2,78.7
E00134480,4.1,26.8,69.1
E00134481,6,24.8,69.2
E00134482,4.5,21.2,74.2
E00134483,6,21.3,72.7
E00134577,6.5,19.6,73.8
E00134578,5.8,24.6,69.6
E00134579,6.7,24.4,68.9
E00134580,7.4,19.8,72.7
E00134581,3.8,30.1,66.2
E00134582,4.1,26,69.9
E00134583,4.4,33.1,62.5
E00134584,4.7,31.5,63.8
E00134772,4.6,43.1,52.3
E00134773,6.6,24.3,69.1
E00134774,3,27.3,69.7
E00134775,3.6,16.7,79.8
E00135675,3.9,15.7,80.3
E00135676,3.4,27.6,69
E00135678,4.3,31.6,64.1
E00135679,2.6,28.1,69.3
E00135680,5.1,38.8,56.1
E00135681,3.6,26.8,69.6
E00135861,6,24,70
E00135862,5,31.7,63.3
E00135863,7.5,29.9,62.7
E00135864,4.1,24.3,71.6
E00135867,3.4,43,53.7
E00135868,5,30.7,64.3
E00135869,2.3,26.4,71.3
E00135870,4,22.2,73.7
E00135874,2.3,23.7,74
E00135875,4.3,22.4,73.3
E00135932,3.4,29.5,67
E00135936,6.3,37.5,56.3
E00135975,4,28.8,67.2
E00135976,3.2,33.6,63.2
E00135977,3.2,45.6,51.3
E00135978,7.6,22.1,70.2
E00135979,2,44.3,53.7
E00135980,7.1,37.3,55.6
E00135981,3.7,41.8,54.5
E00135982,5.8,36.2,58
E00135983,3.2,21.8,75
E00135984,4.8,29.4,65.9
E00135985,2.1,36.4,61.5
E00135986,5.2,31,63.8
E00135987,3.7,35.8,60.4
E00135988,4.2,25.9,69.9
E00135989,0.8,39.7,59.5
E00135990,3.6,38.7,57.7
E00135991,3.7,38.1,58.2
E00135992,0,32.8,67.2
E00135993,2.5,28.9,68.6
E00135994,2.3,37.1,60.6
E00135995,5.7,26.8,67.5
E00135996,4,20,76
E00135997,3.8,35.9,60.3
E00135998,3.2,44.6,52.2
E00135999,5.1,50.6,44.2
E00136000,3,59.8,37.1
E00136001,2.7,38.2,59.1
E00136070,4.8,22.1,73.1
E00136167,2,20,78
E00136168,4,24.4,71.6
E00136169,0.8,28.2,71
E00136170,0,37.1,62.9
E00136171,3.4,34.7,61.9
E00136172,3.1,28.3,68.6
E00136173,9,33,58
E00136174,4.5,28.4,67
E00136175,4.3,11.2,84.5
E00136176,1.9,28.3,69.8
E00136185,1.9,28.2,69.9
E00136186,0,31.7,68.3
E00136187,1.6,23.4,75
E00136188,5.1,34.6,60.3
E00136189,2.5,23.8,73.8
E00136190,6.3,56.3,37.3
E00136191,4.3,30.9,64.9
E00136192,3.9,31.2,64.9
E00136216,6.2,31,62.8
E00136217,2.1,35.1,62.8
E00136218,3,30.8,66.2
E00136219,5.6,25.2,69.2
E00136220,3.5,29.4,67.1
E00136221,3.5,29.4,67.1
E00136222,4.6,24.8,70.6
E00136223,2.4,28.6,69
E00169874,3.7,19.4,76.9
E00169907,5.6,23.7,70.6
