areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00063850,27.3,35.2,6.3,27.9,3.2
E00063851,18.8,46.5,5.9,26.7,2
E00063852,25.1,45,5.7,21.3,2.8
E00063853,19.1,45.4,8.8,25.3,1.5
E00063854,25.4,40.2,6.9,23.3,4.2
E00063855,23.7,38.4,9,25.3,3.7
E00063856,18.5,47.9,4.2,26.4,3
E00063857,26.4,41.9,5.8,22.1,3.9
E00063858,23.5,44.8,4.8,23,3.9
E00063860,25.9,46,7.9,16.9,3.2
E00063861,16.1,49.8,8.3,21,4.9
E00063862,22.7,44.9,9.1,21.6,1.7
E00063863,14.6,43.5,6.3,33.1,2.5
E00063869,22,43.9,8.1,23.3,2.7
E00063870,43.5,32.2,4.7,16.8,2.8
E00063871,32,36,6.3,18.3,7.4
E00063872,26.8,46,6.3,16.3,4.6
E00063873,28.8,41.8,7.2,21.2,1
E00063874,33.3,44.6,4.3,13.6,4.3
E00063875,25.3,51.8,3,16.9,3
E00063876,32.5,38.4,4.9,18.7,5.4
E00063877,28.7,45.1,5.9,19,1.4
E00063878,32.4,41.3,7.3,15.4,3.5
E00063879,26.5,44.1,5.3,20,4.1
E00063880,38.2,40.4,3.4,12.4,5.6
E00063881,47.1,32.7,5.8,10.6,3.8
E00063882,34.8,43.9,5.6,11.1,4.5
E00063883,22.3,47.4,2.9,24.5,2.9
E00063884,32.7,38.6,3.9,21.2,3.6
E00063885,41.2,40.3,5.6,11.1,1.9
E00063886,33.4,39.9,6.1,18.9,1.7
E00063887,24.3,44.4,5.3,23.6,2.4
E00063888,23.9,48.9,7.5,16.4,3.2
E00063889,26,43,6.5,21,3.5
E00063890,34.9,39.4,6.2,16.2,3.3
E00063891,30.7,40.6,4,16.8,7.9
E00063892,37.8,38.9,3.8,17.8,1.6
E00063893,46.2,31.1,6.6,11.8,4.2
E00063894,42.2,34.4,10,13.3,0
E00063895,18.6,44.5,8.6,24.5,3.6
E00063896,35.6,37.1,8.3,16.1,2.9
E00063897,20,42.7,5,30,2.3
E00063898,35.1,39.3,4.2,19,2.4
E00063899,23.6,40.1,7.1,25.5,3.8
E00063900,33.6,39.9,6.3,19.3,0.8
E00063901,17,35.9,8.7,35.4,2.9
E00063902,22.7,52.1,3.1,20.6,1.5
E00063903,25.3,44,5.4,20.5,4.8
E00063904,15.4,40.6,7,33.2,3.8
E00063905,29.5,34.7,7.8,27.5,0.5
E00063906,30.3,43.4,4,18.7,3.5
E00063907,12.8,47.5,7.8,29.8,2.1
E00063908,17.1,45.2,4.6,30,3.2
E00063909,19.4,41.4,7.5,29.1,2.6
E00063910,31,43.4,4.4,17.7,3.5
E00063911,27,34.3,5.8,28.5,4.4
E00063912,29.9,32.8,6,29.9,1.5
E00063914,26.7,47.1,5.4,19.2,1.7
E00063916,27.1,49.1,4.7,15.9,3.3
E00063917,26.2,41.9,7.1,24.8,0
E00063918,32,39.6,6.7,17.8,4
E00063919,22.9,42.7,8.3,22.9,3.2
E00063920,30.6,42.9,5.6,18.4,2.6
E00063921,22.4,53.3,3.7,16.8,3.7
E00063922,21.9,46,6.8,23.4,1.8
E00063923,25.3,43.8,6.4,18.5,6
E00063924,17.7,47.8,8,23.5,3.1
E00063925,26.3,45.5,7.8,18,2.4
E00063926,26.6,47.9,3.7,19.7,2.1
E00063927,27.2,46.5,4.6,19.4,2.3
E00063928,44.5,29.4,5,18.5,2.5
E00063929,25.8,42.7,6.2,23,2.2
E00063930,33.9,40.5,6.6,15.4,3.5
E00063931,28.9,42.8,8,17.9,2.5
E00063932,25,44.1,5.1,21.3,4.4
E00063933,34.7,42.5,5.2,14.5,3.1
E00063934,33.5,41.8,5.1,18,1.6
E00063935,17.8,46,5.4,29.1,1.7
E00063936,25.8,47.1,4.4,17.3,5.3
E00063937,55.6,22.2,9.7,8.3,4.2
E00063938,30.5,48.4,3.7,14.2,3.2
E00063939,31.4,44.5,6.8,17.3,0
E00063940,32.2,46.9,4.3,15.1,1.6
E00063941,26.5,41.4,9.3,20.5,2.3
E00063942,28.2,44.1,7.5,16.4,3.8
E00063943,30.1,47,7.2,13.1,2.5
E00063944,34.1,35.8,5.7,21.5,2.9
E00063945,30.9,41.8,2.8,18.5,6
E00063946,32.1,41.9,5.6,16.3,4.2
E00063947,29.5,43.2,2.7,21.3,3.3
E00063948,29,48.1,3,17.3,2.6
E00063949,29.4,45.6,4.9,13.2,6.9
E00063950,28.8,49.5,3.8,15.4,2.4
E00063951,28.5,50.5,5.1,15,0.9
E00063952,39.5,36.1,7.8,12.2,4.4
E00063953,19.4,40.3,5.1,32.7,2.6
E00063954,18.9,54.8,7.8,15.7,2.8
E00063955,17,52,7.5,20.5,3
E00063956,21.5,43.4,7.9,24.5,2.6
E00063957,31.8,39.7,7.9,15.7,5
E00063958,28.4,46.7,5.8,14.7,4.4
E00063959,21.7,44.3,5.2,27,1.7
E00063960,19.6,53.6,4.5,19.6,2.7
E00063961,21.3,52,6.8,16.3,3.6
E00063962,19,50.8,8.7,21.5,0
E00063963,31.8,43.8,5.2,17.2,2.1
E00063964,24,52.4,3.4,18.5,1.7
E00063966,31.9,33.5,11.2,21.3,2.1
E00063967,32.8,39.9,6.3,18.6,2.4
E00063968,35,40.6,6,15.2,3.2
E00063969,32.2,44.7,5.1,14.1,3.9
E00063970,35.9,45.1,4.9,14.1,0
E00063972,41.6,31.2,11,15.6,0.6
E00063973,30.4,46.2,8.2,12.9,2.3
E00063974,17.7,45.5,9.1,25.8,1.9
E00063975,22.5,45,5.3,24.4,2.9
E00063976,13.4,50.5,6.3,27.2,2.6
E00063977,20.2,49.8,8.9,20.7,0.5
