areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00063850,6.3,32.9,60.8
E00063851,7.4,42.1,50.4
E00063852,4.5,45.5,50
E00063853,3.5,37.4,59.1
E00063854,6,49.1,44.8
E00063855,4.1,29.5,66.4
E00063856,5.9,30.4,63.7
E00063857,14.8,45.1,40.1
E00063858,5.1,33.3,61.5
E00063860,7.8,51,41.2
E00063861,3.6,35.1,61.3
E00063862,2.9,48,49
E00063863,7.6,22.7,69.7
E00063869,3.1,34.9,62
E00063870,8.9,32.3,58.9
E00063871,9.9,46.5,43.6
E00063872,16.1,46,37.9
E00063873,12.7,44.5,42.7
E00063874,9.5,43.8,46.7
E00063875,7.6,45.7,46.7
E00063876,7.7,47,45.3
E00063877,8.7,53.6,37.7
E00063878,4.3,41,54.7
E00063879,5.4,74.8,19.8
E00063880,10.9,48.2,40.9
E00063881,2.5,74.1,23.5
E00063882,5.9,39.8,54.2
E00063883,5.5,35.2,59.3
E00063884,9.8,47.7,42.5
E00063885,5.4,61.1,33.6
E00063886,8.1,45.6,46.3
E00063887,10.5,39.9,49.6
E00063888,12.1,40.8,47.1
E00063889,10.5,46.7,42.9
E00063890,9.7,41.8,48.5
E00063891,5.9,43.2,50.8
E00063892,8.2,30,61.8
E00063893,10.9,26.9,62.2
E00063894,8,32.1,59.8
E00063895,6.4,28.8,64.8
E00063896,7.9,50,42.1
E00063897,7.8,25,67.2
E00063898,15,38,47
E00063899,1.4,51.4,47.1
E00063900,9.5,35.8,54.7
E00063901,5.2,36.2,58.6
E00063902,9.5,42.2,48.3
E00063903,13.1,30.3,56.6
E00063904,10.1,19.4,70.5
E00063905,4.2,40.8,55
E00063906,7.1,42.9,50
E00063907,10.6,27.7,61.7
E00063908,9.8,38.5,51.6
E00063909,5.4,46.9,47.7
E00063910,6.4,55.1,38.5
E00063911,6.4,50,43.6
E00063912,0,15.8,84.2
E00063914,7.8,36.2,56
E00063916,7.8,33.6,58.6
E00063917,7.9,29.9,62.2
E00063918,7.8,37.6,54.6
E00063919,11.3,24.3,64.3
E00063920,6.2,35.4,58.4
E00063921,6.9,45.8,47.3
E00063922,12.4,63.5,24.2
E00063923,4.6,66.9,28.6
E00063924,5.9,28.1,65.9
E00063925,12,34.8,53.3
E00063926,12,49,39
E00063927,16.5,47.9,35.5
E00063928,2.2,75.6,22.2
E00063929,5.2,47,47.8
E00063930,4.9,52.8,42.4
E00063931,5,50.8,44.2
E00063932,7.6,55.7,36.7
E00063933,7.8,55.2,37.1
E00063934,8.1,66.3,25.6
E00063935,10,32.1,57.9
E00063936,8.8,41.6,49.6
E00063937,4.2,79.7,16.1
E00063938,4.1,34.1,61.8
E00063939,3.4,56.3,40.3
E00063940,9.4,25,65.6
E00063941,8,52.9,39.1
E00063942,7.9,55,37.1
E00063943,6.2,40.4,53.4
E00063944,10.7,54.1,35.2
E00063945,6.1,35.4,58.5
E00063946,7,47.2,45.8
E00063947,7.3,64.9,27.7
E00063948,6.3,47.6,46
E00063949,10.8,56.9,32.3
E00063950,1.6,34.6,63.8
E00063951,4.6,45,50.4
E00063952,2,67.6,30.4
E00063953,8.4,27.7,63.9
E00063954,4.7,32,63.3
E00063955,3.4,31.4,65.3
E00063956,3.4,45.8,50.8
E00063957,5,36.7,58.3
E00063958,5,34.2,60.8
E00063959,8.4,29.8,61.8
E00063960,5.8,31.7,62.6
E00063961,3.5,48.3,48.3
E00063962,5.6,41.9,52.4
E00063963,6.8,25.4,67.8
E00063964,6.1,37.4,56.5
E00063966,3.5,38.9,57.5
E00063967,6.9,31.7,61.4
E00063968,6.8,31.4,61.9
E00063969,6.4,28,65.6
E00063970,5.1,55.1,39.8
E00063972,3.7,33.6,62.6
E00063973,0,44.4,55.6
E00063974,3.9,29.1,66.9
E00063975,3.3,42.1,54.5
E00063976,5.1,24.7,70.2
E00063977,4,32,64
E00063978,5.5,35.9,58.6
E00063979,5,28.6,66.4
E00063980,2.5,40.3,57.1
E00063981,8.3,38.5,53.2
E00063982,4.6,24.8,70.6
E00063983,7.8,25.5,66.7
E00063984,7.4,23.8,68.9
E00063985,4.1,29.7,66.2
E00063986,4,26.7,69.3
E00063987,0.8,22.2,77
E00063988,6.7,30.6,62.7
E00063989,2.5,73.8,23.8
E00063990,2.9,73.8,23.3
E00063991,1.6,33.9,64.5
E00063992,2.3,30.5,67.2
E00063993,0,28,72
E00063994,6.4,19.1,74.5
E00063995,3.6,42.7,53.6
E00063996,4.2,26.9,68.9
E00063997,4.9,28.9,66.2
E00063998,6.7,30.3,63
E00063999,5.7,28.7,65.6
E00064000,6.2,25.6,68.2
E00064001,7.9,26,66.1
E00064002,7.1,26.3,66.7
E00064003,5.4,31.8,62.8
E00064004,0.8,50.8,48.3
E00064005,7.3,29.8,62.9
E00064006,7.3,31.7,61
E00064007,3.1,28.1,68.8
E00064008,5,26.7,68.3
E00064009,5.9,28.1,65.9
E00064010,7.5,28.3,64.2
E00064011,8.5,42.7,48.7
E00064012,7.5,39.8,52.6
E00064013,3,33.3,63.6
E00064014,8.1,49.5,42.3
E00064015,2.6,25.8,71.5
E00064016,5.3,26.5,68.1
E00064017,9.6,22.4,68
E00064018,2.2,50.4,47.5
E00064019,5.3,50.8,43.9
E00064020,5,26.1,68.9
E00064021,2.6,41.1,56.3
E00064022,2.4,27.4,70.2
E00064023,4.6,29.6,65.7
E00064024,6.8,27.4,65.8
E00064025,4.4,30.4,65.2
E00064026,2.4,27.6,69.9
E00064027,5.9,29.4,64.7
E00064028,5,31.2,63.8
E00064029,5.8,25.5,68.6
E00064030,5,29.8,65.3
E00064031,3.2,25.4,71.4
E00064032,4.6,33.6,61.8
E00064033,5,22.5,72.5
E00064034,3.1,22.3,74.6
E00064035,4.2,28.8,66.9
E00064036,5.6,33.3,61.1
E00064037,5.7,39,55.3
E00064038,5,25.2,69.8
E00064039,2.6,63.5,33.9
E00064040,6.5,54.2,39.4
E00064041,3.7,27.4,68.9
E00064042,5.3,47.4,47.4
E00064043,7.4,47.9,44.7
E00064044,5.4,30.8,63.8
E00064045,1.7,65,33.3
E00064047,3.7,31.6,64.7
E00064048,6.1,30.6,63.3
E00064054,0,51.3,48.7
E00064055,3.9,29.7,66.4
E00064056,7,31.8,61.2
E00064057,3.7,29.4,66.9
E00064058,8,28.8,63.2
E00064059,8.3,68.5,23.1
E00064060,1.8,34.2,64
E00064071,3.8,43.5,52.7
E00064072,7.1,23.2,69.6
E00064073,6.3,27.8,65.9
E00064074,5.3,47.4,47.4
E00064075,7.4,30.6,62
E00064076,3.8,35.2,61
E00064077,7.4,48.9,43.7
E00064078,4.2,38.5,57.3
E00064079,10.1,28.6,61.3
E00064080,6.6,28.7,64.7
E00064081,7.8,33.6,58.6
E00064082,5.3,34.2,60.5
E00064083,2.5,43.4,54.1
E00064084,5.5,32.3,62.2
E00064085,6.5,33.3,60.1
E00064086,3.9,32,64.1
E00064087,7.5,25.6,66.9
E00064088,3.8,45.9,50.4
