areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00063850,68.7,23.4,8
E00063851,80.1,13.3,6.6
E00063852,78.6,17.3,4
E00063853,79.7,13.7,6.6
E00063854,76.3,15.2,8.5
E00063855,74.1,17.3,8.5
E00063856,72.9,18.9,8.2
E00063857,76,13.5,10.6
E00063858,67.6,17.8,14.6
E00063860,70.5,16.5,12.9
E00063861,74.5,18.7,6.8
E00063862,72.1,21.6,6.3
E00063863,83.8,10.9,5.3
E00063869,75.5,15.2,9.3
E00063870,77.8,13.2,9
E00063871,65.6,22.8,11.6
E00063872,71.3,13.8,14.9
E00063873,68.4,19.3,12.4
E00063874,67.1,20.3,12.5
E00063875,69.4,17.3,13.3
E00063876,65.8,20.4,13.8
E00063877,71.5,18.4,10.2
E00063878,66.6,18.8,14.6
E00063879,68.8,18.8,12.4
E00063880,65.3,19.5,15.1
E00063881,44.6,26.8,28.6
E00063882,69.8,18,12.2
E00063883,73.6,17,9.4
E00063884,66.1,19.6,14.3
E00063885,67.4,19.9,12.7
E00063886,67.5,19.2,13.3
E00063887,76.4,16.3,7.3
E00063888,71.1,17.6,11.3
E00063889,68.3,19.9,11.8
E00063890,65.1,21.9,13
E00063891,72,19.4,8.6
E00063892,82.8,9.5,7.7
E00063893,82,11.5,6.5
E00063894,70.5,17,12.4
E00063895,78.6,14.3,7.1
E00063896,61.8,19.1,19.1
E00063897,73.5,16.1,10.3
E00063898,67,22.5,10.5
E00063899,71.9,17,11.1
E00063900,71.4,18,10.6
E00063901,79.3,16.5,4.1
E00063902,64.6,22.8,12.6
E00063903,68.4,16,15.6
E00063904,79.7,13.2,7.1
E00063905,73,13,13.9
E00063906,73.5,16.5,10
E00063907,78.4,14.1,7.5
E00063908,75.6,16.9,7.5
E00063909,73.5,17.7,8.8
E00063910,61,21.3,17.6
E00063911,67.1,21.2,11.8
E00063912,87.8,7,5.2
E00063914,69.4,19,11.6
E00063916,73.5,16.5,10
E00063917,77.6,13.8,8.6
E00063918,67,19.5,13.5
E00063919,72.8,16.9,10.3
