areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00063850,22.1,42.1,25.5,10.3
E00063851,33.3,43.9,18.7,4.1
E00063852,45.1,44.4,9.8,0.8
E00063853,20.7,51.4,25.2,2.7
E00063854,28.9,49.1,15.8,6.1
E00063855,23.8,52.5,20.5,3.3
E00063856,22.9,39.7,27.5,9.9
E00063857,39.6,40.3,13.7,6.5
E00063858,26.7,44,21.6,7.8
E00063860,34.3,47.1,14.7,3.9
E00063861,23.7,49.1,22.8,4.4
E00063862,22.5,48,19.6,9.8
E00063863,12.8,35.9,40.2,11.1
E00063869,32,40.6,22.7,4.7
E00063870,60.8,32,7.2,0
E00063871,66,24.3,5.8,3.9
E00063872,58.9,31.5,6.5,3.2
E00063873,46.8,31.2,16.5,5.5
E00063874,57.2,34.1,6.5,2.2
E00063875,43.8,37.5,13.5,5.2
E00063876,54.7,33.3,10.3,1.7
E00063877,55.7,32.4,9.5,2.4
E00063878,62.9,27.1,7.9,2.1
E00063879,71.6,22.9,5.5,0
E00063880,70,25.5,3.6,0.9
E00063881,78.8,20,1.3,0
E00063882,71.4,25.2,2.5,0.8
E00063883,29.8,51.4,16,2.8
E00063884,59.5,32,6.5,2
E00063885,71,21.9,5.8,1.3
E00063886,50.3,41.5,6.8,1.4
E00063887,52.5,34,11.8,1.7
E00063888,55.5,33.5,8.4,2.6
E00063889,41.3,37.5,17.3,3.8
E00063890,61,33.1,5.1,0.7
E00063891,47.9,36.8,10.3,5.1
E00063892,50,40.6,8.5,0.9
E00063893,64.2,29.2,5.8,0.8
E00063894,58.9,35.7,3.6,1.8
E00063895,28.7,51.6,18,1.6
E00063896,57.9,33.3,4.8,4
E00063897,25.4,49.2,20.8,4.6
E00063898,59.2,31.6,8.2,1
E00063899,37.1,53.6,8.6,0.7
E00063900,47.8,41.2,8.1,2.9
E00063901,16.2,53,25.6,5.1
E00063902,73.6,18.2,6.6,1.7
E00063903,48.9,45.7,5.3,0
E00063904,17.6,37.4,28.2,16.8
E00063905,45.8,36.4,15.3,2.5
E00063906,59.2,31.2,8.8,0.8
E00063907,26.6,44.6,20.9,7.9
E00063908,36.4,48.3,13.6,1.7
E00063909,32.1,36.6,22.9,8.4
E00063910,59.7,33.8,5.2,1.3
E00063911,63.9,29.9,6.2,0
E00063912,43.9,39,12.2,4.9
E00063914,58.5,35.2,4.9,1.4
E00063916,49.1,35.3,11.2,4.3
E00063917,54.1,31.1,13.1,1.6
E00063918,54,39.6,4.3,2.2
E00063919,42.4,36.4,18.6,2.5
E00063920,60.7,28.6,9.8,0.9
E00063921,55,38.9,4.6,1.5
E00063922,67.4,28,4,0.6
E00063923,70.3,25.1,2.9,1.7
E00063924,48.1,34.6,16.5,0.8
E00063925,29.3,52.2,16.3,2.2
E00063926,56.4,22.8,19.8,1
E00063927,52.5,35.6,7.6,4.2
E00063928,72.5,23.1,2.2,2.2
E00063929,49.6,41,7.7,1.7
E00063930,58.8,33.8,5.4,2
E00063931,60.2,32.2,5.9,1.7
E00063932,58.2,26.6,12.7,2.5
E00063933,60.9,30.4,7.8,0.9
E00063934,73.4,23.4,2.5,0.6
E00063935,27.1,51.1,17.6,4.3
E00063936,44,45.9,7.3,2.8
E00063937,74.6,20.3,5.1,0
E00063938,52.8,38.2,6.5,2.4
E00063939,65.5,26.9,5.9,1.7
E00063940,43.3,40.9,12.6,3.1
E00063941,64.2,24.1,8.8,2.9
E00063942,55.1,35.5,5.1,4.3
E00063943,48.2,30.5,14.2,7.1
E00063944,57.3,36.3,5.1,1.3
E00063945,54.4,38.1,5.4,2
E00063946,54.9,38.7,5.6,0.7
E00063947,63.7,26.3,8.9,1.1
E00063948,65.4,28.3,5.5,0.8
E00063949,63.6,29.5,6.1,0.8
E00063950,31.3,47.7,17.2,3.9
E00063951,49.6,33.9,12.6,3.9
