areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00094659,48.8,30.6,20.7,0,0
E00094671,19.5,44.2,31.9,4.4,0
E00094672,29.4,49.6,18.5,2.5,0
E00094673,34.3,33.6,30.7,1.5,0
E00094675,49.5,35.8,14.7,0,0
E00102910,61.5,26.6,11.5,0.5,0
E00102911,53.2,34.9,11.9,0,0
E00102912,37.8,40.7,20.7,0.7,0
E00102913,66.7,23.6,9.7,0,0
E00102914,54.2,32.3,12,0,1.6
E00102942,68.1,17.8,13,0.5,0.5
E00102962,55.9,31.7,11.8,0.6,0
E00102963,50.4,32.8,14.5,2.3,0
E00102965,70.5,23.7,5.8,0,0
E00102966,60,27,10.8,1.1,1.1
E00102967,43.1,31.9,25,0,0
E00102968,61.7,27.5,10.1,0,0.7
E00102969,59.2,30.2,10.7,0,0
E00102970,55.2,34.4,9.6,0.8,0
E00102973,52.7,29,16.8,1.5,0
E00102974,60.6,28.8,10.6,0,0
E00102976,56.8,31.1,12,0,0
E00102993,64,27,7.2,1.8,0
E00102995,46.5,18.1,34.6,0.8,0
E00103001,27.2,36.7,34,2,0
E00103003,38.3,30.6,30.6,0.6,0
E00103004,67.9,22.6,3.8,3.8,1.9
E00103005,56.1,28,12.1,3.7,0
E00103006,52.8,27.6,17.1,1.6,0.8
E00103007,63.1,24.6,11.8,0.5,0
E00103008,42.9,29.4,26,1.7,0
E00103010,45,43.4,10.9,0,0.8
E00103011,33.7,51.7,13.5,1.1,0
E00103013,44.4,39.1,16.6,0,0
E00103014,11.4,45.6,36.9,3.4,2.7
E00103015,28.3,37.8,30.7,3.1,0
E00103016,24.8,47.4,24.8,3,0
E00103017,52.3,32.2,13.4,2.1,0
E00103018,35.7,40,23.6,0.7,0
E00103019,34.3,40,25,0.7,0
E00103020,24.7,30.8,42.5,2.1,0
E00103021,58.7,32,8.7,0.6,0
E00103023,58.9,17.7,22.6,0,0.8
E00103024,78.4,16.5,5,0,0
E00103025,27.9,38.2,33.1,0.7,0
E00103026,25.8,35,38,0,1.2
E00103027,18.3,35,44.2,2.5,0
E00103028,83.6,12.3,3.4,0.7,0
E00103029,65.2,27.8,7,0,0
E00103030,70,25.4,4.6,0,0
E00103031,73.8,16.7,9.5,0,0
E00103032,33.3,35.8,29.2,1.7,0
E00103033,45.9,35.8,17.4,0.9,0
E00103034,58.5,23,16.3,1.5,0.7
E00103035,29.6,39.1,25.2,6.1,0
E00103036,34.4,32,32,1.6,0
E00103037,84.3,14.2,1.5,0,0
E00103038,33.3,37.9,27.7,1,0
E00103039,33.1,25,39,2.9,0
E00103040,62.3,26.4,10.4,0.9,0
E00103041,59.8,30.7,7.9,1.6,0
E00103042,42.4,39.5,16.4,1.7,0
E00103043,9.9,52.6,36.2,1.3,0
E00103044,26.5,41,30.7,1.2,0.6
E00103045,54.7,39,5.8,0,0.6
E00103047,37.7,47.9,12.6,1.8,0
E00103048,45.7,31.5,21.3,1.6,0
E00103049,61.7,26.6,9.1,1.9,0.6
E00103050,41.9,43.4,13.2,1.6,0
E00103051,62.2,25.2,12.6,0,0
E00103052,51.9,37.4,9.6,0.5,0.5
E00103057,62.4,25.9,10.6,1.2,0
E00103066,61.5,25,13.5,0,0
E00103067,44.8,30.5,22.9,1.9,0
E00103068,61.1,26.9,10.2,1.9,0
E00165946,39,30.1,25,5.9,0
E00165949,10.5,46.8,39.5,3.2,0
E00165950,13.2,33.3,51.2,2.3,0
E00165951,61.5,28.7,9.8,0,0
E00165953,20.5,38.6,38.6,2.4,0
E00165956,25.8,34,32,6.2,2.1
E00165958,60.5,25.8,13.7,0,0
E00180228,53.7,29.9,13.4,3,0
E00180257,40.9,31.8,25,2.3,0
