areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00094659,84,11.3,0.8,3.9
E00094671,82,4.1,3.3,10.6
E00094672,88,4.7,2.1,5.1
E00094673,89.4,6.8,1.9,1.9
E00094675,92.8,3.4,1,2.9
E00102910,88.9,5.8,1.8,3.5
E00102911,90.9,6.6,1.6,0.9
E00102912,93.1,3.6,1.7,1.7
E00102913,87.4,10.3,0.6,1.7
E00102914,90.5,6.3,1.9,1.4
E00102942,89.6,7,0.5,2.8
E00102962,89.1,6.8,0.6,3.5
E00102963,89.5,8.1,0.4,2.1
E00102965,89.7,5.3,0.8,4.2
E00102966,91.5,4.9,0.8,2.8
E00102967,92.6,4.9,1.2,1.2
E00102968,91.2,5.2,1.6,1.9
E00102969,87,7.9,2,3.1
E00102970,91.2,4.4,1.7,2.7
E00102973,87,8.2,1.3,3.5
E00102974,91.9,5.1,1,2
E00102976,91,5.6,1.5,1.9
E00102993,87.2,7.4,1.6,3.7
E00102995,88.3,8.3,0,3.4
E00103001,90.6,5.2,1.4,2.8
E00103003,88.3,6.3,2.1,3.3
E00103004,91.8,6.2,0,2.1
E00103005,85.7,10.1,1.2,3.1
E00103006,91.3,6.2,1.5,1.1
E00103007,87.8,8.8,1.5,1.9
E00103008,89.7,4.1,3.1,3.1
E00103010,89.9,2.6,2.2,5.2
E00103011,88.6,4.7,1.3,5.4
E00103013,88.7,7.4,1.4,2.5
E00103014,90.7,4,1.6,3.7
E00103015,89.6,5.6,1.5,3.4
E00103016,90.6,3.5,2.8,3.1
E00103017,87.5,8.7,0.8,3
E00103018,92.8,4.6,1.3,1.3
E00103019,90.1,6.7,1.6,1.6
E00103020,93.1,4.5,0.4,2
E00103021,87.2,8.6,0.8,3.3
E00103023,92.3,3.7,0.7,3.4
E00103024,91.2,5.9,0.3,2.6
E00103025,88.1,5.6,3.2,3.2
E00103026,89.9,4.8,2.4,2.9
E00103027,88.1,6,1.3,4.7
E00103028,90.6,4.9,2.6,2
E00103029,92.2,5.1,0.8,2
E00103030,92.3,5.8,0.8,1.2
E00103031,91.5,3.8,1.7,3
E00103032,95,2.8,0.4,1.7
E00103033,92.1,4.2,2.6,1.1
E00103034,85.8,5.7,1.5,6.9
E00103035,87.8,5,2.9,4.2
E00103036,84.8,5.3,4.1,5.8
E00103037,87.6,7.1,0.7,4.5
E00103038,89.6,2.9,2.1,5.5
E00103039,88.9,2.4,4.5,4.2
E00103040,92.7,3.3,1.3,2.7
E00103041,87,7.8,1.4,3.8
E00103042,90.3,4.6,2,3.1
E00103043,87.3,3.7,3,6
E00103044,89.7,4.2,2.9,3.2
E00103045,87.4,8.9,1.1,2.6
E00103047,95.9,2.7,0.3,1.1
E00103048,88.9,5.9,2.1,3.1
E00103049,87.6,8,3,1.4
E00103050,88,7.2,1.4,3.4
E00103051,91.7,5.8,2.2,0.4
E00103052,86.7,6.3,3.5,3.5
E00103057,87.4,9.3,0.9,2.3
E00103066,85.7,9.5,1.6,3.2
E00103067,89.9,5.7,1.3,3.1
E00103068,93.6,3.4,2.3,0.8
E00165946,91.2,3.2,2.3,3.2
E00165949,89.8,6.5,1.6,2.2
E00165950,94,3.3,2.2,0.5
E00165951,87.8,9.2,1.3,1.6
E00165953,95.3,2.9,1.1,0.7
E00165956,84.7,3.4,4.3,7.7
E00165958,91,4.7,2.2,2.2
E00180228,95.5,3.4,0.3,0.8
E00180257,92.9,4,1,2
