areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00025383,100,0,0
E00025384,100,0,0
E00025385,94.7,5.3,0
E00025387,44.4,55.6,0
E00025388,99.2,0.8,0
E00025389,71.9,28.1,0
E00025390,96.4,3.6,0
E00025391,95.9,4.1,0
E00025392,98.2,0.9,0.9
E00025393,69.5,30.5,0
E00025394,100,0,0
E00025395,88.1,11.9,0
E00025396,78,22,0
E00025397,100,0,0
E00025399,52.5,47.5,0
E00025400,99.2,0.8,0
E00025401,28.9,71.1,0
E00063399,96.3,3.7,0
E00063400,72.6,27.4,0
E00063417,96.9,3.1,0
E00063418,96,4,0
E00063484,98.5,1.5,0
E00063485,100,0,0
E00063486,100,0,0
E00063487,100,0,0
E00063488,96.2,0,3.8
E00063489,100,0,0
E00063544,98.9,1.1,0
E00063587,100,0,0
E00063588,100,0,0
E00063589,100,0,0
E00063590,97.2,2.8,0
E00063591,84.4,15.6,0
E00063592,99.2,0,0.8
E00063595,100,0,0
E00063596,97.3,2.7,0
E00063597,98.9,1.1,0
E00063598,95.7,4.3,0
E00063600,91.9,8.1,0
E00063601,100,0,0
E00063603,99.5,0.5,0
E00063604,100,0,0
E00063605,87.3,12.7,0
E00063606,16.7,83.3,0
E00063651,92.8,7.2,0
E00063652,99.3,0.7,0
E00063654,51.1,38.9,10
E00063655,96.7,3.3,0
E00063656,100,0,0
E00063674,91.7,8.3,0
E00063675,58.7,41.3,0
E00063701,91,9,0
E00063702,100,0,0
E00063703,75.4,24.6,0
E00063704,90.5,9.5,0
E00063705,85,14.5,0.6
E00063706,86.3,13.7,0
E00063707,99.2,0.8,0
E00063708,93.3,6.7,0
E00063709,98.8,1.2,0
E00063710,99.1,0.9,0
E00063711,82.1,17.9,0
E00063712,46.7,53.3,0
E00063713,77.8,22.2,0
E00063714,66,34,0
E00063715,95.7,4.3,0
E00063721,83.8,16.2,0
E00063722,79.8,20.2,0
E00063723,99.1,0.9,0
E00063724,100,0,0
