areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00025383,37.6,49.6,12.8,0,0
E00025384,36.6,50,11.9,1.5,0
E00025385,12.4,54,33.6,0,0
E00025387,12.2,17.1,69.9,0,0.8
E00025388,39.5,49.6,9.3,0.8,0.8
E00025389,32.6,48.9,16.3,2.1,0
E00025390,29,49.3,18.1,3.6,0
E00025391,13.1,28.3,50.3,8.3,0
E00025392,37.5,38.4,21.4,2.7,0
E00025393,17.1,53.9,27,2,0
E00025394,56.4,34.6,6.8,1.5,0.8
E00025395,21.9,56.3,20.5,1.3,0
E00025396,31.7,36.6,30.9,0.8,0
E00025397,22,50.4,25.2,2.4,0
E00025399,19.6,38.4,39.9,2.2,0
E00025400,23.3,60.8,15.8,0,0
E00025401,9.5,56.1,33.8,0.7,0
E00063399,14.7,39.4,32.1,10.1,3.7
E00063400,14.6,23.4,45.3,13.1,3.6
E00063417,13.5,34.6,31.6,12.8,7.5
E00063418,23.3,26.2,33,14.6,2.9
E00063484,41.4,46.6,9.8,2.3,0
E00063485,45.2,43.7,9.6,1.5,0
E00063486,23.6,58.3,17.3,0.8,0
E00063487,53.6,37.1,8.6,0.7,0
E00063488,29.5,49.6,18.6,2.3,0
E00063489,51,37.4,9.5,0,2
E00063544,45.2,39.8,9.7,4.3,1.1
E00063587,42.3,44.9,11.7,1,0
E00063588,14.7,47.8,33.8,3.7,0
E00063589,53.9,33.3,12.7,0,0
E00063590,34.3,37,24.1,4.6,0
E00063591,24.7,41.2,30.9,3.1,0
E00063592,39.5,53.2,6.5,0,0.8
E00063595,51.2,38.2,8.9,1.6,0
E00063596,43.6,35.5,16.4,4.5,0
E00063597,47.3,40.9,10.8,1.1,0
E00063598,25.2,45.3,27,1.9,0.6
E00063600,33.1,46.3,19.1,1.5,0
E00063601,34.3,49.6,14.6,1.5,0
E00063603,50.9,37.4,10.8,0.9,0
E00063604,27,52.5,18.9,1.6,0
E00063605,13.9,49.3,34,2.8,0
E00063606,1.2,31,66.7,1.2,0
E00063651,56.9,33.1,9.6,0.4,0
E00063652,66.2,27.5,5.6,0.7,0
E00063654,34.5,39.1,26.4,0,0
E00063655,51.6,33.6,13.1,1.6,0
E00063656,60.8,30.8,7.7,0,0.8
E00063674,27.7,26.9,34.6,7.7,3.1
E00063675,15,21.4,54.3,8.6,0.7
E00063701,17.3,42.1,30.8,8.3,1.5
E00063702,26.4,35.7,30,5.7,2.1
E00063703,12.6,42,33.6,10.1,1.7
E00063704,28.2,36.3,28.2,7.3,0
E00063705,14.5,33.5,43.4,6.9,1.7
E00063706,22.1,30.5,41.2,6.1,0
E00063707,39.8,32.5,20.3,4.9,2.4
E00063708,13.8,42.2,32.8,9.5,1.7
E00063709,18.7,29.8,40.4,7.6,3.5
E00063710,20.5,48.7,24.8,5.1,0.9
E00063711,7.1,35.7,47.9,5.7,3.6
E00063712,12.4,24.8,61,0,1.9
E00063713,20.1,37.5,40.3,2.1,0
E00063714,20,29.7,46.2,4.1,0
E00063715,21.4,42.1,29.3,7.1,0
E00063721,16.7,36.2,35.5,10.9,0.7
E00063722,8.5,36.4,43.4,10.9,0.8
E00063723,32.4,46.8,17.1,2.7,0.9
E00063724,35.6,37.8,23,3.7,0
E00063725,22.2,29.4,38.1,8.7,1.6
E00063743,14.1,52.3,28.9,4.7,0
E00063745,14,33.1,45.9,6.4,0.6
E00063747,25,42.1,31.4,1.4,0
E00063748,43.2,45.3,10.8,0.7,0
E00063752,13.3,61.2,21.4,4.1,0
E00063761,23.7,45.8,30.5,0,0
E00063763,21.3,57.3,17.1,3,1.2
E00063764,10.6,45.5,40.9,3,0
E00063766,12.7,61,20.3,2.5,3.4
E00063812,22.9,49.5,26.6,1.1,0
E00063813,76.3,16.1,6.8,0.8,0
E00063814,37.5,43,18,1.6,0
E00063815,21.2,53.3,21.9,3.6,0
E00063816,51.1,38,10.2,0.7,0
E00063817,33.1,43.3,20.5,3.1,0
E00063818,59.1,30.1,10.8,0,0
E00063821,20.5,60.7,16.4,2.5,0
E00063822,16.1,65.7,17.5,0.7,0
