areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00025383,10.3,46.6,37.1,6
E00025384,15.2,43.9,33.3,7.6
E00025385,15.9,52.2,28.3,3.5
E00025387,45.5,39.8,10.6,4.1
E00025388,10,42.3,35.4,12.3
E00025389,14,48.9,30.6,6.5
E00025390,16.7,40.6,35.5,7.2
E00025391,41.7,43.1,11.1,4.2
E00025392,13.4,39.3,42.9,4.5
E00025393,23.4,53.9,20.1,2.6
E00025394,13.5,38.3,39.1,9
E00025395,11.8,50,31.6,6.6
E00025396,21,41.9,25.8,11.3
E00025397,11.5,62.3,23.8,2.5
E00025399,25.4,48.6,20.3,5.8
E00025400,15.7,51.2,28.1,5
E00025401,29.7,54.7,14.2,1.4
E00063399,33,34.8,25.9,6.3
E00063400,43.1,40.9,13.1,2.9
E00063417,29.5,47.7,18.9,3.8
E00063418,32,40.8,21.4,5.8
E00063484,7.5,42.1,36.1,14.3
E00063485,6.6,35.8,41.6,16.1
E00063486,8.1,49.2,29,13.7
E00063487,3.6,47.1,37.1,12.1
E00063488,11.4,41.7,36.4,10.6
E00063489,3.4,23.6,46.6,26.4
E00063544,10.1,47.2,32.6,10.1
E00063587,18,47.5,24,10.5
E00063588,35.3,44.9,16.2,3.7
E00063589,6.1,24.2,49.5,20.2
E00063590,22.6,50,22.6,4.7
E00063591,16.7,47.9,30.2,5.2
E00063592,17.9,48.8,26.8,6.5
E00063595,8.3,47.9,33.1,10.7
E00063596,27.4,38.1,23,11.5
E00063597,11.7,41.5,33,13.8
E00063598,29.6,41.4,24.7,4.3
E00063600,17.6,47.1,26.5,8.8
E00063601,15.8,49.6,25.9,8.6
E00063603,5.5,38.6,44.5,11.4
E00063604,20.5,45.9,28.7,4.9
E00063605,32.2,49,16.1,2.8
E00063606,63.1,35.7,1.2,0
E00063651,2.5,24.5,47.7,25.3
E00063652,11.2,23.1,49.7,16.1
E00063654,14.4,43.3,28.9,13.3
E00063655,9.8,41.8,32,16.4
E00063656,6.1,35.1,43.5,15.3
E00063674,23.7,44.3,21.4,10.7
E00063675,36.9,44,15.6,3.5
E00063701,31.3,49.3,15.7,3.7
E00063702,31.4,46.4,16.4,5.7
E00063703,47.5,38.3,11.7,2.5
E00063704,39.2,41.6,14.4,4.8
E00063705,48.6,35.8,13.9,1.7
E00063706,38.9,45.8,9.2,6.1
E00063707,14,43,36.4,6.6
E00063708,47.5,39,10.2,3.4
E00063709,27.8,52.1,17.8,2.4
E00063710,23.5,47.8,27,1.7
E00063711,61.2,26.6,10.1,2.2
E00063712,63.6,27.1,6.5,2.8
E00063713,47.2,38.2,12.5,2.1
E00063714,34.3,43.4,16.1,6.3
E00063715,41.1,39,17,2.8
E00063721,45.9,39.3,14.1,0.7
E00063722,46.9,40,10,3.1
