areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00025383,72.6,0.5,26.9
E00025384,67.9,1.3,30.8
E00025385,74.4,4,21.6
E00025387,44.8,3.9,51.4
E00025388,67.5,2.1,30.4
E00025389,56.1,1.5,42.4
E00025390,62,2.3,35.7
E00025391,45.8,4.1,50.2
E00025392,65.1,3.3,31.6
E00025393,65.1,2.1,32.8
E00025394,44.5,0,55.5
E00025395,63.6,3.1,33.3
E00025396,56.3,3.4,40.3
E00025397,67.1,1.9,31
E00025399,71.9,3.1,25
E00025400,63,2.9,34.1
E00025401,48.8,3,48.3
E00063399,51.3,7.9,40.8
E00063400,43.9,6,50.2
E00063417,50.9,4.5,44.6
E00063418,44.2,6.5,49.4
E00063484,67.1,1.2,31.7
E00063485,56.4,2.3,41.4
E00063486,57.7,0.9,41.5
E00063487,49.5,1.1,49.5
E00063488,57.8,1.6,40.6
E00063489,62.8,2.1,35.2
E00063544,55.7,0.6,43.7
E00063587,56,2,42
E00063588,59.6,8.9,31.5
E00063589,72.9,3.2,24
E00063590,61.1,3,35.9
E00063591,63.8,4.6,31.6
E00063592,33.3,1.7,65
E00063595,53.8,2.1,44.1
E00063596,53.8,0.5,45.7
E00063597,61.2,2.7,36.2
E00063598,62.3,2.5,35.2
E00063600,64.5,3.2,32.3
E00063601,65,1.1,33.8
E00063603,71.4,1.1,27.5
E00063604,66.8,3.1,30.1
E00063605,60.5,4.7,34.8
E00063606,25,7,68
E00063651,70.1,2.4,27.5
E00063652,62.1,1,36.9
E00063654,51.3,0.6,48.1
E00063655,55.3,3.5,41.2
E00063656,51.1,2.7,46.2
E00063674,52.2,0.6,47.1
E00063675,43.2,5,51.8
E00063701,54.5,3.3,42.3
E00063702,44.2,6.2,49.6
E00063703,45,5.5,49.5
E00063704,54.6,5.2,40.2
E00063705,51.6,7.9,40.5
E00063706,51.5,2.9,45.6
E00063707,56.1,5,38.9
E00063708,57.8,2.7,39.5
E00063709,41.4,5.7,53
E00063710,54.9,1.7,43.3
E00063711,51.4,3.7,44.9
E00063712,45.9,1.3,52.9
E00063713,43.9,3,53.1
E00063714,58.6,5.9,35.6
E00063715,47,4.2,48.9
E00063721,49.4,4.1,46.5
E00063722,46.6,5.9,47.5
E00063723,61.2,1.9,36.9
E00063724,53,4.4,42.6
E00063725,50.8,4.5,44.6
E00063743,61.3,4.8,33.8
E00063745,39.9,5.8,54.3
E00063747,36.5,5.2,58.4
E00063748,50.9,1.1,48
E00063752,56.8,2.7,40.5
E00063761,49.5,2.7,47.8
E00063763,52.1,5.8,42.1
E00063764,27.2,3.9,68.9
E00063766,57.5,7.5,35
E00063812,73.6,1.8,24.6
E00063813,70.8,0,29.2
E00063814,64.7,2.2,33.2
E00063815,66.8,2.8,30.4
E00063816,47.9,1.9,50.2
E00063817,61.7,4.2,34.2
E00063818,56.8,3.6,39.6
E00063821,65.3,4.1,30.6
E00063822,46.7,4.4,48.9
E00127066,61.5,1.4,37.1
E00127067,62.8,2.9,34.3
E00127074,46.1,10.9,43
E00127075,55.9,0.9,43.2
E00127076,59.3,3.1,37.6
E00127077,47.3,1.5,51.2
E00127078,51.3,3.1,45.6
E00127080,57,0,43
E00127081,46.3,1.3,52.4
E00127082,67.5,3.5,29
E00127083,46.8,5,48.2
E00127084,61.7,2.3,36
E00127085,66.3,3.6,30.1
E00127086,57.1,0.8,42
E00127087,74.2,0,25.8
E00127088,67.1,1.3,31.6
E00127089,59,3.3,37.6
E00127090,61.7,4,34.4
E00127091,75.4,2.8,21.7
E00127092,46,6.9,47.1
E00127093,56.1,1.8,42.1
E00127154,61.5,4.2,34.4
