areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00025383,26.1,19.7,43.3,10.8
E00025384,28.5,22.2,35.4,13.9
E00025385,25,33.8,29.7,11.5
E00025387,32.9,25.9,23.5,17.6
E00025388,22.8,28.4,36.4,12.3
E00025389,25.5,23.4,34.6,16.5
E00025390,26.9,25,32.5,15.6
E00025391,45.6,18.4,15.2,20.8
E00025392,22.5,23.9,45.7,8
E00025393,26.9,25,37.2,10.9
E00025394,27.2,24.6,34.2,14
E00025395,24.7,22.9,38,14.5
E00025396,34.7,21.2,33.1,11
E00025397,20.4,28.9,40.1,10.6
E00025399,28.8,27,33.7,10.4
E00025400,28.5,23.8,33.1,14.6
E00025401,34,31,24,11
E00063399,61,16.2,12.5,10.3
E00063400,58.1,16.9,11.3,13.7
E00063417,54.7,20.6,12.4,12.4
E00063418,46.1,13.7,15.7,24.5
E00063484,36,19.5,25.6,18.9
E00063485,35.8,22.3,29.1,12.8
E00063486,33.8,32.4,18.4,15.4
E00063487,34.3,23.1,27.3,15.4
E00063488,42.7,21,23.8,12.6
E00063489,36.4,22.4,26.6,14.5
E00063544,52.6,23.2,10.5,13.7
E00063587,49.1,22.7,19.1,9.1
E00063588,54.6,16.3,13.5,15.6
E00063589,38.1,18.1,30,13.8
E00063590,51.7,18.3,13.3,16.7
E00063591,41.8,20,23.6,14.5
E00063592,42.3,24.4,21.8,11.5
E00063595,43.3,21.3,24.4,11
E00063596,42.1,16.8,21.5,19.6
E00063597,38.8,28.4,20.7,12.1
E00063598,41.6,25.8,17.4,15.2
E00063600,42.6,24.1,16,17.3
E00063601,40.1,22.2,19.8,18
E00063603,31.6,24.9,26.4,17
E00063604,39.9,23,20.3,16.9
E00063605,57.9,10,19.3,12.9
E00063606,45.8,33.3,8.3,12.5
E00063651,20.4,23.5,43.9,12.2
E00063652,21.4,30.2,37.9,10.4
E00063654,19,32.9,35.4,12.7
E00063655,17.5,31.7,43.7,7.1
E00063656,27.1,27.1,40.3,5.4
E00063674,55.9,17.4,14.9,11.8
E00063675,45.8,11,26.3,16.9
E00063701,59.6,17.6,11.8,11
E00063702,59.6,13.3,13.3,13.9
E00063703,60,22.1,6.3,11.6
E00063704,68.1,12.6,8.9,10.4
E00063705,75,10.2,5.1,9.7
E00063706,62.8,15.7,7.4,14
E00063707,53.6,16.3,14.4,15.7
E00063708,70.1,17.3,3.9,8.7
E00063709,51.5,18.4,12.3,17.8
E00063710,58.9,13.2,15.5,12.4
E00063711,66.1,12.6,10.2,11
E00063712,60.8,17.6,10.8,10.8
E00063713,55.8,15,14.2,15
E00063714,49.3,26.1,15.5,9.2
E00063715,61.1,15.9,11.9,11.1
E00063721,61.7,15.8,9,13.5
E00063722,56.1,16.7,12.3,14.9
E00063723,50.4,19.5,15.8,14.3
E00063724,61.1,13.7,9.9,15.3
E00063725,60,12.5,8.3,19.2
E00063743,48.1,19.8,13,19.1
E00063745,54.5,12.9,12.9,19.8
E00063747,57.8,14.5,12,15.7
E00063748,44.5,24.1,20.4,10.9
E00063752,55.8,19.2,15.4,9.6
E00063761,41.7,25,18.8,14.6
E00063763,40.5,20.9,20.9,17.8
E00063764,56,16,12,16
E00063766,51.4,16.2,18,14.4
E00063812,40.3,25.5,21.8,12.3
E00063813,29.9,29.4,30.3,10.4
E00063814,45.6,23.8,16.3,14.3
E00063815,38.6,23.4,22.8,15.2
E00063816,33.3,23.6,26.8,16.3
E00063817,35.4,20.1,26.4,18.1
E00063818,21.8,24.5,42.7,10.9
E00063821,49.2,25,10.2,15.6
E00063822,38.1,21.9,23.8,16.2
E00127066,46.1,15.2,18,20.8
E00127067,57,17.4,19.5,6
E00127074,45.3,22.6,17.9,14.2
E00127075,44.4,20.6,21.4,13.5
