areacd,sex-001,sex-002
E00087758,53.4,46.6
E00087759,53,47
E00087760,48.9,51.1
E00087761,50.7,49.3
E00087762,53.8,46.2
E00087763,50,50
E00087764,48.6,51.4
E00087765,51.3,48.7
E00087767,52.4,47.6
E00087768,49.3,50.7
E00087769,51.8,48.2
E00087770,50.1,49.9
E00087771,52.8,47.2
E00087772,49,51
E00087773,48.7,51.3
E00087833,54.5,45.5
E00087834,50.8,49.2
E00087835,50.9,49.1
E00087836,49.7,50.3
E00087837,51.6,48.4
E00087838,50.7,49.3
E00087839,46.3,53.7
E00087840,51.2,48.8
E00087841,54.1,45.9
E00087842,50.4,49.6
E00087843,55.7,44.3
E00087844,52.9,47.1
E00087845,50.5,49.5
E00087846,52.2,47.8
E00087934,54.1,45.9
E00087935,50.6,49.4
E00087936,53.1,46.9
E00087937,52.6,47.4
E00087938,50.7,49.3
E00087939,53,47
E00087940,50.8,49.2
E00087942,51.8,48.2
E00087948,52.2,47.8
E00088059,53.1,46.9
E00088060,47.4,52.6
E00088063,48.8,51.2
E00088065,49.1,50.9
E00088066,51,49
E00088067,45.3,54.7
E00088068,50.2,49.8
E00088069,47.7,52.3
E00088070,51.9,48.1
E00088071,46.5,53.5
E00088072,50.8,49.2
E00088074,53.1,46.9
E00088076,45.8,54.2
E00088077,53.6,46.4
E00088084,51.2,48.8
E00088086,47.4,52.6
E00088087,47.7,52.3
E00088088,48.5,51.5
E00088089,55.3,44.7
E00088095,52.6,47.4
E00088096,50.2,49.8
E00088097,51.9,48.1
E00088099,49,51
E00088100,53.2,46.8
E00088101,50.1,49.9
E00088102,53.1,46.9
E00088103,49.8,50.2
E00088104,53.4,46.6
E00088105,51.5,48.5
E00088107,48.6,51.4
E00088108,47.8,52.2
E00088109,51.9,48.1
E00088110,50.8,49.2
E00088111,53.4,46.6
E00088115,53.2,46.8
E00088116,53.9,46.1
E00119175,45.4,54.6
E00119176,49.4,50.6
E00119177,50.2,49.8
E00119178,52.9,47.1
E00119180,51.4,48.6
E00119181,48.4,51.6
E00119182,51.7,48.3
E00119183,50.2,49.8
E00119185,50.5,49.5
E00119186,50.6,49.4
E00119187,52.3,47.7
E00119188,47.9,52.1
E00119189,53.1,46.9
E00119190,50.5,49.5
E00119191,45,55
E00119192,52.2,47.8
E00119193,50.6,49.4
E00119194,50.2,49.8
E00119195,50,50
E00119196,52.3,47.7
E00119197,48,52
E00119198,53.2,46.8
E00119282,49,51
E00119285,51.7,48.3
E00119286,52.4,47.6
E00119334,50.2,49.8
E00119335,53.4,46.6
E00119336,52.2,47.8
E00119338,45.3,54.7
E00119339,48.1,51.9
E00119340,50,50
E00119341,48.4,51.6
E00119342,51,49
E00119394,47.4,52.6
E00119399,49.3,50.7
E00119401,51.9,48.1
E00119402,51.9,48.1
E00119403,49.9,50.1
E00119404,51.1,48.9
E00119405,51.3,48.7
E00119406,47.7,52.3
E00119407,49.5,50.5
E00119409,54.9,45.1
E00119410,47.9,52.1
E00119411,51.2,48.8
E00119469,52.3,47.7
E00119471,51.5,48.5
E00119472,46.4,53.6
E00119473,50.2,49.8
E00119474,51.8,48.2
E00119475,48.8,51.2
E00119782,52.9,47.1
E00119783,52.8,47.2
E00119784,52.7,47.3
E00119785,53.6,46.4
E00119786,52.5,47.5
E00119787,52,48
E00119788,46.4,53.6
E00119789,52.8,47.2
E00119790,50.4,49.6
E00119791,51.7,48.3
E00119792,49.8,50.2
E00119793,50.6,49.4
E00119794,53.1,46.9
E00119795,50.7,49.3
E00119796,50.3,49.7
E00119797,50.6,49.4
E00119798,53.3,46.7
E00119799,50.6,49.4
E00119800,54,46
E00119801,53.9,46.1
E00119802,51.7,48.3
E00119803,53.8,46.2
E00119804,50,50
E00119805,50.7,49.3
E00119806,50.1,49.9
E00119807,49.2,50.8
E00119808,54.5,45.5
E00119809,54.4,45.6
E00119810,54.4,45.6
E00119811,49.3,50.7
E00119812,51,49
E00119813,53.1,46.9
E00119814,51.5,48.5
E00119815,53.5,46.5
E00119816,47.9,52.1
E00119817,50.5,49.5
E00119818,48.5,51.5
E00119819,48.7,51.3
E00119820,52.4,47.6
E00119821,42.5,57.5
E00119822,54.1,45.9
E00119823,52.3,47.7
E00119824,52.7,47.3
E00119825,51.8,48.2
E00119826,52.4,47.6
E00119827,48.1,51.9
E00119828,49.2,50.8
E00119829,53.9,46.1
E00119830,50.7,49.3
E00119831,50.6,49.4
E00119832,51.6,48.4
E00119833,55.9,44.1
E00119834,50.4,49.6
E00119835,48.9,51.1
E00119836,58.1,41.9
E00119837,50.7,49.3
E00119838,56.5,43.5
E00119839,50,50
E00119840,48.9,51.1
E00119845,50.6,49.4
E00119847,51,49
E00119848,46.9,53.1
E00119849,54.5,45.5
E00119850,49.2,50.8
E00119853,48.5,51.5
E00119854,51.4,48.6
E00119855,47.5,52.5
E00119857,52.9,47.1
E00119858,53.3,46.7
E00119859,50.2,49.8
E00119860,51.8,48.2
E00119861,51.9,48.1
E00119862,52.1,47.9
E00119864,53.1,46.9
E00119865,50.7,49.3
E00119866,50.1,49.9
E00119867,54.4,45.6
E00119868,53.2,46.8
E00119869,47.9,52.1
E00119870,49.5,50.5
E00119871,51.5,48.5
E00119872,49.7,50.3
E00119873,48.5,51.5
E00119874,43.4,56.6
E00119875,50.3,49.7
E00119876,51.8,48.2
E00119877,50.6,49.4
E00119878,47.6,52.4
E00119879,50.7,49.3
E00119880,51,49
E00119881,48.8,51.2
E00119882,56.9,43.1
E00119883,49.3,50.7
E00119884,46.9,53.1
E00119885,50.6,49.4
E00119886,51.1,48.9
E00119887,50.8,49.2
E00119888,50.8,49.2
E00119889,51,49
E00119890,52.6,47.4
E00119891,51.3,48.7
E00119892,50.4,49.6
E00119893,53.9,46.1
E00119894,51.9,48.1
E00119895,51,49
E00119896,49.2,50.8
E00119897,50.6,49.4
E00119898,57.2,42.8
E00119899,53.8,46.2
E00119900,52.1,47.9
E00119901,51.2,48.8
E00119902,49.7,50.3
E00119903,51.7,48.3
E00119904,50.1,49.9
E00119905,54.3,45.7
E00119906,53.3,46.7
E00119907,53.2,46.8
E00119908,48.8,51.2
E00119909,50.3,49.7
E00119910,52.9,47.1
E00119911,53.7,46.3
E00119912,50.9,49.1
E00119913,52,48
E00119914,52.4,47.6
E00119915,53.6,46.4
E00119916,54,46
E00119917,54.6,45.4
E00119918,53.8,46.2
E00119919,49.8,50.2
E00119920,54,46
E00119921,51.8,48.2
E00119922,53.3,46.7
E00119923,52.6,47.4
E00119924,51.7,48.3
E00119925,55.5,44.5
E00119926,53.4,46.6
E00119927,52.8,47.2
E00119928,52.7,47.3
E00119930,48.2,51.8
E00119931,54.8,45.2
E00119933,50.4,49.6
E00119934,50.8,49.2
E00119935,51.9,48.1
E00119936,49.3,50.7
E00119937,51.1,48.9
E00119938,58.2,41.8
E00119939,48.7,51.3
E00119940,57.6,42.4
E00119941,54,46
E00119942,50.9,49.1
E00119943,47.6,52.4
E00119944,50.8,49.2
E00119945,53.7,46.3
E00119946,49.5,50.5
E00119947,50.2,49.8
E00119948,51.3,48.7
E00119949,53.4,46.6
E00119950,54.9,45.1
E00119951,52.9,47.1
E00119952,50.6,49.4
E00119953,52,48
E00119954,52,48
E00119955,48.2,51.8
E00119956,51.7,48.3
E00119957,51.8,48.2
E00119958,50.7,49.3
E00119959,51.2,48.8
E00119961,48.8,51.2
E00119962,51.1,48.9
E00119963,53,47
E00119964,55.9,44.1
E00119965,52.2,47.8
E00119966,49.5,50.5
E00119967,51.4,48.6
E00119968,50,50
E00119969,51.4,48.6
E00119970,51.6,48.4
E00119971,54.1,45.9
E00119972,48.8,51.2
E00119973,52.9,47.1
E00119974,47.7,52.3
E00119975,51.4,48.6
E00119976,52.4,47.6
E00119978,49.3,50.7
E00119979,49,51
E00119980,52.2,47.8
E00119983,55.1,44.9
E00119984,46.2,53.8
E00119985,48.5,51.5
E00119986,51.9,48.1
E00119987,53.3,46.7
E00119988,53.2,46.8
E00119989,50.8,49.2
E00119990,52.9,47.1
E00119991,52,48
E00119992,54.3,45.7
E00119993,51.2,48.8
E00119994,50.4,49.6
E00119995,52.2,47.8
E00119996,49.6,50.4
E00119997,49.7,50.3
E00119998,54.9,45.1
E00119999,51.3,48.7
E00120000,52.3,47.7
E00120001,50.3,49.7
E00120002,54.5,45.5
E00120003,53,47
E00120004,50.4,49.6
E00120005,57.3,42.7
E00120006,50,50
E00120007,48.1,51.9
E00120008,49.7,50.3
E00120009,52,48
E00120011,49.1,50.9
E00120012,49.1,50.9
E00120013,54.1,45.9
E00120015,52.5,47.5
E00120016,50.9,49.1
E00120017,50.9,49.1
E00120018,51.6,48.4
E00120019,49.8,50.2
E00120020,51.6,48.4
E00120021,52.8,47.2
E00120022,52.9,47.1
E00120023,57.1,42.9
E00120024,49.3,50.7
E00120025,46.9,53.1
E00120026,56.8,43.2
E00120027,51.8,48.2
E00120028,54.4,45.6
E00120029,52.8,47.2
E00120030,50,50
E00120031,53.6,46.4
E00120032,57.7,42.3
E00120033,53.6,46.4
E00120034,49.1,50.9
E00120035,49.8,50.2
E00120036,56.4,43.6
E00120037,57.2,42.8
E00120038,48.6,51.4
E00120039,45.6,54.4
E00120040,53.1,46.9
E00120041,49.7,50.3
E00120042,54.1,45.9
E00120043,53.6,46.4
E00120044,51.4,48.6
E00120045,54,46
E00120046,49.3,50.7
E00120047,51.2,48.8
E00120048,53.4,46.6
E00120049,52.5,47.5
E00120050,52,48
E00120051,49,51
E00120052,53.4,46.6
E00120053,50.2,49.8
E00120054,54,46
E00120055,50.4,49.6
E00120056,54.2,45.8
E00120057,51.2,48.8
E00120058,57.8,42.2
E00120059,52.5,47.5
E00120060,50.4,49.6
E00120061,52,48
E00120062,48.6,51.4
E00120063,51.2,48.8
E00120064,51.1,48.9
E00120065,49.7,50.3
E00120066,51.3,48.7
E00120067,56.1,43.9
E00120068,51.9,48.1
E00120069,48.3,51.7
E00120070,50.5,49.5
E00120071,51.9,48.1
E00120072,50.5,49.5
E00120073,50.9,49.1
E00120074,50.6,49.4
E00120075,51.2,48.8
E00120076,50.7,49.3
E00120078,53.6,46.4
E00120079,50,50
E00120080,56.2,43.8
E00120081,52.1,47.9
E00120082,53.5,46.5
E00120083,56.1,43.9
E00120084,50,50
E00120085,53,47
E00120086,49.7,50.3
E00120087,52.4,47.6
E00120088,50.8,49.2
E00120089,53.7,46.3
E00120090,52.3,47.7
E00120091,53.2,46.8
E00120092,51.4,48.6
E00120093,53.2,46.8
E00120094,55.7,44.3
E00120095,52.1,47.9
E00120096,52.4,47.6
E00120097,54.2,45.8
E00120098,54.2,45.8
E00120099,53.6,46.4
E00120100,55.6,44.4
E00120101,51.3,48.7
E00120102,57.8,42.2
E00120103,50.8,49.2
E00120104,54.7,45.3
E00120105,42.3,57.7
E00120106,52.6,47.4
E00120107,47.9,52.1
E00120108,50,50
E00120109,50.7,49.3
E00120110,49.6,50.4
E00120111,49,51
E00120112,53.4,46.6
E00120113,50.8,49.2
E00120114,48,52
E00120115,50,50
E00120116,56.3,43.8
E00120117,52.5,47.5
E00120118,45.8,54.2
E00120119,50.8,49.2
