areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00087758,14.3,50.2,6.1,26.5,2.9
E00087759,13.9,52,4.3,25.7,4
E00087760,14.1,50.7,4.4,29.6,1.1
E00087761,9.9,45.9,8.4,34.2,1.5
E00087762,8.8,50,8.8,30.6,1.8
E00087763,14.1,45.8,4.8,35.2,0
E00087764,24.6,49.6,5.6,16,4.1
E00087765,15.3,35,11.3,33.9,4.5
E00087767,15.4,47.2,7.1,28.8,1.5
E00087768,13,49,4.8,31.8,1.4
E00087769,17.5,47.8,5.2,29.6,0
E00087770,15.2,47.8,5.1,29,2.9
E00087771,26.6,39.6,4.3,26.1,3.4
E00087772,15.3,46.8,5.6,30.8,1.4
E00087773,11,51.4,6.4,29.1,2.1
E00087833,40.5,25.8,8,18.4,7.4
E00087834,9.8,39.1,5.6,43.2,2.4
E00087835,14.1,51.1,5.4,27.9,1.4
E00087836,10.3,40,4.7,42.5,2.5
E00087837,10.2,43.4,4.8,39.1,2.4
E00087838,20.7,39.1,6.3,32.1,1.9
E00087839,23.6,46.3,3.3,24.8,2.1
E00087840,9.3,38.7,3.6,46.2,2.2
E00087841,16.5,47.2,7.5,25.8,2.9
E00087842,10.2,50.5,6.5,31.6,1.1
E00087843,10.4,39,10.1,34.6,5.9
E00087844,8.7,39.7,3.8,45.3,2.4
E00087845,14.8,45.5,6.6,31.6,1.6
E00087846,2.9,46.3,4.2,42.1,4.6
E00087934,12.6,46.1,5.2,35.3,0.8
E00087935,16.2,43.9,8.9,28.8,2.2
E00087936,19.7,36.6,5.9,33.4,4.4
E00087937,14.9,41.3,3.3,38.6,2
E00087938,16.5,41.2,7.2,32.5,2.6
E00087939,12.1,47.3,7.6,32.1,0.8
E00087940,12.4,45.3,8.4,31,2.9
E00087942,19.5,37.8,5.4,34,3.3
E00087948,11.5,47.8,6.1,32,2.6
E00088059,11.4,47,4.3,34.9,2.5
E00088060,24.2,44.1,6.6,22.9,2.2
E00088063,10.6,50.8,4.9,32.9,0.8
E00088065,21,49.2,7.1,19.3,3.4
E00088066,12.5,43.9,6.3,35.1,2.2
E00088067,10.5,50.7,8.1,29.7,1
E00088068,12.5,45.5,8,32.6,1.3
E00088069,14.1,44.1,5.9,34.8,1.1
E00088070,13.9,44.5,8.4,31.9,1.3
E00088071,31.4,41.1,9.1,16,2.3
E00088072,7.7,43.3,4.8,39.9,4.3
E00088074,16.4,41.4,5.3,36.9,0
E00088076,11.2,48.1,7,33.7,0
E00088077,4.7,50.4,2.7,42.2,0
E00088084,15.6,44.5,4.9,35,0
E00088086,12.2,48.8,7.7,29.3,2
E00088087,18,54.7,7.4,19.5,0.4
E00088088,14.4,49,5.9,28.6,2.1
E00088089,40.3,35.6,8.6,11.2,4.3
E00088095,14.1,45.4,7,30.3,3.2
E00088096,28.7,44.9,7.3,17.4,1.6
E00088097,9.8,48.1,6.1,33.5,2.4
E00088099,14.4,46.6,6.4,31,1.6
E00088100,15.3,44.8,7.3,29.8,2.8
E00088101,23.5,40.8,9,22.1,4.5
E00088102,19.9,45.9,6.1,26.8,1.2
E00088103,12.7,43.9,8.8,32.5,2.2
E00088104,15.4,43.4,4.5,36,0.7
E00088105,13.9,45.2,6.3,30.6,4
E00088107,15.1,44.9,7.9,29.4,2.6
E00088108,23.1,43.7,5.2,24.5,3.5
E00088109,14.5,41.6,8.4,34.6,0.9
E00088110,9.1,44.1,8.3,37,1.6
E00088111,10.4,48.1,7.3,31.2,3.1
E00088115,13.7,40,8.4,36.8,1.1
E00088116,18.3,42,5.3,30.7,3.7
E00119175,20.2,44.6,6.9,26.6,1.7
E00119176,17.3,45.1,9.3,24.8,3.5
E00119177,17,38.4,4.3,37.3,2.9
E00119178,11.7,49.5,5.8,29.2,3.7
E00119180,18.3,45.8,6.2,28.2,1.5
E00119181,13.6,50.2,3.8,30.6,1.9
E00119182,12.9,44.7,5.8,34,2.7
E00119183,20,49.3,5.1,23.2,2.4
E00119185,16.9,44.9,4.5,31.8,1.9
E00119186,17.7,46,6.5,27.4,2.5
E00119187,32.4,34.8,4.3,27.1,1.4
E00119188,13.2,51.8,5.2,27.3,2.5
E00119189,16.2,47.4,5.9,25.7,4.7
E00119190,15.2,50.2,8.2,24.1,2.3
E00119191,10.7,37.4,6.1,45.8,0
E00119192,13.9,39.2,3.8,40.9,2.1
E00119193,13.7,39.1,4.3,40.2,2.7
E00119194,14.7,38.2,4,42.7,0.4
E00119195,9.7,37.7,3.6,44.1,4.9
E00119196,11.9,44.8,3.8,37.5,1.9
E00119197,8.1,42.6,5.4,43.4,0.4
E00119198,25.8,48.3,3.3,19.2,3.3
E00119282,21.1,37.8,5.4,33.1,2.7
E00119285,12,40.8,4.2,42.3,0.7
E00119286,17.9,45.1,4.5,29.7,2.8
E00119334,19.7,40.4,7.3,32.1,0.5
E00119335,11.2,35.5,4.2,45.8,3.3
E00119336,34.3,44,6.7,11.9,3
E00119338,22.5,43.3,5.5,27.4,1.3
E00119339,8.1,49.4,8.9,33.2,0.4
